observable_id,observable_code,value
0,0,10
1,1,10
2,2,17
3,3,17
4,4,20
5,5,25
6,6,30
7,7,5
8,8,19
9,9,32
10,10,3
11,11,4
12,12,10
13,13,20
14,14,20
15,15,2
16,16,3
17,17,0
18,18,0
19,19,6
20,20,12
21,21,6
22,22,25
23,23,0
24,24,800
25,25,12
26,26,6
27,27,0
28,28,1
29,29,3
30,30,11
31,31,22528
32,32,20
33,33,40
34,34,3
35,35,1
36,36,0
