observable_id,observable_code,value,scale_code
0,0,4,0
1,1,4,0
2,2,1,0
3,3,1,0
4,4,4903515,0
5,5,2,0
6,6,0,0
7,7,1,0
8,8,146,0
9,9,2831367,0
10,10,492736,0
11,11,11143364232,0
12,12,1,0
13,13,0,0
14,14,0,0
15,15,492736,0
16,16,1,0
17,17,6,0
18,18,0,0
19,19,4,0
20,20,7735158,0
21,21,1,0
22,22,1,0
23,23,1,0
24,24,1,0
25,25,0,0
