observable_id,observable_code,value,scale_code
0,0,5,0
1,1,4,0
2,2,4329004000,0
3,3,3649635000,0
4,4,2610966000,0
5,5,1718038000,0
6,6,1038669000,0
7,7,5,0
8,8,0,0
9,9,0,0
10,10,6,0
11,11,1,0
12,12,1,0
13,13,429509500,0
14,14,346223000,0
15,15,1004132000,0
16,16,12,0
17,17,4553000,0
18,18,34537000,0
19,19,0,0
20,20,0,0
