trace,shell,description,rows,max_F,max_ratio,max_E,max_E_t,F_at_max_E,ratio_at_max_E,danger_rows,dissonant_rows
w12_random_safe,12,random w=12 radial trace; no sampled barrier dissonance,260,0.0,1.0,3.250329692894294e-14,14.332046332046332,-21.11210447411992,6.778436399552742e-10,0,0
w16_prefix16_low_barrier_dissonance,16,known w=16 harmless-dissonance trace: majorization fails far below barrier,260,0.0,1.0,0.01415487625454992,6.486486486486486,-3.399091160396587,0.0334036146969219,0,198
w16_random_safe,16,random w=16 radial trace; safe test channel,260,0.0,1.0,4.583833312921115e-14,12.046332046332047,-45.43063254460428,1.8609168851604125e-20,0,0
