observable_id,observable_code,value
0,0,12
1,1,12
2,2,15
3,3,10
4,4,5
5,5,543
6,6,63
7,7,480
8,8,543
9,9,543
10,10,480
11,11,2048
12,12,2047
13,13,56
14,14,28
15,15,28
16,16,2048
17,17,2048
18,18,0
19,19,71
20,20,472
21,21,3072
22,22,543
23,23,0
24,24,56
25,25,33
26,26,23
27,27,0
28,28,1
29,29,0
