zone,target,weight_sum,weighted_mean,weighted_abs_mean,weighted_square_mean,weighted_energy_share_of_target
P1_point,P_G,241.47916666666666,168.94528025440596,199.39126682414638,48931.440125085974,0.9650164661781379
P1_point,Pi_flag,241.47916666666666,168.9452802544063,168.9452802544063,28602.407703254095,0.9626499383787878
P1_point,R_Omega,241.47916666666666,-3.0884057856770304e-13,110.2230539693728,20331.833865490018,0.968499324006681
L3_minus_P1,P_G,13.8125,136.15176984700577,138.9783097400285,30060.479879583305,0.03391058311402878
L3_minus_P1,Pi_flag,13.8125,136.15176984700625,136.15176984700625,18848.875372683262,0.03628639802292169
L3_minus_P1,R_Omega,13.8125,-5.123623998675546e-13,90.69727208226121,11126.478209964278,0.030316084847931486
F7_minus_L3,P_G,0.708333333333333,102.41298517497279,107.47418121936278,18547.05814390909,0.0010729507078331387
F7_minus_L3,Pi_flag,0.708333333333333,102.41298517497484,102.41298517497484,10774.087317912203,0.0010636635982906205
F7_minus_L3,R_Omega,0.708333333333333,-2.0463630789890893e-12,64.3799461272605,8477.88851506256,0.0011845911453873283
