bridge_id,recurrence_factor,probe_start_sample_count,probe_end_sample_count,transition_type_count,formula_class_count,formula_count,term_count,certified_transition_count,certified_formula_match_count,probe_state_count,probe_formula_nonnegative_count,long_recind_certified_flag
0,12,128,256,10,13,26,581,16095,32190,49665,99330,1
