row_component_id,col_component_id,entry_num,entry_den,entry_num_digits,entry_den_digits,entry_num_mod_1000000007,entry_den_mod_1000000007,entry_num_mod_1000000009,entry_den_mod_1000000009,entry_sha256,diagonal_flag
0,0,166277619058009833619111251316996233127419830911861276192002829004250833633274126128921106187611607093800605661507579144363436509112517842713634589734414832974893683669883417370545916909140208895680264217320533760296594396777661399512865869028893638000800369,689031713897724519198896436642266567524198953471071858781631056101466976195958144380087547906352738284131604844324825089243726631731651056865875112748736221532727449990796240568184765702519708420853618077772830275186181170294345953966315656914791374899144,258,255,65114317,75025110,983636213,814085260,8f77a8cbfa5cb748b16c3c9ec76b65e8f3acd8a410e810d2300873ea467a0991,1
0,1,-1901214556679055762035128237735983830122508163310148953002000109341148140467383512868454972351422889359502958175011891517751573097166069353669057532087979291055479213767502776269662324717259725588097324582548453493994590018086880966146450528174391838496212,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,256,254,310812724,253126048,518584879,867253560,6fd8a196187669b26da82bd0177aaa1485d69751a4993e227d8dec89b29a72bd,0
0,2,-120648469697712495330268173611332621204479634992417701319954826380063278262056921820078186851177457749172534665307293747937398754780532178225577208964303329989562182539463350740074021115925975481565928427339370876440724236343576256325351056352708233876891281,689031713897724519198896436642266567524198953471071858781631056101466976195958144380087547906352738284131604844324825089243726631731651056865875112748736221532727449990796240568184765702519708420853618077772830275186181170294345953966315656914791374899144,258,255,475380363,75025110,570326817,814085260,2def2b9a94a531ec5f582bb12e358d7f64cdb31a7d150fefa103c6bea08b14eb,0
1,0,-1901214556679055762035128237735983830122508163310148953002000109341148140467383512868454972351422889359502958175011891517751573097166069353669057532087979291055479213767502776269662324717259725588097324582548453493994590018086880966146450528174391838496212,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,256,254,310812724,253126048,518584879,867253560,6fd8a196187669b26da82bd0177aaa1485d69751a4993e227d8dec89b29a72bd,0
1,1,8955235122692708508246506361285659192788680744626058067889160057061975183009090983991061668280477770844019043508509109686660323462635957676785847249615702579354151210395961498858789528419692898635616824965644214805399722353279571768507183909591656325702457,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,256,254,200562526,253126048,554218912,867253560,0e3481c8aae5daa5108e5f89ebd95eef0f5e7d4bf2d846f978d8bc9ba3a8b4f9,1
1,2,-7054020566013652746211378123549675362666172581315909114887159947720827042541707471122606695929054881484516085333497218168908750365469888323116789717527723288298671996628458722589127203702433173047519500383095761311405132335192690802360733381417264487206245,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,256,254,488624757,253126048,927196227,867253560,40cbca9a7c8cfc012255c8b475ef2522e652b6cb10ad3d32c952c77d52f49f3b,0
2,0,-120648469697712495330268173611332621204479634992417701319954826380063278262056921820078186851177457749172534665307293747937398754780532178225577208964303329989562182539463350740074021115925975481565928427339370876440724236343576256325351056352708233876891281,689031713897724519198896436642266567524198953471071858781631056101466976195958144380087547906352738284131604844324825089243726631731651056865875112748736221532727449990796240568184765702519708420853618077772830275186181170294345953966315656914791374899144,258,255,475380363,75025110,570326817,814085260,2def2b9a94a531ec5f582bb12e358d7f64cdb31a7d150fefa103c6bea08b14eb,0
2,1,-7054020566013652746211378123549675362666172581315909114887159947720827042541707471122606695929054881484516085333497218168908750365469888323116789717527723288298671996628458722589127203702433173047519500383095761311405132335192690802360733381417264487206245,28709654745738521633287351526761106980174956394627994115901294004227790674831589349170314496098030761838816868513534378718488609655485460702744796364530675897196977082949843357007698570938321184202234086573867928132757548762264414748596485704782973954131,256,254,488624757,253126048,927196227,867253560,40cbca9a7c8cfc012255c8b475ef2522e652b6cb10ad3d32c952c77d52f49f3b,0
2,2,289944963282040161239341248576524829908467776943999520077246665125363127283057901127020747553474774904800920713311226983991208763551809497980380162184968688908730310458546360082213074004784371634706396436533669147914447412388200835582008657506722581569841161,689031713897724519198896436642266567524198953471071858781631056101466976195958144380087547906352738284131604844324825089243726631731651056865875112748736221532727449990796240568184765702519708420853618077772830275186181170294345953966315656914791374899144,258,255,797625560,75025110,176963942,814085260,a633a69c16fd111f41b2306c7f4f4353acd0573a873dbca6b5f862bc5b070838,1
