observable_id,observable_code,value
0,0,985
1,1,3
2,2,1342
3,3,864
4,4,2378
5,5,4584
6,6,9
7,7,3
8,8,2
9,9,2
10,10,1
11,11,1
12,12,1
13,13,1
14,14,4
15,15,258
16,16,255
17,17,338120233
18,18,37512555
19,19,260
20,20,255
21,21,489501615
22,22,75025110
23,23,260
24,24,255
25,25,489501615
26,26,25008370
27,27,515
28,28,510
29,29,403262461
30,30,772777688
31,31,1
32,32,0
33,33,3
34,34,258
35,35,258
36,36,260
37,37,260
38,38,1
