,BLUFF_ENGINE,CURVATURE_INJECTOR,DIVERGENCE_TAX,EXTRACTOR_LURE,FACE12_DENIAL,FACE15_DENIAL,FACE17_DENIAL,HOMOLOGY_PUNCTURE,H_MASK_SPLIT,KERNEL_DRIP,KERNEL_SPIKE,MONODROME_CONTAMINATOR,NONE,OMEGA_LOCK,RANDOM_JABBER,RANK4_TAX
BASIN_SWITCHER,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843
BLUFF_REVEAL,86.61319202810884,170.68664148383843,170.68664148383843,157.22130007407333,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,148.24440580089663,170.68664148383843,170.68664148383843,94.46797451713849,170.68664148383843
CURVATURE_ZERO,130.29061725454315,170.68664148383843,170.68664148383843,137.02328795942572,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,128.04639368624896,170.68664148383843,170.68664148383843,107.98607305660671,170.68664148383843
DIVERGENCE_MIN,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843
EMERGENCE_SEEKER,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843
FACE12_ANCHOR,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843
FACE15_ANCHOR,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843
FACE17_ANCHOR,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843
H2047_PURIST,150.4886293691908,170.68664148383843,170.68664148383843,154.97707650577917,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,143.75595866430825,170.68664148383843,170.68664148383843,146.0001822326024,170.68664148383843
H954_CORRIDOR,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843
MONODROME_PURIST,139.26751152771988,170.68664148383843,170.68664148383843,152.73285293748495,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,134.7790643911315,170.68664148383843,170.68664148383843,145.67204213288855,170.68664148383843
Q4_BALANCER,166.19819434725005,170.68664148383843,170.68664148383843,163.9539707789559,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,159.4655236423675,170.68664148383843,170.68664148383843,162.83185899480878,170.68664148383843
ROBUST_REVEAL,141.51173509601404,170.68664148383843,170.68664148383843,141.51173509601404,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,113.26849187762828,170.68664148383843,170.68664148383843,148.24440580089663,170.68664148383843
SIGMA_MIN,141.51173509601404,170.68664148383843,170.68664148383843,143.75595866430825,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,137.02328795942572,170.68664148383843,170.68664148383843,118.55091069864983,170.68664148383843
SPREAD_CONTROL,154.97707650577917,170.68664148383843,170.68664148383843,159.4655236423675,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,150.4886293691908,170.68664148383843,170.68664148383843,155.77104819021235,170.68664148383843
STOCHASTIC_CONTROL,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843,170.68664148383843
