,BLUFF_ENGINE,CURVATURE_INJECTOR,DIVERGENCE_TAX,EXTRACTOR_LURE,FACE12_DENIAL,FACE15_DENIAL,FACE17_DENIAL,HOMOLOGY_PUNCTURE,H_MASK_SPLIT,KERNEL_DRIP,KERNEL_SPIKE,MONODROME_CONTAMINATOR,NONE,OMEGA_LOCK,RANDOM_JABBER,RANK4_TAX
BASIN_SWITCHER,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13
BLUFF_REVEAL,-2.6847872110880224e-12,-3.0299135714399093e-13,-3.0299135714399093e-13,-2.730109760683384e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-2.5302405535123675e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-2.702275766715486e-12,-3.0299135714399093e-13
CURVATURE_ZERO,-2.1305021391703345e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-2.280404044548597e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-2.08053483737758e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-9.34084719333301e-13,-3.0299135714399093e-13
DIVERGENCE_MIN,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13
EMERGENCE_SEEKER,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13
FACE12_ANCHOR,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13
FACE15_ANCHOR,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13
FACE17_ANCHOR,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13
H2047_PURIST,-2.580207855305122e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-2.68014245889063e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-2.4303059499268596e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-2.4802732517196135e-13,-3.0299135714399093e-13
H954_CORRIDOR,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13,-3.0299135714399093e-13
