observable_id,observable_code,value
0,0,6
1,1,2
2,2,1
3,3,5
4,4,56
5,5,33
6,6,30
7,7,26
8,8,26
9,9,3
10,10,3
11,11,33
12,12,23
13,13,20
14,14,2
15,15,1
16,16,1
17,17,0
18,18,0
19,19,0
20,20,1
21,21,0
