class,count,joint_cost_mean,joint_cost_min,joint_cost_max,R_equiv_err_mean,R_equiv_err_min,R_equiv_err_max,F_equiv_err_mean,exact_recoverable
flag_stabilizer,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
moves_null_point,144,1.3231240540819458,1.2958445317008351,1.3349985325080933,1.1103471489993493,0.8168639490501298,1.2849476825007353,0.018328738654112647,0
point_stabilizer_not_flag,16,0.05257161458333333,0.05257161458333333,0.05257161458333333,0.0,0.0,0.0,0.0,0
