,BLUFF_ENGINE,CURVATURE_INJECTOR,DIVERGENCE_TAX,EXTRACTOR_LURE,FACE12_DENIAL,FACE15_DENIAL,FACE17_DENIAL,HOMOLOGY_PUNCTURE,H_MASK_SPLIT,KERNEL_DRIP,KERNEL_SPIKE,MONODROME_CONTAMINATOR,NONE,OMEGA_LOCK,RANDOM_JABBER,RANK4_TAX
BASIN_SWITCHER,-51.65142736346821,50.180129349494784,36.61414555319846,11.66710851616142,90.5260147661615,4.114932590235526,83.20878096986513,38.37804601616142,63.930129349494784,30.388462682828077,-252.86801301161634,-110.25994588198678,80.18012934949478,80.18012934949478,-65.1664186829126,-164.37991694680156
BLUFF_REVEAL,10.211385518187882,70.25301129393922,24.798798330976283,9.868352703704543,70.93634462727255,71.01967796060588,71.18634462727255,52.09259462727255,68.39884462727257,69.6696779606059,52.14899509023553,-79.56135024534075,71.25301129393922,71.25301129393922,22.21683451063956,64.63634462727259
CURVATURE_ZERO,-76.42094132861668,240.81257147912433,121.81104370134658,2.5133150498340058,149.3997821272725,242.56934809949482,242.19565018282808,240.32220978930954,241.10453907171697,239.14056337727263,138.54023351616146,-102.06085549180396,242.99915712727247,242.72294184949465,-129.1588103251246,159.1499152291244
DIVERGENCE_MIN,-21.219320881986718,76.11391407171693,108.88891407171695,17.370164071717017,104.40558073838366,106.2555807383837,104.8222474050503,64.46808073838362,90.65558073838365,56.48891407171706,-234.2708544468015,-71.10970861346821,105.86391407171692,105.86391407171692,-44.30900259494968,-154.92362643754225
EMERGENCE_SEEKER,-480.9052178727272,-409.9167109282828,-278.1054030579126,-384.31523523383845,-297.2888289838386,-297.2888289838386,-297.2888289838386,-88.47663859032012,-303.5388289838386,-470.3352873171718,-433.4699400949498,-394.6282387060608,-297.2888289838386,-297.2888289838386,-270.36335444680145,-280.49651995606104
FACE12_ANCHOR,-69.15202342828299,40.27745573838366,48.69967217356884,-4.159812780134843,64.06125203467998,73.45245573838362,77.65217796060591,34.26703907171702,61.48578907171706,19.819122405050337,-263.47845861346826,-113.95792620606078,75.86078907171706,75.86078907171706,-111.20463048846824,-209.34852805791255
FACE15_ANCHOR,-39.24349333569045,56.87804601616144,56.13112471986514,14.307328423568832,88.11184231245767,91.89100897912436,91.83729948838364,46.805129349494784,84.79471268282806,38.961379349494784,-259.5343150949496,-95.18059981717192,91.87804601616152,91.87804601616152,-66.19011081254233,-147.08918778013492
FACE17_ANCHOR,-87.91277574309787,11.310129349494789,-6.95727227087562,-29.393261854208948,44.68512934949479,35.29346268282813,49.64670921060588,16.01846268282814,48.43512934949479,-9.4815373171719,-287.22186139124614,-131.72992273383855,47.39346268282815,47.39346268282815,-106.49529310420894,-190.7582213449496
H2047_PURIST,-38.94155182289432,138.80641407171697,142.41906453467985,78.18022673496172,176.1230807383836,151.2897474050504,168.38974740505034,108.50891407171702,160.55641407171697,81.47308073838366,-221.57443662272735,-52.220165840233825,230.22308073838363,150.63974740505034,-90.6351793390836,-92.78891578939418
H954_CORRIDOR,-121.82186717828294,-11.615808150505243,-17.452688937542252,-56.237359076431176,34.13808073838368,30.226032127272532,32.2369001828281,-16.96402863661636,23.571691849494755,-68.74080815050525,-279.0042398634684,-146.56374217828304,29.509191849494755,29.509191849494755,-180.9356432199497,-209.30079657643122
MONODROME_PURIST,71.50873847228057,99.25627518282816,79.40656453467999,154.62673039584845,130.27294184949474,0.5034626828280864,130.02294184949474,89.9229418494947,121.54794184949473,82.1729418494947,-200.5877236597644,168.68051894220218,137.58960851616135,137.58960851616135,0.5008513856301704,-124.61956972457934
Q4_BALANCER,-100.90866888428718,-1.4611900949496714,12.812311062457752,-22.89081105673364,56.172143238383704,11.964816849494776,56.180476571717016,-46.277856761616356,37.47630990505036,-39.67785676161634,-238.19069819680143,-96.81158845718228,61.95547657171708,59.24714323838369,-153.19209626332724,-148.2978972708756
ROBUST_REVEAL,163.47576490398626,135.76752518282817,135.35085851616154,165.44243157065287,136.81752518282806,136.68419184949474,136.55085851616147,124.72585851616138,134.71752518282804,134.80085851616147,103.85385041430965,192.41900812237233,137.13419184949467,137.13419184949467,140.44517753243693,121.56752518282805
SIGMA_MIN,-75.63473278119888,54.49662240505032,63.05464323838371,50.166228835692074,99.09113629393916,113.08828907171709,119.21328907171709,24.11942622449476,97.99662240505039,5.013289071716969,-239.4279956505052,-64.31235045942526,145.03828907171695,119.82995573838359,-123.05533488846429,-118.77461602087563
SPREAD_CONTROL,-67.26134155207531,20.515650182828054,16.64679601616147,-31.551380123848954,72.09720110875402,65.80731684949471,14.10696962727252,10.481746826346637,2.54588745134663,-21.40101648383859,-241.7929609282829,-100.09184696178318,97.68231684949477,97.68231684949477,-91.70597874576788,-145.66678615976446
STOCHASTIC_CONTROL,-75.71778153013481,64.47730238190213,19.53410215042072,-7.511311622727447,66.59344242819846,67.5904447430133,72.0002855994948,-2.6476773634682047,60.98251071523554,9.506023446717023,-257.99291752550533,-138.42914437735712,79.81599451153187,87.31631569208731,-135.09371903013485,-174.83785097457937
