,BLUFF_ENGINE,CURVATURE_INJECTOR,DIVERGENCE_TAX,EXTRACTOR_LURE,FACE12_DENIAL,FACE15_DENIAL,FACE17_DENIAL,HOMOLOGY_PUNCTURE,H_MASK_SPLIT,KERNEL_DRIP,KERNEL_SPIKE,MONODROME_CONTAMINATOR,NONE,OMEGA_LOCK,RANDOM_JABBER,RANK4_TAX
BASIN_SWITCHER,-81.06339109803623,47.021272978242536,54.19209583979461,-18.1775776059726,50.57953934729027,23.20934493040309,50.488569329653465,-2.8287479653200327,-224.14186469812415,25.094856256461235,11.703789237060933,-113.31552940822128,59.2820952886482,31.98024068106444,-112.46943951624596,-184.2367867109104
BLUFF_REVEAL,5.385676205290368,90.1546217436747,108.33972425690226,36.04041747289952,91.92897249323391,97.85550412903638,111.81701923044726,101.82040878071183,22.785548771893403,97.63325049146995,113.87296003732543,-73.75854233082912,116.54949277542049,76.11850842797797,26.44273821142417,46.59018391298685
CURVATURE_ZERO,-59.76979172971729,184.9791935029341,168.9994365584896,12.991020085972806,118.00767233891293,163.60848693326884,181.10543854261638,162.43353006047388,64.74285476836614,145.60149536580874,176.70368920399204,-82.38786299546405,186.6932741907643,143.27397800469745,-107.35996843074703,88.20932440020009
DIVERGENCE_MIN,-64.20204547413847,68.90343071633775,76.89807412462707,-7.117687559676311,68.80146973750183,39.56482635676985,66.01546499764291,16.071020553198473,-214.2098174648787,35.727489909459464,26.606331399759352,-110.28269307114024,75.19701261669051,51.278860059371254,-98.53857242519663,-188.68343298516115
EMERGENCE_SEEKER,-217.12017653674857,-87.90407865315066,-57.21348754865331,-145.38065245165214,-55.98994533084043,-51.092709054385296,-69.22338751558478,-116.00311428476451,-301.8069889816343,-118.74091286831828,-80.7314033886006,-191.18114779446418,-61.27695894415615,-96.47103908084051,-196.7936837567662,-218.84726868842444
FACE12_ANCHOR,-110.16129343489686,16.385698683709933,26.88917751968871,-51.6297485715809,26.712100248965687,31.37584735544716,21.96047491827782,-37.27181674838888,-233.609387295126,-17.697177473697494,-18.052235068494703,-116.05122481717208,30.424800315103187,19.85100429438009,-126.41666959230403,-188.50294907863585
FACE15_ANCHOR,-218.46523743842423,-76.68065493181044,-69.04037274486156,-148.17413872810695,-74.27764457025847,-5.435081601783917,-72.8626327206112,-167.7113157563253,-274.1279049869248,-119.97533140888254,-114.70044274045239,-201.84636963088445,-64.49867686743656,-69.79999520958812,-170.736161986484,-212.9021419247556
FACE17_ANCHOR,-78.41841176602563,39.19576096325141,51.135039788207365,-19.715409120522875,46.48647139094098,23.624455573039775,54.64161496457406,1.5419448256852424,-229.94261866637814,15.435090218101482,9.483803291293745,-119.48435036831818,57.28599244473281,28.90866826042953,-106.62337098119343,-181.69405026911167
H2047_PURIST,-38.94155182289432,149.50641407171724,164.67964985214005,78.18022673496168,169.70326812815424,114.62046169076476,161.67546169076508,85.33534264314574,-166.98431509494935,131.64812372780193,165.68057825822453,-66.85445669693853,162.00879502409768,148.98107456554422,-76.00088848237908,-92.78891578939377
H954_CORRIDOR,-102.47557005526711,4.063572912105,31.49807440020018,-40.565853895655046,31.885065140940995,26.02777182083515,28.711397537325432,-25.641175627357104,-234.9831166271366,0.9625356546094085,-7.090908183574015,-127.9294811277978,36.982439203992044,4.569273694732861,-116.42584301051394,-181.430167442833
MONODROME_PURIST,77.35058103944503,53.98185388653186,112.82847260346314,129.11383963064077,111.4292160999357,76.57207710081755,115.14351063256336,90.92287571192853,-48.43914423957035,94.42531177894796,76.55627270266935,135.40451402004464,124.8673201563732,100.58168854261649,21.806747596253228,-41.678044151387105
Q4_BALANCER,-100.90866888428718,10.046815857431303,49.985024356108525,-22.89081105673359,47.913127585826416,-37.957474817171814,40.1483337145743,-40.620713904473604,-198.80969703939445,-2.842570716642782,19.077451604785857,-118.2898771452372,59.63404800028853,23.6267309808881,-131.71380757527172,-148.29789727087586
ROBUST_REVEAL,100.4133793579118,106.11959528864824,131.83362306642607,141.424926064031,118.69612527101174,100.64193490505046,125.47648020928301,98.61576592356872,-15.112942740452286,113.93041870134667,133.97214571854232,95.77281769426182,133.9248929076957,120.132006002934,106.82190389775211,28.895289733092596
SIGMA_MIN,-30.239630088290877,133.87556751087044,137.91823120134686,63.046855302187865,115.58034925690224,97.17387631818978,135.28068325161095,77.05985033163763,-53.843512074667444,88.69311931863042,107.26820474632024,-37.662623197298885,150.13537901880673,106.11054987418608,-58.96603538227435,-20.057154601122583
SPREAD_CONTROL,-67.26134155207544,59.33707875425652,14.469801968542372,-31.55138012384885,61.53521918635554,18.385399686796397,4.197470619336043,-16.846336010955046,-206.88741115976478,13.422168039970932,49.185848595526544,-96.89723049853892,97.68231684949433,39.890667819512466,-94.90059520901147,-145.66678615976437
STOCHASTIC_CONTROL,-75.71778153013476,67.14571011999726,64.50511653534137,-7.511311622727437,57.62975856576471,7.3863400803148735,62.55647855584399,7.769780473833415,-212.42499920539944,43.7833481821668,31.557578506240823,-137.1585061498437,86.24484123772223,51.02187372780172,-136.36435725764827,-174.83785097457886
