defect_id,state_id,sample_count,sum_value,outgoing_edge_count,current_average_num,current_average_den,expected_next_average_num,expected_next_average_den,drift_num,drift_den,source_weight,source_total,source_probability_num,source_probability_den,boundary_defect_flag
0,2,1,2,2,2,1,425,214,-3,214,48,78,8,13,1
