observable_id,observable_code,value,scale_code
0,0,6,0
1,1,6,0
2,2,6,0
3,3,6,0
4,4,1,0
5,5,3,0
6,6,3,0
7,7,1,0
8,8,1,0
9,9,1,0
10,10,1,0
11,11,32,0
12,12,32,0
13,13,32,0
14,14,7,0
15,15,6,0
16,16,6,0
17,17,1,0
18,18,1,0
19,19,1,0
20,20,0,0
21,21,1,0
22,22,1,0
