shell,h2_basis_index,c2_support_size,public_profile_actor_support_size,public_profile_actor_zero,public_profile_ids_parity
12,515,12,12,False,"4109,4110,4279,4300,4396,4411,4474,4483,4526,4531,4562,4574"
12,516,12,12,False,"4279,4300,4396,4411,4474,4483,4526,4531,4557,4559,4562,4573"
12,517,14,14,False,"3842,3852,4109,4144,4279,4300,4396,4411,4474,4483,4526,4531,4562,4576"
12,518,14,14,False,"4109,4144,4279,4300,4396,4411,4474,4483,4526,4531,4557,4559,4562,4575"
12,519,4,4,False,"5,7,4588,4590"
12,520,4,0,True,
12,521,4,4,False,"4577,4578,4579,4580"
12,522,4,4,False,"4559,4562,4580,4582"
12,523,6,6,False,"4559,4562,4577,4578,4580,4581"
12,524,6,6,False,"4526,4531,4559,4562,4580,4584"
12,525,8,8,False,"4526,4531,4559,4562,4577,4578,4580,4583"
12,526,8,8,False,"4474,4483,4526,4531,4559,4562,4580,4586"
12,527,10,10,False,"4474,4483,4526,4531,4559,4562,4577,4578,4580,4585"
12,528,10,10,False,"4396,4411,4474,4483,4526,4531,4559,4562,4580,4588"
12,529,12,12,False,"4396,4411,4474,4483,4526,4531,4559,4562,4577,4578,4580,4587"
12,530,14,14,False,"4109,4110,4279,4300,4396,4411,4474,4483,4526,4531,4559,4562,4580,4590"
12,531,14,14,False,"4279,4300,4396,4411,4474,4483,4526,4531,4559,4562,4577,4578,4580,4589"
12,532,4,4,False,"4578,4580,4591,4592"
12,533,6,6,False,"4559,4562,4578,4580,4591,4593"
12,534,8,8,False,"4526,4531,4559,4562,4578,4580,4591,4594"
12,535,10,10,False,"4474,4483,4526,4531,4559,4562,4578,4580,4591,4595"
12,536,12,12,False,"4396,4411,4474,4483,4526,4531,4559,4562,4578,4580,4591,4596"
12,537,4,4,False,"4578,4580,4597,4598"
12,538,6,6,False,"4559,4562,4578,4580,4597,4599"
12,539,8,8,False,"4526,4531,4559,4562,4578,4580,4597,4600"
12,540,10,10,False,"4474,4483,4526,4531,4559,4562,4578,4580,4597,4601"
12,541,4,4,False,"4578,4580,4602,4603"
12,542,6,6,False,"4559,4562,4578,4580,4602,4604"
12,543,8,8,False,"4526,4531,4559,4562,4578,4580,4602,4605"
12,544,4,4,False,"4578,4580,4606,4607"
12,545,6,6,False,"4559,4562,4578,4580,4606,4608"
12,546,4,4,False,"4578,4580,4609,4610"
16,0,4,4,False,"4569,4572,4588,4590"
16,1,4,4,False,"6,7,4572,4573"
16,2,2,2,False,"111,113"
16,3,4,4,False,"41,43,115,116"
16,4,4,4,False,"41,44,115,117"
16,5,4,4,False,"41,45,115,118"
16,6,4,4,False,"41,46,115,119"
16,7,4,4,False,"41,47,115,120"
16,8,4,4,False,"4539,4544,4588,4590"
16,9,4,4,False,"6,7,4543,4544"
16,10,2,2,False,"212,214"
16,11,6,6,False,"41,42,113,115,218,221"
16,12,4,4,False,"113,115,218,220"
16,13,6,6,False,"41,43,113,115,218,222"
16,14,6,6,False,"41,44,113,115,218,223"
16,15,6,6,False,"41,45,113,115,218,224"
16,16,6,6,False,"41,46,113,115,218,225"
16,17,4,4,False,"4489,4498,4588,4590"
16,18,2,2,False,"240,244"
16,19,4,4,False,"6,7,4493,4494"
16,20,2,2,False,"363,368"
16,21,4,4,False,"6,7,4495,4498"
16,22,2,2,False,"364,367"
16,23,4,4,False,"4488,4498,4588,4590"
16,24,4,4,False,"6,7,4497,4498"
16,25,2,2,False,"365,367"
16,26,2,2,False,"371,372"
16,27,4,4,False,"214,218,372,377"
16,28,4,4,False,"214,218,372,376"
16,29,6,6,False,"113,115,214,218,372,379"
16,30,8,8,False,"41,43,113,115,214,218,372,381"
16,31,8,8,False,"41,44,113,115,214,218,372,382"
16,32,8,8,False,"41,45,113,115,214,218,372,383"
16,33,4,4,False,"4410,4426,4588,4590"
16,34,4,4,False,"4411,4426,4588,4590"
16,35,2,2,False,"418,420"
16,36,4,4,False,"6,7,4417,4422"
16,37,2,2,False,"620,624"
16,38,2,2,False,"4424,4426"
16,39,2,2,False,"622,625"
16,40,4,4,False,"6,7,406,418"
16,41,6,6,False,"6,7,4398,4412,4588,4590"
16,42,4,4,False,"6,7,4425,4426"
16,43,2,2,False,"623,625"
16,44,4,4,False,"367,368,629,633"
16,45,2,2,False,"630,633"
16,46,2,2,False,"627,633"
16,47,2,2,False,"631,633"
16,48,4,4,False,"367,372,633,638"
16,49,4,4,False,"367,372,633,636"
16,50,6,6,False,"214,218,367,372,633,642"
16,51,10,10,False,"41,42,113,115,214,218,367,372,633,645"
16,52,10,10,False,"41,43,113,115,214,218,367,372,633,646"
16,53,10,10,False,"41,44,113,115,214,218,367,372,633,647"
16,54,4,4,False,"4277,4303,4588,4590"
16,55,2,2,False,"689,696"
16,56,4,4,False,"6,7,4288,4298"
16,57,2,2,False,"973,977"
16,58,4,4,False,"4266,4298,4588,4590"
16,59,4,4,False,"6,7,4293,4298"
16,60,2,2,False,"976,977"
16,61,4,4,False,"6,7,4303,4304"
16,62,2,2,False,"970,975"
16,63,4,4,False,"6,7,4299,4303"
16,64,2,2,False,"975,979"
16,65,4,4,False,"6,7,4291,4298"
16,66,2,2,False,"960,977"
16,67,2,2,False,"992,994"
16,68,2,2,False,"985,992"
16,69,4,4,False,"624,625,992,995"
16,70,2,2,False,"992,993"
16,71,4,4,False,"624,633,992,1002"
16,72,4,4,False,"624,633,992,1003"
16,73,6,6,False,"367,372,624,633,992,1008"
16,74,4,4,False,"624,639,992,1009"
16,75,8,8,False,"214,218,367,372,624,633,992,1012"
16,76,10,10,False,"113,115,214,218,367,372,624,633,992,1014"
16,77,12,12,False,"41,43,113,115,214,218,367,372,624,633,992,1015"
16,78,4,4,False,"4067,4112,4588,4590"
16,79,2,2,False,"1104,1110"
16,80,4,4,False,"4052,4104,4588,4590"
16,81,4,4,False,"6,7,4093,4104"
16,82,2,2,False,"1449,1460"
16,83,4,4,False,"6,7,4100,4104"
16,84,2,2,False,"1454,1460"
16,85,4,4,False,"4053,4104,4588,4590"
16,86,4,4,False,"4062,4104,4588,4590"
16,87,2,2,False,"1109,1110"
16,88,4,4,False,"6,7,1103,1110"
16,89,4,4,False,"975,977,1478,1481"
16,90,4,4,False,"975,977,1480,1481"
16,91,4,4,False,"975,977,1481,1482"
16,92,6,6,False,"624,625,975,992,1481,1499"
16,93,4,4,False,"975,992,1481,1497"
16,94,6,6,False,"624,633,975,992,1481,1508"
16,95,8,8,False,"367,368,624,633,975,992,1481,1509"
16,96,8,8,False,"367,372,624,633,975,992,1481,1514"
16,97,10,10,False,"214,218,367,372,624,633,975,992,1481,1518"
16,98,14,14,False,"41,42,113,115,214,218,367,372,624,633,975,992,1481,1521"
16,99,4,4,False,"3741,3797,4588,4590"
16,100,4,4,False,"6,7,1643,1644"
16,101,6,6,False,"6,7,3728,3768,4588,4590"
16,102,6,6,False,"6,7,3709,3768,4588,4590"
16,103,4,4,False,"6,7,3794,3797"
16,104,2,2,False,"1996,1998"
16,105,4,4,False,"3745,3797,4588,4590"
16,106,4,4,False,"3736,3797,4588,4590"
16,107,4,4,False,"6,7,3768,3783"
16,108,2,2,False,"1994,1995"
16,109,2,2,False,"3768,3780"
16,110,2,2,False,"1993,1994"
16,111,4,4,False,"6,7,3768,3776"
16,112,6,6,False,"6,7,3725,3768,4588,4590"
16,113,2,2,False,"3797,3798"
16,114,4,4,False,"1962,1964,1994,1998"
16,115,2,2,False,"3764,3768"
16,116,2,2,False,"1951,1964"
16,117,6,6,False,"6,7,3721,3768,4588,4590"
16,118,6,6,False,"6,7,3710,3768,4588,4590"
16,119,6,6,False,"6,7,3719,3768,4588,4590"
16,120,2,2,False,"3762,3768"
16,121,2,2,False,"1948,1964"
16,122,6,6,False,"6,7,3722,3768,4588,4590"
16,123,4,4,False,"6,7,3791,3797"
16,124,4,4,False,"1964,1966,1994,1998"
16,125,4,4,False,"3740,3797,4588,4590"
16,126,4,4,False,"1459,1460,2031,2033"
16,127,4,4,False,"1451,1460,2029,2031"
16,128,4,4,False,"1452,1460,2031,2032"
16,129,2,2,False,"2030,2031"
16,130,4,4,False,"1964,1994,2003,2031"
16,131,4,4,False,"1964,1994,2007,2031"
16,132,4,4,False,"1460,1481,2031,2051"
16,133,6,6,False,"975,977,1460,1481,2031,2049"
16,134,6,6,False,"1460,1481,1964,1994,2031,2037"
16,135,8,8,False,"975,977,1460,1481,1964,1994,2031,2034"
16,136,6,6,False,"975,992,1460,1481,2031,2060"
16,137,8,8,False,"975,992,1460,1481,1964,1994,2031,2052"
16,138,8,8,False,"975,992,1460,1481,1964,1994,2031,2053"
16,139,8,8,False,"624,633,975,992,1460,1481,2031,2066"
16,140,12,12,False,"367,368,624,633,975,992,1460,1481,1964,1994,2031,2063"
16,141,10,10,False,"624,633,975,992,1460,1481,1964,1994,2031,2062"
16,142,8,8,False,"624,639,975,992,1460,1481,2031,2070"
16,143,12,12,False,"367,372,624,633,975,992,1460,1481,1964,1994,2031,2068"
16,144,8,8,False,"624,643,975,992,1460,1481,2031,2073"
16,145,14,14,False,"214,218,367,372,624,633,975,992,1460,1481,1964,1994,2031,2072"
16,146,4,4,False,"3311,3378,4588,4590"
16,147,4,4,False,"6,7,2241,2242"
16,148,2,2,False,"2240,2242"
16,149,4,4,False,"6,7,3335,3368"
16,150,4,4,False,"6,7,3314,3326"
16,151,4,4,False,"2559,2561,2566,2567"
16,152,4,4,False,"3269,3326,4588,4590"
16,153,2,2,False,"3331,3368"
16,154,2,2,False,"2554,2561"
16,155,2,2,False,"3344,3368"
16,156,2,2,False,"2558,2561"
16,157,2,2,False,"3352,3368"
16,158,2,2,False,"2556,2561"
16,159,6,6,False,"6,7,3285,3368,4588,4590"
16,160,6,6,False,"6,7,3295,3368,4588,4590"
16,161,6,6,False,"6,7,3296,3368,4588,4590"
16,162,4,4,False,"6,7,3357,3368"
16,163,2,2,False,"2560,2561"
16,164,2,2,False,"3316,3326"
16,165,4,4,False,"3270,3326,4588,4590"
16,166,4,4,False,"3236,3326,4586,4590"
16,167,2,2,False,"3329,3368"
16,168,4,4,False,"2534,2551,2566,2567"
16,169,6,6,False,"6,7,3279,3368,4588,4590"
16,170,6,6,False,"6,7,3275,3368,4588,4590"
16,171,6,6,False,"6,7,3281,3368,4588,4590"
16,172,6,6,False,"6,7,3282,3368,4588,4590"
16,173,6,6,False,"6,7,3246,3368,4586,4590"
16,174,4,4,False,"1994,1998,2611,2612"
16,175,6,6,False,"1994,1998,2561,2566,2604,2612"
16,176,6,6,False,"1994,1998,2561,2566,2603,2612"
16,177,6,6,False,"1994,1998,2551,2567,2600,2612"
16,178,6,6,False,"1459,1460,1998,2031,2612,2641"
16,179,4,4,False,"1998,2031,2612,2640"
16,180,6,6,False,"1998,2031,2561,2566,2612,2636"
16,181,8,8,False,"1452,1460,1998,2031,2561,2566,2612,2638"
16,182,8,8,False,"1451,1460,1998,2031,2561,2566,2612,2634"
16,183,6,6,False,"1998,2031,2561,2566,2612,2637"
16,184,8,8,False,"1451,1460,1998,2031,2551,2567,2612,2632"
16,185,6,6,False,"1998,2031,2551,2567,2612,2618"
16,186,6,6,False,"1460,1481,1998,2031,2612,2654"
16,187,10,10,False,"975,977,1460,1481,1998,2031,2561,2566,2612,2651"
16,188,8,8,False,"1460,1481,1998,2031,2561,2566,2612,2653"
16,189,10,10,False,"975,977,1460,1481,1998,2031,2551,2567,2612,2650"
16,190,10,10,False,"624,625,975,992,1460,1481,1998,2031,2612,2662"
16,191,10,10,False,"975,992,1460,1481,1998,2031,2561,2566,2612,2660"
16,192,10,10,False,"975,992,1460,1481,1998,2031,2551,2567,2612,2659"
16,193,10,10,False,"624,634,975,992,1460,1481,1998,2031,2612,2667"
16,194,12,12,False,"624,633,975,992,1460,1481,1998,2031,2561,2566,2612,2665"
16,195,14,14,False,"367,368,624,633,975,992,1460,1481,1998,2031,2551,2567,2612,2664"
16,196,10,10,False,"624,640,975,992,1460,1481,1998,2031,2612,2670"
16,197,12,12,False,"624,639,975,992,1460,1481,1998,2031,2561,2566,2612,2669"
16,198,14,14,False,"367,372,624,633,975,992,1460,1481,1998,2031,2551,2567,2612,2668"
16,199,4,4,False,"2769,2845,4588,4590"
16,200,4,4,False,"6,7,2844,2845"
16,201,2,2,False,"3077,3079"
16,202,4,4,False,"6,7,2846,2849"
16,203,4,4,False,"6,7,2810,2816"
16,204,2,2,False,"3076,3078"
16,205,4,4,False,"6,7,2787,2810"
16,206,6,6,False,"6,7,2742,2810,4588,4590"
16,207,4,4,False,"6,7,2810,2814"
16,208,2,2,False,"3061,3062"
16,209,4,4,False,"6,7,2826,2845"
16,210,4,4,False,"3050,3061,3076,3079"
16,211,4,4,False,"2768,2845,4588,4590"
16,212,4,4,False,"2764,2845,4588,4590"
16,213,4,4,False,"6,7,2819,2845"
16,214,4,4,False,"3048,3061,3076,3079"
16,215,4,4,False,"6,7,2836,2845"
16,216,4,4,False,"3058,3061,3076,3079"
16,217,4,4,False,"2566,2568,3127,3128"
16,218,2,2,False,"3126,3127"
16,219,4,4,False,"2566,2567,3125,3127"
16,220,4,4,False,"3061,3076,3108,3127"
16,221,4,4,False,"3061,3076,3110,3127"
16,222,4,4,False,"3061,3076,3115,3127"
16,223,4,4,False,"2566,2612,3127,3159"
16,224,6,6,False,"1994,1998,2566,2612,3127,3157"
16,225,4,4,False,"2566,2612,3127,3158"
16,226,8,8,False,"1994,1998,2566,2612,3061,3076,3127,3144"
16,227,8,8,False,"1994,1998,2566,2612,3061,3076,3127,3150"
16,228,6,6,False,"2566,2612,3061,3076,3127,3152"
16,229,6,6,False,"1998,2031,2566,2612,3127,3175"
16,230,8,8,False,"1459,1460,1998,2031,2566,2612,3127,3176"
16,231,8,8,False,"1998,2031,2566,2612,3061,3076,3127,3170"
16,232,8,8,False,"1460,1481,1998,2031,2566,2612,3127,3184"
16,233,10,10,False,"1460,1481,1998,2031,2566,2612,3061,3076,3127,3182"
16,234,12,12,False,"624,625,975,992,1460,1481,1998,2031,2566,2612,3127,3189"
16,235,12,12,False,"975,992,1460,1481,1998,2031,2566,2612,3061,3076,3127,3187"
16,236,12,12,False,"624,634,975,992,1460,1481,1998,2031,2566,2612,3127,3192"
16,237,14,14,False,"624,633,975,992,1460,1481,1998,2031,2566,2612,3061,3076,3127,3191"
16,238,4,4,False,"2157,2210,4588,4590"
16,239,4,4,False,"6,7,2195,2210"
16,240,2,2,False,"3505,3509"
16,241,4,4,False,"6,7,2210,2225"
16,242,2,2,False,"3508,3509"
16,243,2,2,False,"2210,2214"
16,244,2,2,False,"3506,3509"
16,245,4,4,False,"6,7,2210,2218"
16,246,2,2,False,"3504,3509"
16,247,4,4,False,"6,7,2203,2210"
16,248,2,2,False,"3509,3513"
16,249,2,2,False,"2210,2219"
16,250,2,2,False,"3509,3510"
16,251,4,4,False,"6,7,3371,3374"
16,252,2,2,False,"2206,2210"
16,253,4,4,False,"2140,2210,4588,4590"
16,254,4,4,False,"6,7,2229,2238"
16,255,4,4,False,"3492,3493,3507,3509"
16,256,4,4,False,"6,7,2197,2210"
16,257,2,2,False,"3465,3493"
16,258,4,4,False,"2144,2210,4588,4590"
16,259,4,4,False,"2152,2210,4588,4590"
16,260,2,2,False,"2231,2238"
16,261,4,4,False,"3493,3495,3507,3509"
16,262,6,6,False,"6,7,2165,2238,4588,4590"
16,263,4,4,False,"6,7,2179,2210"
16,264,2,2,False,"3487,3493"
16,265,4,4,False,"2139,2210,4588,4590"
16,266,4,4,False,"2137,2210,4588,4590"
16,267,4,4,False,"6,7,2184,2210"
16,268,2,2,False,"3475,3493"
16,269,4,4,False,"6,7,2210,2220"
16,270,2,2,False,"3489,3493"
16,271,4,4,False,"2162,2210,4588,4590"
16,272,2,2,False,"2188,2210"
16,273,2,2,False,"3493,3494"
16,274,4,4,False,"3076,3079,3557,3560"
16,275,2,2,False,"3557,3561"
16,276,2,2,False,"3555,3557"
16,277,4,4,False,"3076,3079,3556,3557"
16,278,4,4,False,"3076,3079,3557,3558"
16,279,6,6,False,"3076,3079,3493,3509,3538,3557"
16,280,4,4,False,"3493,3509,3531,3557"
16,281,6,6,False,"3076,3079,3493,3509,3540,3557"
16,282,4,4,False,"3493,3509,3542,3557"
16,283,4,4,False,"3076,3127,3557,3594"
16,284,6,6,False,"2566,2567,3076,3127,3557,3595"
16,285,4,4,False,"3076,3127,3557,3590"
16,286,4,4,False,"3076,3127,3557,3593"
16,287,6,6,False,"2566,2568,3076,3127,3557,3591"
16,288,6,6,False,"3076,3127,3493,3509,3557,3579"
16,289,6,6,False,"3076,3127,3493,3509,3557,3574"
16,290,6,6,False,"3076,3127,3493,3509,3557,3576"
16,291,6,6,False,"3076,3127,3493,3509,3557,3578"
16,292,8,8,False,"1994,1998,2566,2612,3076,3127,3557,3612"
16,293,6,6,False,"2566,2612,3076,3127,3557,3611"
16,294,6,6,False,"2566,2612,3076,3127,3557,3613"
16,295,10,10,False,"1994,1998,2566,2612,3076,3127,3493,3509,3557,3602"
16,296,10,10,False,"1994,1998,2566,2612,3076,3127,3493,3509,3557,3608"
16,297,8,8,False,"1998,2031,2566,2612,3076,3127,3557,3623"
16,298,10,10,False,"1459,1460,1998,2031,2566,2612,3076,3127,3557,3624"
16,299,10,10,False,"1998,2031,2566,2612,3076,3127,3493,3509,3557,3620"
16,300,12,12,False,"1451,1460,1998,2031,2566,2612,3076,3127,3493,3509,3557,3621"
16,301,10,10,False,"1460,1481,1998,2031,2566,2612,3076,3127,3557,3629"
16,302,14,14,False,"975,977,1460,1481,1998,2031,2566,2612,3076,3127,3493,3509,3557,3627"
16,303,14,14,False,"624,625,975,992,1460,1481,1998,2031,2566,2612,3076,3127,3557,3632"
16,304,14,14,False,"975,992,1460,1481,1998,2031,2566,2612,3076,3127,3493,3509,3557,3631"
16,305,4,4,False,"1583,1627,4588,4590"
16,306,4,4,False,"6,7,1617,1627"
16,307,2,2,False,"3837,3842"
16,308,4,4,False,"6,7,1627,1635"
16,309,2,2,False,"3842,3843"
16,310,4,4,False,"6,7,1604,1627"
16,311,2,2,False,"3838,3842"
16,312,2,2,False,"1627,1638"
16,313,2,2,False,"3842,3844"
16,314,2,2,False,"3792,3797"
16,315,4,4,False,"6,7,1613,1627"
16,316,2,2,False,"3842,3846"
16,317,2,2,False,"1627,1639"
16,318,2,2,False,"3842,3849"
16,319,4,4,False,"6,7,1627,1633"
16,320,2,2,False,"3839,3842"
16,321,4,4,False,"6,7,1623,1627"
16,322,2,2,False,"3842,3850"
16,323,2,2,False,"1601,1627"
16,324,4,4,False,"1565,1627,4588,4590"
16,325,4,4,False,"6,7,1598,1627"
16,326,2,2,False,"3828,3831"
16,327,4,4,False,"1564,1627,4588,4590"
16,328,4,4,False,"6,7,1607,1627"
16,329,2,2,False,"3817,3831"
16,330,2,2,False,"1606,1627"
16,331,2,2,False,"3822,3831"
16,332,4,4,False,"6,7,1608,1627"
16,333,2,2,False,"3827,3831"
16,334,4,4,False,"6,7,1599,1627"
16,335,2,2,False,"3826,3831"
16,336,2,2,False,"3886,3895"
16,337,4,4,False,"3507,3509,3886,3887"
16,338,4,4,False,"3507,3509,3886,3893"
16,339,2,2,False,"3886,3889"
16,340,2,2,False,"3886,3890"
16,341,2,2,False,"3884,3886"
16,342,4,4,False,"3831,3842,3875,3886"
16,343,4,4,False,"3831,3842,3872,3886"
16,344,4,4,False,"3831,3842,3876,3886"
16,345,4,4,False,"3831,3842,3880,3886"
16,346,4,4,False,"2150,2210,4588,4590"
16,347,4,4,False,"3831,3842,3864,3886"
16,348,6,6,False,"3076,3079,3509,3557,3886,3923"
16,349,6,6,False,"3076,3079,3509,3557,3886,3918"
16,350,6,6,False,"3076,3079,3509,3557,3886,3922"
16,351,4,4,False,"3509,3557,3886,3921"
16,352,4,4,False,"3509,3557,3886,3919"
16,353,6,6,False,"3076,3079,3509,3557,3886,3920"
16,354,6,6,False,"3509,3557,3831,3842,3886,3910"
16,355,6,6,False,"3509,3557,3831,3842,3886,3914"
16,356,8,8,False,"3076,3079,3509,3557,3831,3842,3886,3905"
16,357,6,6,False,"3509,3557,3831,3842,3886,3903"
16,358,6,6,False,"3076,3127,3509,3557,3886,3940"
16,359,6,6,False,"3076,3127,3509,3557,3886,3943"
16,360,6,6,False,"3076,3127,3509,3557,3886,3941"
16,361,10,10,False,"2566,2567,3076,3127,3509,3557,3831,3842,3886,3936"
16,362,8,8,False,"3076,3127,3509,3557,3831,3842,3886,3933"
16,363,8,8,False,"3076,3127,3509,3557,3831,3842,3886,3935"
16,364,10,10,False,"2566,2567,3076,3127,3509,3557,3831,3842,3886,3932"
16,365,8,8,False,"3076,3127,3509,3557,3831,3842,3886,3930"
16,366,10,10,False,"1994,1998,2566,2612,3076,3127,3509,3557,3886,3954"
16,367,8,8,False,"2566,2612,3076,3127,3509,3557,3886,3956"
16,368,8,8,False,"2566,2612,3076,3127,3509,3557,3886,3955"
16,369,12,12,False,"1994,1998,2566,2612,3076,3127,3509,3557,3831,3842,3886,3950"
16,370,12,12,False,"1994,1998,2566,2612,3076,3127,3509,3557,3831,3842,3886,3948"
16,371,12,12,False,"1994,1998,2566,2612,3076,3127,3509,3557,3831,3842,3886,3949"
16,372,10,10,False,"1998,2031,2566,2612,3076,3127,3509,3557,3886,3962"
16,373,12,12,False,"1459,1460,1998,2031,2566,2612,3076,3127,3509,3557,3886,3963"
16,374,14,14,False,"1451,1460,1998,2031,2566,2612,3076,3127,3509,3557,3831,3842,3886,3959"
16,375,12,12,False,"1998,2031,2566,2612,3076,3127,3509,3557,3831,3842,3886,3960"
16,376,12,12,False,"1460,1481,1998,2031,2566,2612,3076,3127,3509,3557,3886,3966"
16,377,16,16,False,"975,977,1460,1481,1998,2031,2566,2612,3076,3127,3509,3557,3831,3842,3886,3965"
16,378,4,4,False,"1060,1096,4588,4590"
16,379,4,4,False,"6,7,1094,1096"
16,380,2,2,False,"4107,4109"
16,381,2,2,False,"1076,1096"
16,382,4,4,False,"6,7,1091,1096"
16,383,2,2,False,"4091,4096"
16,384,4,4,False,"6,7,1079,1096"
16,385,2,2,False,"4090,4096"
16,386,2,2,False,"4108,4110"
16,387,4,4,False,"1069,1114,4588,4590"
16,388,4,4,False,"6,7,1087,1096"
16,389,2,2,False,"4109,4111"
16,390,2,2,False,"1105,1114"
16,391,4,4,False,"4095,4096,4109,4110"
16,392,4,4,False,"6,7,1090,1096"
16,393,2,2,False,"4092,4096"
16,394,4,4,False,"4096,4109,4130,4144"
16,395,4,4,False,"4096,4109,4138,4144"
16,396,4,4,False,"4096,4109,4129,4144"
16,397,4,4,False,"4096,4109,4128,4144"
16,398,2,2,False,"4144,4146"
16,399,2,2,False,"4143,4144"
16,400,4,4,False,"4096,4109,4131,4144"
16,401,4,4,False,"4096,4109,4135,4144"
16,402,4,4,False,"3842,3886,4144,4174"
16,403,6,6,False,"3842,3886,4096,4109,4144,4165"
16,404,6,6,False,"3842,3886,4096,4109,4144,4159"
16,405,6,6,False,"3842,3886,4096,4109,4144,4164"
16,406,6,6,False,"3507,3509,3842,3886,4144,4172"
16,407,4,4,False,"3842,3886,4144,4173"
16,408,8,8,False,"3507,3509,3842,3886,4096,4109,4144,4163"
16,409,6,6,False,"3842,3886,4096,4109,4144,4162"
16,410,6,6,False,"3842,3886,4096,4109,4144,4160"
16,411,6,6,False,"3842,3886,4096,4109,4144,4168"
16,412,8,8,False,"3076,3079,3509,3557,3842,3886,4144,4190"
16,413,8,8,False,"3509,3557,3842,3886,4096,4109,4144,4184"
16,414,8,8,False,"3509,3557,3842,3886,4096,4109,4144,4186"
16,415,10,10,False,"3076,3079,3509,3557,3842,3886,4096,4109,4144,4183"
16,416,8,8,False,"3076,3127,3509,3557,3842,3886,4144,4202"
16,417,10,10,False,"3076,3127,3509,3557,3842,3886,4096,4109,4144,4198"
16,418,10,10,False,"3076,3127,3509,3557,3842,3886,4096,4109,4144,4200"
16,419,10,10,False,"2566,2568,3076,3127,3509,3557,3842,3886,4144,4203"
16,420,12,12,False,"2566,2567,3076,3127,3509,3557,3842,3886,4096,4109,4144,4199"
16,421,10,10,False,"2566,2612,3076,3127,3509,3557,3842,3886,4144,4210"
16,422,14,14,False,"1994,1998,2566,2612,3076,3127,3509,3557,3842,3886,4096,4109,4144,4208"
16,423,12,12,False,"2566,2612,3076,3127,3509,3557,3842,3886,4096,4109,4144,4209"
16,424,14,14,False,"1459,1460,1998,2031,2566,2612,3076,3127,3509,3557,3842,3886,4144,4215"
16,425,14,14,False,"1998,2031,2566,2612,3076,3127,3509,3557,3842,3886,4096,4109,4144,4214"
16,426,4,4,False,"670,690,4588,4590"
16,427,4,4,False,"6,7,690,692"
16,428,2,2,False,"4277,4279"
16,429,2,2,False,"690,702"
16,430,2,2,False,"4279,4280"
16,431,4,4,False,"675,690,4588,4590"
16,432,2,2,False,"690,696"
16,433,2,2,False,"4279,4283"
16,434,4,4,False,"6,7,690,697"
16,435,2,2,False,"4279,4282"
16,436,4,4,False,"6,7,690,695"
16,437,2,2,False,"4276,4279"
16,438,2,2,False,"4300,4304"
16,439,2,2,False,"4299,4300"
16,440,4,4,False,"4109,4110,4300,4303"
16,441,2,2,False,"4300,4302"
16,442,4,4,False,"4109,4144,4300,4321"
16,443,4,4,False,"4109,4144,4300,4319"
16,444,4,4,False,"4109,4144,4300,4320"
16,445,4,4,False,"4109,4144,4300,4324"
16,446,6,6,False,"3842,3886,4109,4144,4300,4334"
16,447,6,6,False,"3842,3886,4109,4144,4300,4337"
16,448,6,6,False,"3842,3886,4109,4144,4300,4335"
16,449,8,8,False,"3509,3557,3842,3886,4109,4144,4300,4344"
16,450,10,10,False,"3076,3079,3509,3557,3842,3886,4109,4144,4300,4346"
16,451,10,10,False,"3076,3079,3509,3557,3842,3886,4109,4144,4300,4345"
16,452,10,10,False,"3076,3127,3509,3557,3842,3886,4109,4144,4300,4351"
16,453,12,12,False,"2566,2568,3076,3127,3509,3557,3842,3886,4109,4144,4300,4352"
16,454,12,12,False,"2566,2612,3076,3127,3509,3557,3842,3886,4109,4144,4300,4355"
16,455,4,4,False,"401,419,4588,4590"
16,456,4,4,False,"6,7,416,419"
16,457,2,2,False,"4393,4396"
16,458,4,4,False,"399,419,4588,4590"
16,459,2,2,False,"4408,4411"
16,460,4,4,False,"4279,4300,4411,4425"
16,461,6,6,False,"4109,4110,4279,4300,4411,4426"
16,462,4,4,False,"4279,4300,4411,4423"
16,463,6,6,False,"4109,4144,4279,4300,4411,4436"
16,464,6,6,False,"4109,4144,4279,4300,4411,4434"
16,465,8,8,False,"3842,3886,4109,4144,4279,4300,4411,4444"
16,466,12,12,False,"3076,3079,3509,3557,3842,3886,4109,4144,4279,4300,4411,4449"
16,467,14,14,False,"2566,2568,3076,3127,3509,3557,3842,3886,4109,4144,4279,4300,4411,4452"
16,468,4,4,False,"236,246,4588,4590"
16,469,4,4,False,"6,7,245,246"
16,470,2,2,False,"4473,4474"
16,471,4,4,False,"237,246,4588,4590"
16,472,2,2,False,"242,246"
16,473,2,2,False,"4482,4483"
16,474,4,4,False,"4472,4474,4481,4483"
16,475,4,4,False,"4396,4411,4483,4492"
16,476,4,4,False,"4396,4411,4483,4491"
16,477,6,6,False,"4396,4411,4472,4474,4483,4489"
16,478,6,6,False,"4279,4300,4396,4411,4483,4500"
16,479,10,10,False,"4109,4110,4279,4300,4396,4411,4472,4474,4483,4498"
16,480,8,8,False,"4279,4300,4396,4411,4472,4474,4483,4497"
16,481,8,8,False,"4109,4144,4279,4300,4396,4411,4483,4506"
16,482,10,10,False,"4109,4144,4279,4300,4396,4411,4472,4474,4483,4504"
16,483,12,12,False,"3507,3509,3842,3886,4109,4144,4279,4300,4396,4411,4483,4511"
