truncation_rank,null_point,fit_energy_fraction,A6_participation_rank,WD6_scalar_energy_fraction,pair_diag_contrast_energy_fraction,pair_offdiag_chamber_energy_fraction,orthogonal_pair_chamber_energy_fraction,orthogonal_residual_not_pair_or_WD6,pair_chamber_share_of_WD6_breaking
1,011,0.36520266393792317,1.0000000000000004,4.165033163437276e-05,0.0037879701661791497,0.46954949665425555,0.4733374668204347,0.526620882847931,0.4733571823040592
2,011,0.2931672810763993,1.0552431334608354,0.1653965359869856,0.3184707435702643,0.5015625325381383,0.8200332761084026,0.014570187904611953,0.9825423826609176
3,011,0.28274101259371764,1.0159321357123707,0.16338961787984171,0.32909104467712974,0.5014945573388925,0.8305856020160223,0.006024780104136096,0.9927985831482657
4,011,0.286103109568407,1.0114030571920594,0.16383790243977547,0.3259375712230697,0.5011617918767551,0.8270993630998249,0.009062734460399513,0.9891615100865692
5,011,0.28390641839383074,1.0073087348242815,0.1648563683391055,0.3269011236855771,0.5004985854680389,0.827399709153616,0.007743922507278289,0.9907274363190944
6,011,0.28381040271478647,1.0072948788476606,0.16487230104383446,0.32687472922212346,0.5004983938342528,0.8273731230563762,0.007754575899789229,0.9907145028125856
8,011,0.2832333393806474,1.0067793389996857,0.16523012879981297,0.32777439294164556,0.5004115550290664,0.828185947970712,0.006583923229474986,0.9921128882861944
12,011,0.28252031468127864,1.006647098972297,0.16524346660184316,0.3278043803468026,0.5004072560253472,0.8282116363721498,0.006544897026006913,0.9921595138652418
16,011,0.2825132194610591,1.006592571792518,0.1652712806308007,0.32788024821142825,0.5004011635895814,0.8282814118010097,0.006447307568189564,0.9922761641973193
