operator_id,null_point,operator_kind,entry_chamber,entry_count,energy_fraction_in_C,mean,rms
R_full,001,raw,BS_core_2x2,4,0.9856286168866613,212940.92284587352,212940.92284587352
R_full,001,raw,V_row_to_BS,2,0.012888491987714742,-34436.46238000844,34436.462380008445
R_full,001,raw,BS_to_V_col,2,0.0014665515791418408,-11616.255304320126,11616.255304320126
R_full,001,raw,V_self,1,1.6339546482163518e-05,1734.0135005128045,1734.0135005128045
R_full,001,raw,B_S_cross_only,2,0.49281430844333063,212940.92284587352,212940.92284587352
R_full,001,raw,B_S_diag_only,2,0.49281430844333063,212940.92284587352,212940.92284587352
R_full,001,normalized,BS_core_2x2,4,0.981909309687385,5112.2809852767205,5112.2809852767205
R_full,001,normalized,V_row_to_BS,2,0.017347151958777462,-960.9662082843141,960.9662082843141
R_full,001,normalized,BS_to_V_col,2,0.000731047366503688,-197.27260673134435,197.27260673134435
R_full,001,normalized,V_self,1,1.249098733388027e-05,36.46761881953572,36.46761881953572
R_full,001,normalized,B_S_cross_only,2,0.4909546548436925,5112.2809852767205,5112.2809852767205
R_full,001,normalized,B_S_diag_only,2,0.4909546548436925,5112.2809852767205,5112.2809852767205
R_full,010,raw,BS_core_2x2,4,0.9920387190659693,228414.37560277732,228414.37560277732
R_full,010,raw,V_row_to_BS,2,0.007440060264401666,-27974.50087069615,27974.50087069615
R_full,010,raw,BS_to_V_col,2,0.0005120753226676376,-7339.070227058604,7339.070227058605
R_full,010,raw,V_self,1,9.145346961333394e-06,1387.0407196560766,1387.0407196560766
R_full,010,raw,B_S_cross_only,2,0.49601935953298465,228414.37560277735,228414.37560277732
R_full,010,raw,B_S_diag_only,2,0.49601935953298465,228414.37560277735,228414.37560277732
R_full,010,normalized,BS_core_2x2,4,0.9926928490884399,195230.70136821573,195230.70136821573
R_full,010,normalized,V_row_to_BS,2,0.006823618742632941,-22890.90918067318,22890.90918067318
R_full,010,normalized,BS_to_V_col,2,0.000478324132125036,-6060.616609491377,6060.616609491377
R_full,010,normalized,V_self,1,5.208036802145513e-06,894.3503590450973,894.3503590450973
R_full,010,normalized,B_S_cross_only,2,0.49634642454421996,195230.70136821573,195230.70136821573
R_full,010,normalized,B_S_diag_only,2,0.49634642454421996,195230.70136821573,195230.70136821573
R_full,011,raw,BS_core_2x2,4,0.9920387190659693,228414.37560277715,228414.37560277712
R_full,011,raw,V_row_to_BS,2,0.007440060264401635,-27974.500870696065,27974.50087069607
R_full,011,raw,BS_to_V_col,2,0.0005120753226676255,-7339.0702270585125,7339.0702270585125
R_full,011,raw,V_self,1,9.145346961333253e-06,1387.0407196560648,1387.0407196560648
R_full,011,raw,B_S_cross_only,2,0.49601935953298465,228414.37560277712,228414.37560277712
R_full,011,raw,B_S_diag_only,2,0.49601935953298465,228414.37560277712,228414.37560277712
R_full,011,normalized,BS_core_2x2,4,0.99269284908844,195230.70136821532,195230.70136821532
R_full,011,normalized,V_row_to_BS,2,0.00682361874263287,-22890.909180673007,22890.909180673007
R_full,011,normalized,BS_to_V_col,2,0.00047832413212504227,-6060.616609491402,6060.616609491402
R_full,011,normalized,V_self,1,5.208036802145528e-06,894.3503590450965,894.3503590450965
R_full,011,normalized,B_S_cross_only,2,0.49634642454422,195230.70136821532,195230.70136821532
R_full,011,normalized,B_S_diag_only,2,0.49634642454422,195230.70136821532,195230.70136821532
R_full,100,raw,BS_core_2x2,4,0.4107303967180891,90279.51650714182,90279.51650714183
