observable_id,observable_code,value
0,0,985
1,1,986
2,2,986
3,3,485605
4,4,1414965
5,5,955671625
6,6,2537360
7,7,8119976
8,8,1
9,9,64
10,10,1
11,11,1
12,12,485605
13,13,1969
14,14,1
15,15,1
16,16,1
17,17,1
18,18,1
19,19,1
