transition_id,source_trace_class_id,target_trace_class_id,source_baseline_alias_flag,target_target1_branch_flag,common_prefix_node_count,common_suffix_node_count,source_divergent_node_count,target_divergent_node_count,trace_node_edit_distance,trace_edge_edit_distance,trace_ambient_aligned_substitution_cost,symbol_word_min_edit_distance,closed_repair_word_edit_distance,atom_word_min_edit_distance,carrier_path_min_edit_distance,cell_edge_path_min_edit_distance,source_divergent_node_0_id,source_divergent_node_1_id,target_divergent_node_0_id,target_divergent_node_1_id,source_best_symbol_edit_candidate_id,target_best_symbol_edit_candidate_id
0,0,2,1,1,3,1,2,2,2,3,3,3,3,3,3,5,28,34,29,45,4,121
