shell,scale,iter,F,grad_norm,odometer_l1,z_std
12,1,1,-7.381950812492602,3.3719752098304743,1.1472818290391713,1.1441151665182259
12,1,2,-6.222061824017703,2.710752783511557,2.4514338694802214,1.1035959895286969
12,1,3,-5.322486013573898,2.241789305683956,3.8117031264193892,1.0638005448037902
12,1,5,-4.062585938119275,1.5657564589412545,6.426311843353579,0.9868860994017912
12,1,10,-2.35019026153389,0.9982011720816979,12.575924889769855,0.7997839879753832
12,1,20,-0.8725037156926023,0.47456464104326945,21.9418909695439,0.49140105925797634
12,1,50,-1.0481657913541365e-06,0.0012431520582664624,30.636207129888042,0.0003439908951722725
12,1,100,-2.6824580089021566e-16,1.186456809510453e-13,30.640207913716004,3.3256132839748546e-14
12,2,1,-14.14677228637575,3.5637354242535637,1.2419298138131625,2.026147924609281
12,2,2,-12.834025258891632,3.204831745890319,2.536260857626281,1.991242347207786
12,2,3,-11.66177392858425,2.972884090349772,3.8959337420517506,1.957251524223607
12,2,5,-9.579540404094015,2.655008886655415,6.626981323775562,1.894892732599125
12,2,10,-5.578485884275626,1.802474283676831,12.982768515039183,1.7863979843268933
12,2,20,-3.857787911691343,0.1673154445381293,19.482377520056282,1.7455235908575644
12,2,50,-3.747244166881165,0.04802838100708287,23.28827130764778,1.7798500000456534
12,2,100,-3.7205494474673593,0.023023115653588083,26.197586614880706,1.8426658565455711
12,4,1,-42.82844011011062,8.406344814611124,0.9421639999697247,3.472931969441139
12,4,2,-39.270509045137985,7.715959191529429,1.9990868625067775,3.4413160221676753
12,4,3,-35.915147974174516,7.502220038987743,3.1328735893920068,3.4097379449806904
12,4,5,-29.470012953568133,7.052398329672658,5.427957338591574,3.3517545044061428
12,4,10,-17.53478491180616,4.061822561290779,11.28309553179082,3.2304727327003318
12,4,20,-7.353800578852127,2.0371785553168276,23.39279490413285,3.057094412760342
12,4,50,-3.7170029683006227,0.04025904903895518,32.6500518663928,3.028890092783669
12,4,100,-3.7036534427287364,0.013551918792356722,33.91412871170128,3.0477961073241033
12,8,1,-75.15648076253515,10.461123489635758,0.8809797867778351,7.166368459453258
12,8,2,-70.60953888493096,9.403449471724668,1.755576115151137,7.145360168311848
12,8,3,-66.6706011655468,8.116446975001246,2.6983638943943165,7.123727382885419
12,8,5,-60.19731053342162,6.811762693771775,4.866586533399099,7.076390964194624
12,8,10,-46.90226008664895,5.931918899664491,11.058630806170902,6.9571085196945806
12,8,20,-26.774409430101798,3.043611251248935,23.427014847931055,6.764960633803627
12,8,50,-8.595948362509304,1.0398316662928269,50.34659294381115,6.372570732432546
12,8,100,-3.7160952322534584,0.030323128876985742,62.00356085197172,6.302865522793069
16,1,1,-9.703539305185753,4.998296317662336,1.0718654930673983,1.0962995866105987
16,1,2,-7.932987168137102,3.7208381148050367,2.395087745373028,1.0518971098923922
16,1,3,-6.618855174986906,3.0101959911053164,3.860413963720934,1.0062229157129985
16,1,5,-4.776306690881784,2.1122342369636264,6.825170945595079,0.9169632087778259
16,1,10,-2.2220591460823083,1.2534756600641281,13.808056794669028,0.7183275914673223
16,1,20,-0.696441930846825,0.3727644589934552,22.086655282754307,0.49045385044573914
16,1,50,-3.180402584385296e-07,0.0008365288540208456,27.68518540345425,0.0001551661028492065
16,1,100,-1.1729690610052028e-15,0.0,27.68667370442907,4.360054625568481e-16
16,2,1,-37.676453995679616,14.266065646297651,0.9147309928860902,1.994202799926666
16,2,2,-31.3108471843503,12.818872816870153,1.8265432815153881,1.9573567793170548
16,2,3,-25.91087700852505,10.339288287661033,2.7480419849158433,1.9227328023430887
16,2,5,-18.965473995819277,5.811532463758034,4.973905812502434,1.8505385196944173
16,2,10,-10.597156573285439,3.1017941425356064,12.494620288718245,1.6538234131855587
16,2,20,-3.77306977710479,0.7334997422718745,25.763194519248078,1.4504948886721059
16,2,50,-3.44578162411599,0.03914777277102366,30.174476436153853,1.4200915908747251
16,2,100,-3.425707164636017,0.02491930898724245,32.54040283445563,1.4415339283828401
16,4,1,-43.2585461135675,8.616448385358561,1.0901515719542854,3.0296339409064683
16,4,2,-39.69887302477375,7.375338876051846,2.296591860045501,2.992261217346027
16,4,3,-36.69047694167966,6.364749578729937,3.6104631585222373,2.952988711673401
16,4,5,-31.861677490810735,5.082550545603129,6.538765998740398,2.868927620852431
16,4,10,-22.86313083474262,3.9644686377320255,14.751538383772552,2.653262011077859
16,4,20,-10.46819385308524,2.4498781015799347,30.42206214762031,2.332203275036078
16,4,50,-3.427643469123865,0.05583675296697102,46.09932541173668,2.181846552649268
16,4,100,-3.403060578119785,0.018678135739407017,48.298549861346075,2.2240048785744717
16,8,1,-184.84154377382237,15.393163306504293,0.9127065753910321,7.597438903610849
16,8,2,-177.62762585634147,15.326427962429094,1.8252679409670012,7.563815883059861
16,8,3,-170.46837296067378,15.15219433384838,2.7375361832833947,7.53115959495056
16,8,5,-156.76164801496984,13.734395947079948,4.558639714342684,7.467815920712077
16,8,10,-134.0121363888033,8.281800821315645,10.380123287935488,7.272072092545496
16,8,20,-97.73364711669632,7.6344360059074825,24.35293766221709,6.868722815409765
16,8,50,-29.520375246426404,3.0395276603759402,69.35325797809246,5.958224891348484
16,8,100,-3.871777681309844,0.8557960958080595,112.11495584086751,5.2887197731574
