observable_id,observable_code,value
0,0,3
1,1,3
2,2,1
3,3,0
4,4,0
5,5,1
6,6,10
7,7,1
8,8,1
9,9,20
10,10,59
11,11,1
12,12,0
13,13,0
14,14,0
15,15,0
