slack_row_id,face_id,vertex_id,face_type_code,face_size,slack_x1e12,positive_flag,discriminant_equal_flag
54,0,59,0,5,1268075355060,1,0
55,1,0,0,5,350487408079,1,0
56,1,1,0,5,700974816159,1,0
57,1,2,0,5,700974816159,1,0
58,1,3,0,5,1268075355060,1,0
59,1,4,0,5,1268075355060,1,0
60,1,10,0,5,700974816159,1,0
61,1,11,0,5,350487408079,1,0
62,1,12,0,5,700974816159,1,0
63,1,13,0,5,1268075355060,1,0
64,1,14,0,5,1268075355060,1,0
65,1,15,0,5,700974816159,1,0
66,1,16,0,5,350487408079,1,0
67,1,17,0,5,700974816159,1,0
68,1,18,0,5,1268075355060,1,0
69,1,19,0,5,1268075355060,1,0
70,1,20,0,5,350487408079,1,0
71,1,21,0,5,700974816159,1,0
72,1,22,0,5,1268075355060,1,0
73,1,23,0,5,1268075355060,1,0
74,1,24,0,5,700974816159,1,0
75,1,25,0,5,1835175893962,1,0
76,1,26,0,5,2402276432863,1,0
77,1,27,0,5,1835175893962,1,0
78,1,28,0,5,2752763840942,1,0
79,1,29,0,5,2402276432863,1,0
80,1,30,0,5,1835175893962,1,0
81,1,31,0,5,1835175893962,1,0
82,1,32,0,5,2402276432863,1,0
83,1,33,0,5,2752763840942,1,0
84,1,34,0,5,2402276432863,1,0
85,1,35,0,5,350487408079,1,0
86,1,36,0,5,700974816159,1,0
87,1,37,0,5,700974816159,1,0
88,1,38,0,5,1268075355060,1,0
89,1,39,0,5,1268075355060,1,0
90,1,40,0,5,3103251249022,1,0
91,1,41,0,5,3103251249022,1,0
92,1,42,0,5,3103251249022,1,0
93,1,43,0,5,3103251249022,1,0
94,1,44,0,5,3103251249022,1,0
95,1,45,0,5,1835175893962,1,0
96,1,46,0,5,1835175893962,1,0
97,1,47,0,5,2402276432863,1,0
98,1,48,0,5,2752763840942,1,0
99,1,49,0,5,2402276432863,1,0
100,1,50,0,5,1835175893962,1,0
101,1,51,0,5,2402276432863,1,0
102,1,52,0,5,1835175893962,1,0
103,1,53,0,5,2752763840942,1,0
104,1,54,0,5,2402276432863,1,0
105,1,55,0,5,1835175893962,1,0
106,1,56,0,5,1835175893962,1,0
107,1,57,0,5,2752763840942,1,0
108,1,58,0,5,2402276432863,1,0
109,1,59,0,5,2402276432863,1,0
110,2,0,0,5,700974816159,1,0
111,2,1,0,5,350487408079,1,0
112,2,2,0,5,1268075355060,1,0
113,2,3,0,5,1268075355060,1,0
114,2,4,0,5,700974816159,1,0
115,2,5,0,5,700974816159,1,0
116,2,6,0,5,350487408079,1,0
117,2,7,0,5,1268075355060,1,0
118,2,8,0,5,1268075355060,1,0
119,2,9,0,5,700974816159,1,0
120,2,15,0,5,1835175893962,1,0
121,2,16,0,5,1835175893962,1,0
122,2,17,0,5,2402276432863,1,0
123,2,18,0,5,2752763840942,1,0
124,2,19,0,5,2402276432863,1,0
125,2,20,0,5,1835175893962,1,0
126,2,21,0,5,2402276432863,1,0
127,2,22,0,5,2402276432863,1,0
128,2,23,0,5,2752763840942,1,0
129,2,24,0,5,1835175893962,1,0
130,2,25,0,5,2402276432863,1,0
131,2,26,0,5,2752763840942,1,0
132,2,27,0,5,1835175893962,1,0
133,2,28,0,5,2402276432863,1,0
134,2,29,0,5,1835175893962,1,0
135,2,30,0,5,3103251249022,1,0
136,2,31,0,5,3103251249022,1,0
137,2,32,0,5,3103251249022,1,0
138,2,33,0,5,3103251249022,1,0
139,2,34,0,5,3103251249022,1,0
140,2,35,0,5,700974816159,1,0
141,2,36,0,5,350487408079,1,0
142,2,37,0,5,1268075355060,1,0
143,2,38,0,5,1268075355060,1,0
144,2,39,0,5,700974816159,1,0
145,2,40,0,5,2402276432863,1,0
146,2,41,0,5,2752763840942,1,0
147,2,42,0,5,2402276432863,1,0
148,2,43,0,5,1835175893962,1,0
149,2,44,0,5,1835175893962,1,0
150,2,45,0,5,1835175893962,1,0
151,2,46,0,5,2402276432863,1,0
152,2,47,0,5,2752763840942,1,0
153,2,48,0,5,2402276432863,1,0
154,2,49,0,5,1835175893962,1,0
155,2,50,0,5,350487408079,1,0
156,2,51,0,5,1268075355060,1,0
157,2,52,0,5,700974816159,1,0
158,2,53,0,5,1268075355060,1,0
159,2,54,0,5,700974816159,1,0
160,2,55,0,5,700974816159,1,0
161,2,56,0,5,350487408079,1,0
162,2,57,0,5,1268075355060,1,0
163,2,58,0,5,1268075355060,1,0
164,2,59,0,5,700974816159,1,0
165,3,0,0,5,700974816159,1,0
166,3,1,0,5,1268075355060,1,0
167,3,2,0,5,350487408079,1,0
168,3,3,0,5,700974816159,1,0
169,3,4,0,5,1268075355060,1,0
170,3,5,0,5,700974816159,1,0
171,3,6,0,5,1268075355060,1,0
172,3,7,0,5,350487408079,1,0
173,3,8,0,5,700974816159,1,0
174,3,9,0,5,1268075355060,1,0
175,3,10,0,5,1835175893962,1,0
176,3,11,0,5,1835175893962,1,0
177,3,12,0,5,2402276432863,1,0
178,3,13,0,5,2752763840942,1,0
179,3,14,0,5,2402276432863,1,0
180,3,20,0,5,700974816159,1,0
181,3,21,0,5,350487408079,1,0
182,3,22,0,5,1268075355060,1,0
183,3,23,0,5,700974816159,1,0
184,3,24,0,5,1268075355060,1,0
185,3,25,0,5,1835175893962,1,0
186,3,26,0,5,1835175893962,1,0
187,3,27,0,5,2402276432863,1,0
188,3,28,0,5,2402276432863,1,0
189,3,29,0,5,2752763840942,1,0
190,3,30,0,5,350487408079,1,0
191,3,31,0,5,700974816159,1,0
192,3,32,0,5,1268075355060,1,0
193,3,33,0,5,1268075355060,1,0
194,3,34,0,5,700974816159,1,0
195,3,35,0,5,1835175893962,1,0
196,3,36,0,5,2402276432863,1,0
197,3,37,0,5,1835175893962,1,0
198,3,38,0,5,2402276432863,1,0
199,3,39,0,5,2752763840942,1,0
200,3,40,0,5,2402276432863,1,0
201,3,41,0,5,1835175893962,1,0
202,3,42,0,5,1835175893962,1,0
203,3,43,0,5,2752763840942,1,0
204,3,44,0,5,2402276432863,1,0
205,3,45,0,5,700974816159,1,0
206,3,46,0,5,350487408079,1,0
207,3,47,0,5,700974816159,1,0
208,3,48,0,5,1268075355060,1,0
209,3,49,0,5,1268075355060,1,0
210,3,50,0,5,3103251249022,1,0
211,3,51,0,5,3103251249022,1,0
212,3,52,0,5,3103251249022,1,0
213,3,53,0,5,3103251249022,1,0
214,3,54,0,5,3103251249022,1,0
215,3,55,0,5,1835175893962,1,0
216,3,56,0,5,2402276432863,1,0
217,3,57,0,5,2402276432863,1,0
218,3,58,0,5,1835175893962,1,0
219,3,59,0,5,2752763840942,1,0
220,4,0,0,5,1835175893962,1,0
221,4,1,0,5,2402276432863,1,0
222,4,2,0,5,1835175893962,1,0
223,4,3,0,5,2402276432863,1,0
224,4,4,0,5,2752763840942,1,0
225,4,5,0,5,1268075355060,1,0
226,4,6,0,5,1268075355060,1,0
227,4,7,0,5,700974816159,1,0
228,4,8,0,5,350487408079,1,0
229,4,9,0,5,700974816159,1,0
230,4,10,0,5,2402276432863,1,0
231,4,11,0,5,1835175893962,1,0
232,4,12,0,5,1835175893962,1,0
233,4,13,0,5,2402276432863,1,0
234,4,14,0,5,2752763840942,1,0
235,4,15,0,5,1268075355060,1,0
236,4,16,0,5,700974816159,1,0
237,4,17,0,5,350487408079,1,0
238,4,18,0,5,700974816159,1,0
239,4,19,0,5,1268075355060,1,0
240,4,25,0,5,350487408079,1,0
241,4,26,0,5,700974816159,1,0
242,4,27,0,5,700974816159,1,0
243,4,28,0,5,1268075355060,1,0
244,4,29,0,5,1268075355060,1,0
245,4,30,0,5,700974816159,1,0
246,4,31,0,5,350487408079,1,0
247,4,32,0,5,700974816159,1,0
248,4,33,0,5,1268075355060,1,0
249,4,34,0,5,1268075355060,1,0
250,4,35,0,5,700974816159,1,0
251,4,36,0,5,1268075355060,1,0
252,4,37,0,5,350487408079,1,0
253,4,38,0,5,700974816159,1,0
254,4,39,0,5,1268075355060,1,0
255,4,40,0,5,1835175893962,1,0
256,4,41,0,5,1835175893962,1,0
257,4,42,0,5,2402276432863,1,0
258,4,43,0,5,2402276432863,1,0
259,4,44,0,5,2752763840942,1,0
260,4,45,0,5,2402276432863,1,0
261,4,46,0,5,1835175893962,1,0
262,4,47,0,5,1835175893962,1,0
263,4,48,0,5,2402276432863,1,0
264,4,49,0,5,2752763840942,1,0
265,4,50,0,5,2402276432863,1,0
266,4,51,0,5,1835175893962,1,0
267,4,52,0,5,1835175893962,1,0
268,4,53,0,5,2402276432863,1,0
269,4,54,0,5,2752763840942,1,0
270,4,55,0,5,3103251249022,1,0
271,4,56,0,5,3103251249022,1,0
272,4,57,0,5,3103251249022,1,0
273,4,58,0,5,3103251249022,1,0
274,4,59,0,5,3103251249022,1,0
275,5,0,0,5,3103251249022,1,0
276,5,1,0,5,3103251249022,1,0
277,5,2,0,5,3103251249022,1,0
278,5,3,0,5,3103251249022,1,0
279,5,4,0,5,3103251249022,1,0
280,5,5,0,5,2752763840942,1,0
281,5,6,0,5,2402276432863,1,0
282,5,7,0,5,2402276432863,1,0
283,5,8,0,5,1835175893962,1,0
284,5,9,0,5,1835175893962,1,0
285,5,10,0,5,2752763840942,1,0
286,5,11,0,5,2402276432863,1,0
287,5,12,0,5,1835175893962,1,0
288,5,13,0,5,1835175893962,1,0
289,5,14,0,5,2402276432863,1,0
290,5,15,0,5,2752763840942,1,0
291,5,16,0,5,2402276432863,1,0
292,5,17,0,5,1835175893962,1,0
293,5,18,0,5,1835175893962,1,0
294,5,19,0,5,2402276432863,1,0
295,5,20,0,5,1268075355060,1,0
296,5,21,0,5,1268075355060,1,0
297,5,22,0,5,350487408079,1,0
298,5,23,0,5,700974816159,1,0
299,5,24,0,5,700974816159,1,0
300,5,30,0,5,1268075355060,1,0
301,5,31,0,5,700974816159,1,0
302,5,32,0,5,350487408079,1,0
303,5,33,0,5,700974816159,1,0
304,5,34,0,5,1268075355060,1,0
305,5,35,0,5,1268075355060,1,0
306,5,36,0,5,1268075355060,1,0
307,5,37,0,5,700974816159,1,0
308,5,38,0,5,350487408079,1,0
309,5,39,0,5,700974816159,1,0
310,5,40,0,5,350487408079,1,0
311,5,41,0,5,700974816159,1,0
312,5,42,0,5,1268075355060,1,0
313,5,43,0,5,700974816159,1,0
314,5,44,0,5,1268075355060,1,0
315,5,45,0,5,2752763840942,1,0
316,5,46,0,5,2402276432863,1,0
317,5,47,0,5,1835175893962,1,0
318,5,48,0,5,1835175893962,1,0
319,5,49,0,5,2402276432863,1,0
320,5,50,0,5,1268075355060,1,0
321,5,51,0,5,350487408079,1,0
322,5,52,0,5,700974816159,1,0
323,5,53,0,5,700974816159,1,0
324,5,54,0,5,1268075355060,1,0
325,5,55,0,5,2752763840942,1,0
326,5,56,0,5,2402276432863,1,0
327,5,57,0,5,1835175893962,1,0
328,5,58,0,5,2402276432863,1,0
329,5,59,0,5,1835175893962,1,0
330,6,0,0,5,2402276432863,1,0
331,6,1,0,5,2752763840942,1,0
332,6,2,0,5,1835175893962,1,0
333,6,3,0,5,1835175893962,1,0
334,6,4,0,5,2402276432863,1,0
335,6,5,0,5,2402276432863,1,0
336,6,6,0,5,2752763840942,1,0
337,6,7,0,5,1835175893962,1,0
338,6,8,0,5,1835175893962,1,0
339,6,9,0,5,2402276432863,1,0
340,6,10,0,5,3103251249022,1,0
341,6,11,0,5,3103251249022,1,0
342,6,12,0,5,3103251249022,1,0
343,6,13,0,5,3103251249022,1,0
344,6,14,0,5,3103251249022,1,0
345,6,15,0,5,1268075355060,1,0
346,6,16,0,5,1268075355060,1,0
347,6,17,0,5,700974816159,1,0
348,6,18,0,5,350487408079,1,0
349,6,19,0,5,700974816159,1,0
350,6,20,0,5,1268075355060,1,0
351,6,21,0,5,700974816159,1,0
352,6,22,0,5,700974816159,1,0
353,6,23,0,5,350487408079,1,0
354,6,24,0,5,1268075355060,1,0
355,6,25,0,5,700974816159,1,0
356,6,26,0,5,350487408079,1,0
357,6,27,0,5,1268075355060,1,0
358,6,28,0,5,700974816159,1,0
359,6,29,0,5,1268075355060,1,0
360,6,35,0,5,2402276432863,1,0
361,6,36,0,5,2752763840942,1,0
362,6,37,0,5,1835175893962,1,0
363,6,38,0,5,1835175893962,1,0
364,6,39,0,5,2402276432863,1,0
365,6,40,0,5,700974816159,1,0
366,6,41,0,5,350487408079,1,0
367,6,42,0,5,700974816159,1,0
368,6,43,0,5,1268075355060,1,0
369,6,44,0,5,1268075355060,1,0
370,6,45,0,5,1268075355060,1,0
371,6,46,0,5,700974816159,1,0
372,6,47,0,5,350487408079,1,0
373,6,48,0,5,700974816159,1,0
374,6,49,0,5,1268075355060,1,0
375,6,50,0,5,2752763840942,1,0
376,6,51,0,5,1835175893962,1,0
377,6,52,0,5,2402276432863,1,0
378,6,53,0,5,1835175893962,1,0
379,6,54,0,5,2402276432863,1,0
380,6,55,0,5,2402276432863,1,0
381,6,56,0,5,2752763840942,1,0
382,6,57,0,5,1835175893962,1,0
383,6,58,0,5,1835175893962,1,0
384,6,59,0,5,2402276432863,1,0
385,7,0,0,5,1835175893962,1,0
386,7,1,0,5,1835175893962,1,0
387,7,2,0,5,2402276432863,1,0
388,7,3,0,5,2752763840942,1,0
389,7,4,0,5,2402276432863,1,0
390,7,5,0,5,1268075355060,1,0
391,7,6,0,5,700974816159,1,0
392,7,7,0,5,1268075355060,1,0
393,7,8,0,5,700974816159,1,0
394,7,9,0,5,350487408079,1,0
395,7,10,0,5,1268075355060,1,0
396,7,11,0,5,700974816159,1,0
397,7,12,0,5,350487408079,1,0
398,7,13,0,5,700974816159,1,0
399,7,14,0,5,1268075355060,1,0
400,7,15,0,5,2402276432863,1,0
401,7,16,0,5,1835175893962,1,0
402,7,17,0,5,1835175893962,1,0
403,7,18,0,5,2402276432863,1,0
404,7,19,0,5,2752763840942,1,0
405,7,20,0,5,700974816159,1,0
406,7,21,0,5,1268075355060,1,0
407,7,22,0,5,700974816159,1,0
408,7,23,0,5,1268075355060,1,0
409,7,24,0,5,350487408079,1,0
410,7,25,0,5,700974816159,1,0
411,7,26,0,5,1268075355060,1,0
412,7,27,0,5,350487408079,1,0
413,7,28,0,5,1268075355060,1,0
414,7,29,0,5,700974816159,1,0
415,7,30,0,5,2402276432863,1,0
416,7,31,0,5,1835175893962,1,0
417,7,32,0,5,1835175893962,1,0
418,7,33,0,5,2402276432863,1,0
419,7,34,0,5,2752763840942,1,0
420,7,40,0,5,1835175893962,1,0
421,7,41,0,5,2402276432863,1,0
422,7,42,0,5,2752763840942,1,0
423,7,43,0,5,1835175893962,1,0
424,7,44,0,5,2402276432863,1,0
425,7,45,0,5,3103251249022,1,0
426,7,46,0,5,3103251249022,1,0
427,7,47,0,5,3103251249022,1,0
428,7,48,0,5,3103251249022,1,0
429,7,49,0,5,3103251249022,1,0
430,7,50,0,5,700974816159,1,0
431,7,51,0,5,700974816159,1,0
432,7,52,0,5,350487408079,1,0
433,7,53,0,5,1268075355060,1,0
434,7,54,0,5,1268075355060,1,0
435,7,55,0,5,2402276432863,1,0
436,7,56,0,5,1835175893962,1,0
437,7,57,0,5,2402276432863,1,0
438,7,58,0,5,2752763840942,1,0
439,7,59,0,5,1835175893962,1,0
440,8,0,0,5,2752763840942,1,0
441,8,1,0,5,2402276432863,1,0
442,8,2,0,5,2402276432863,1,0
443,8,3,0,5,1835175893962,1,0
444,8,4,0,5,1835175893962,1,0
445,8,5,0,5,3103251249022,1,0
446,8,6,0,5,3103251249022,1,0
447,8,7,0,5,3103251249022,1,0
448,8,8,0,5,3103251249022,1,0
449,8,9,0,5,3103251249022,1,0
450,8,10,0,5,2402276432863,1,0
451,8,11,0,5,2752763840942,1,0
452,8,12,0,5,2402276432863,1,0
453,8,13,0,5,1835175893962,1,0
454,8,14,0,5,1835175893962,1,0
455,8,15,0,5,2402276432863,1,0
456,8,16,0,5,2752763840942,1,0
457,8,17,0,5,2402276432863,1,0
458,8,18,0,5,1835175893962,1,0
459,8,19,0,5,1835175893962,1,0
460,8,20,0,5,2752763840942,1,0
461,8,21,0,5,2402276432863,1,0
462,8,22,0,5,1835175893962,1,0
463,8,23,0,5,1835175893962,1,0
464,8,24,0,5,2402276432863,1,0
465,8,25,0,5,1268075355060,1,0
466,8,26,0,5,700974816159,1,0
467,8,27,0,5,1268075355060,1,0
468,8,28,0,5,350487408079,1,0
469,8,29,0,5,700974816159,1,0
470,8,30,0,5,1268075355060,1,0
471,8,31,0,5,1268075355060,1,0
472,8,32,0,5,700974816159,1,0
473,8,33,0,5,350487408079,1,0
474,8,34,0,5,700974816159,1,0
475,8,35,0,5,2752763840942,1,0
476,8,36,0,5,2402276432863,1,0
477,8,37,0,5,2402276432863,1,0
478,8,38,0,5,1835175893962,1,0
479,8,39,0,5,1835175893962,1,0
480,8,45,0,5,1268075355060,1,0
481,8,46,0,5,1268075355060,1,0
482,8,47,0,5,700974816159,1,0
483,8,48,0,5,350487408079,1,0
484,8,49,0,5,700974816159,1,0
485,8,50,0,5,1268075355060,1,0
486,8,51,0,5,700974816159,1,0
487,8,52,0,5,1268075355060,1,0
488,8,53,0,5,350487408079,1,0
489,8,54,0,5,700974816159,1,0
490,8,55,0,5,1268075355060,1,0
491,8,56,0,5,1268075355060,1,0
492,8,57,0,5,350487408079,1,0
493,8,58,0,5,700974816159,1,0
494,8,59,0,5,700974816159,1,0
495,9,0,0,5,1268075355060,1,0
496,9,1,0,5,1268075355060,1,0
497,9,2,0,5,700974816159,1,0
498,9,3,0,5,350487408079,1,0
499,9,4,0,5,700974816159,1,0
500,9,5,0,5,1835175893962,1,0
501,9,6,0,5,2402276432863,1,0
502,9,7,0,5,1835175893962,1,0
503,9,8,0,5,2402276432863,1,0
504,9,9,0,5,2752763840942,1,0
505,9,10,0,5,1835175893962,1,0
506,9,11,0,5,2402276432863,1,0
507,9,12,0,5,2752763840942,1,0
508,9,13,0,5,2402276432863,1,0
509,9,14,0,5,1835175893962,1,0
510,9,15,0,5,700974816159,1,0
511,9,16,0,5,1268075355060,1,0
512,9,17,0,5,1268075355060,1,0
513,9,18,0,5,700974816159,1,0
514,9,19,0,5,350487408079,1,0
515,9,20,0,5,2402276432863,1,0
516,9,21,0,5,1835175893962,1,0
517,9,22,0,5,2402276432863,1,0
518,9,23,0,5,1835175893962,1,0
519,9,24,0,5,2752763840942,1,0
520,9,25,0,5,2402276432863,1,0
521,9,26,0,5,1835175893962,1,0
522,9,27,0,5,2752763840942,1,0
523,9,28,0,5,1835175893962,1,0
524,9,29,0,5,2402276432863,1,0
525,9,30,0,5,700974816159,1,0
526,9,31,0,5,1268075355060,1,0
527,9,32,0,5,1268075355060,1,0
528,9,33,0,5,700974816159,1,0
529,9,34,0,5,350487408079,1,0
530,9,35,0,5,3103251249022,1,0
531,9,36,0,5,3103251249022,1,0
532,9,37,0,5,3103251249022,1,0
533,9,38,0,5,3103251249022,1,0
534,9,39,0,5,3103251249022,1,0
535,9,40,0,5,1268075355060,1,0
536,9,41,0,5,700974816159,1,0
537,9,42,0,5,350487408079,1,0
538,9,43,0,5,1268075355060,1,0
539,9,44,0,5,700974816159,1,0
540,9,50,0,5,2402276432863,1,0
541,9,51,0,5,2402276432863,1,0
542,9,52,0,5,2752763840942,1,0
543,9,53,0,5,1835175893962,1,0
544,9,54,0,5,1835175893962,1,0
545,9,55,0,5,700974816159,1,0
546,9,56,0,5,1268075355060,1,0
547,9,57,0,5,700974816159,1,0
548,9,58,0,5,350487408079,1,0
549,9,59,0,5,1268075355060,1,0
550,10,0,0,5,2402276432863,1,0
551,10,1,0,5,1835175893962,1,0
552,10,2,0,5,2752763840942,1,0
553,10,3,0,5,2402276432863,1,0
554,10,4,0,5,1835175893962,1,0
555,10,5,0,5,2402276432863,1,0
556,10,6,0,5,1835175893962,1,0
557,10,7,0,5,2752763840942,1,0
558,10,8,0,5,2402276432863,1,0
559,10,9,0,5,1835175893962,1,0
560,10,10,0,5,1268075355060,1,0
561,10,11,0,5,1268075355060,1,0
562,10,12,0,5,700974816159,1,0
563,10,13,0,5,350487408079,1,0
564,10,14,0,5,700974816159,1,0
565,10,15,0,5,3103251249022,1,0
566,10,16,0,5,3103251249022,1,0
567,10,17,0,5,3103251249022,1,0
568,10,18,0,5,3103251249022,1,0
569,10,19,0,5,3103251249022,1,0
570,10,20,0,5,2402276432863,1,0
571,10,21,0,5,2752763840942,1,0
572,10,22,0,5,1835175893962,1,0
573,10,23,0,5,2402276432863,1,0
574,10,24,0,5,1835175893962,1,0
575,10,25,0,5,1268075355060,1,0
576,10,26,0,5,1268075355060,1,0
577,10,27,0,5,700974816159,1,0
578,10,28,0,5,700974816159,1,0
579,10,29,0,5,350487408079,1,0
580,10,30,0,5,2752763840942,1,0
581,10,31,0,5,2402276432863,1,0
582,10,32,0,5,1835175893962,1,0
583,10,33,0,5,1835175893962,1,0
584,10,34,0,5,2402276432863,1,0
585,10,35,0,5,1268075355060,1,0
586,10,36,0,5,700974816159,1,0
587,10,37,0,5,1268075355060,1,0
588,10,38,0,5,700974816159,1,0
589,10,39,0,5,350487408079,1,0
590,10,40,0,5,700974816159,1,0
591,10,41,0,5,1268075355060,1,0
592,10,42,0,5,1268075355060,1,0
593,10,43,0,5,350487408079,1,0
594,10,44,0,5,700974816159,1,0
595,10,45,0,5,2402276432863,1,0
596,10,46,0,5,2752763840942,1,0
597,10,47,0,5,2402276432863,1,0
598,10,48,0,5,1835175893962,1,0
599,10,49,0,5,1835175893962,1,0
600,10,55,0,5,1268075355060,1,0
601,10,56,0,5,700974816159,1,0
602,10,57,0,5,700974816159,1,0
603,10,58,0,5,1268075355060,1,0
604,10,59,0,5,350487408079,1,0
605,11,0,0,5,1268075355060,1,0
606,11,1,0,5,700974816159,1,0
607,11,2,0,5,1268075355060,1,0
608,11,3,0,5,700974816159,1,0
609,11,4,0,5,350487408079,1,0
610,11,5,0,5,1835175893962,1,0
611,11,6,0,5,1835175893962,1,0
612,11,7,0,5,2402276432863,1,0
613,11,8,0,5,2752763840942,1,0
614,11,9,0,5,2402276432863,1,0
615,11,10,0,5,700974816159,1,0
616,11,11,0,5,1268075355060,1,0
617,11,12,0,5,1268075355060,1,0
618,11,13,0,5,700974816159,1,0
619,11,14,0,5,350487408079,1,0
620,11,15,0,5,1835175893962,1,0
621,11,16,0,5,2402276432863,1,0
622,11,17,0,5,2752763840942,1,0
623,11,18,0,5,2402276432863,1,0
624,11,19,0,5,1835175893962,1,0
625,11,20,0,5,3103251249022,1,0
626,11,21,0,5,3103251249022,1,0
627,11,22,0,5,3103251249022,1,0
628,11,23,0,5,3103251249022,1,0
629,11,24,0,5,3103251249022,1,0
630,11,25,0,5,2752763840942,1,0
631,11,26,0,5,2402276432863,1,0
632,11,27,0,5,2402276432863,1,0
633,11,28,0,5,1835175893962,1,0
634,11,29,0,5,1835175893962,1,0
635,11,30,0,5,2402276432863,1,0
636,11,31,0,5,2752763840942,1,0
637,11,32,0,5,2402276432863,1,0
638,11,33,0,5,1835175893962,1,0
639,11,34,0,5,1835175893962,1,0
640,11,35,0,5,2402276432863,1,0
641,11,36,0,5,1835175893962,1,0
642,11,37,0,5,2752763840942,1,0
643,11,38,0,5,2402276432863,1,0
644,11,39,0,5,1835175893962,1,0
645,11,40,0,5,1268075355060,1,0
646,11,41,0,5,1268075355060,1,0
647,11,42,0,5,700974816159,1,0
648,11,43,0,5,700974816159,1,0
649,11,44,0,5,350487408079,1,0
650,11,45,0,5,700974816159,1,0
651,11,46,0,5,1268075355060,1,0
652,11,47,0,5,1268075355060,1,0
653,11,48,0,5,700974816159,1,0
654,11,49,0,5,350487408079,1,0
655,11,50,0,5,700974816159,1,0
656,11,51,0,5,1268075355060,1,0
657,11,52,0,5,1268075355060,1,0
658,11,53,0,5,700974816159,1,0
659,11,54,0,5,350487408079,1,0
660,12,2,1,6,384900179460,1,0
661,12,3,1,6,622781572642,1,0
662,12,4,1,6,384900179460,1,0
663,12,7,1,6,384900179460,1,0
664,12,8,1,6,622781572642,1,0
665,12,9,1,6,384900179460,1,0
666,12,12,1,6,384900179460,1,0
667,12,13,1,6,622781572642,1,0
668,12,14,1,6,384900179460,1,0
669,12,15,1,6,769800358920,1,0
670,12,16,1,6,769800358920,1,0
671,12,17,1,6,1392581931561,1,0
672,12,18,1,6,1777482111021,1,0
673,12,19,1,6,1392581931561,1,0
674,12,20,1,6,1245563145284,1,0
675,12,21,1,6,1630463324743,1,0
676,12,22,1,6,2253244897385,1,0
677,12,23,1,6,2253244897385,1,0
678,12,24,1,6,1630463324743,1,0
679,12,25,1,6,2638145076845,1,0
680,12,26,1,6,3023045256305,1,0
681,12,27,1,6,2400263683663,1,0
682,12,28,1,6,3023045256305,1,0
683,12,29,1,6,2638145076845,1,0
684,12,30,1,6,2400263683663,1,0
685,12,31,1,6,2638145076845,1,0
686,12,32,1,6,3023045256305,1,0
687,12,33,1,6,3023045256305,1,0
688,12,34,1,6,2638145076845,1,0
689,12,35,1,6,769800358920,1,0
690,12,36,1,6,769800358920,1,0
691,12,37,1,6,1392581931561,1,0
692,12,38,1,6,1777482111021,1,0
693,12,39,1,6,1392581931561,1,0
694,12,40,1,6,3023045256305,1,0
695,12,41,1,6,3023045256305,1,0
696,12,42,1,6,2638145076845,1,0
697,12,43,1,6,2638145076845,1,0
698,12,44,1,6,2400263683663,1,0
699,12,45,1,6,1245563145284,1,0
700,12,46,1,6,1630463324743,1,0
701,12,47,1,6,2253244897385,1,0
702,12,48,1,6,2253244897385,1,0
703,12,49,1,6,1630463324743,1,0
