observable_id,observable_code,value,scale_code
0,0,60,0
1,1,32,0
2,2,12,0
3,3,20,0
4,4,1740,0
5,5,1740,0
6,6,0,0
7,7,350487408079,0
8,8,3103251249022,0
9,9,1,0
10,10,0,0
11,11,1,0
12,12,0,0
13,13,0,0
14,14,1,0
15,15,0,0
