observable_id,observable_code,value_x1e12,aux_id
0,0,2,-1
1,1,1,-1
2,2,1,-1
3,3,1,-1
4,4,1,-1
5,5,0,-1
6,6,1,-1
7,7,0,-1
8,8,8,-1
9,9,0,-1
10,10,0,-1
11,11,1,-1
12,12,3,-1
13,13,20,-1
