row,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10
0,1,0,0,0,1,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0
2,0,0,1,0,0,0,0,0,0,1,0
3,0,0,0,0,0,0,0,0,0,0,0
4,1,0,0,0,1,0,0,0,0,0,0
5,0,0,0,0,0,1,1,0,0,0,0
6,0,0,0,0,0,1,1,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0
9,0,0,1,0,0,0,0,0,0,1,0
10,0,0,0,1,0,0,0,0,0,0,0
