pair_id,p5_a,p5_b,f4_a,f4_b,face_a,face_b,mask_a,mask_b,same_face_flag,same_mask_flag,joint_p0_support,joint_p1_support,joint_p2_support,joint_p3_support,joint_p4_support,joint_support_min,joint_support_max,joint_support_spread,below_single_floor_flag,support_equal_flag,joint_mult_value,eta6_preserved_flag
5159,42,57,21,28,12,22,30,45,0,0,399521024,562876416,344826368,534603776,441491456,344826368,562876416,218050048,0,0,2388787200,1
5160,42,58,21,29,12,22,30,45,0,0,110517504,56078336,182629888,63837696,118024640,56078336,182629888,126551552,0,0,1242169344,1
5161,42,59,21,29,12,22,30,45,0,0,305974528,212041728,645394944,335945216,564065280,212041728,645394944,433353216,0,0,2388787200,1
5162,42,60,21,30,12,22,30,45,0,0,79637248,126239744,122026496,66491008,83742208,66491008,126239744,59748736,0,0,1157234688,1
5163,42,61,21,30,12,22,30,45,0,0,150791424,419917824,241816064,368866048,363017728,150791424,419917824,269126400,0,0,1836711936,1
5164,42,62,21,31,12,22,30,45,0,0,86308096,53987328,165115392,64284672,79312768,53987328,165115392,111128064,0,0,1157234688,1
5165,42,63,21,31,12,22,30,45,0,0,189312256,181067776,461081088,362106880,365395456,181067776,461081088,280013312,0,0,1836711936,1
5166,42,64,21,32,12,22,30,45,0,0,104978176,93065216,107358912,132009984,79771744,79771744,132009984,52238240,0,0,1157234688,1
5167,42,65,21,32,12,22,30,45,0,0,236307712,313278464,240811136,526671872,404482816,236307712,526671872,290364160,0,0,1836711936,1
5168,42,66,21,33,12,22,30,45,0,0,98368768,68227072,135616512,110851072,118024640,68227072,135616512,67389440,0,0,1157234688,1
5169,42,67,21,33,12,22,30,45,0,0,254332160,263684096,407724032,573616128,564065280,254332160,573616128,319283968,0,0,1836711936,1
5170,42,68,21,34,12,22,30,45,0,0,83198208,58220544,119337472,132243456,80491840,58220544,132243456,74022912,0,0,1157234688,1
5171,42,69,21,34,12,22,30,45,0,0,171498752,205078528,327778816,572669952,434293248,171498752,572669952,401171200,0,0,1836711936,1
5172,42,70,21,35,12,22,30,45,0,0,73661696,100888576,119339008,116724864,126651136,73661696,126651136,52989440,0,0,1157234688,1
5173,42,71,21,35,12,22,30,45,0,0,143428864,411926528,290087424,632313344,605588480,143428864,632313344,488884480,0,0,1836711936,1
5174,42,72,21,36,12,22,30,45,0,0,108516608,259495936,100800000,100838912,59264512,59264512,259495936,200231424,0,0,987365376,1
5175,42,73,21,36,12,22,30,45,0,0,210259200,717287424,205122048,514620416,287544832,205122048,717287424,512165376,0,0,1836711936,1
5176,42,74,21,37,12,22,30,45,0,0,100510976,40907776,204022272,47558656,80491840,40907776,204022272,163114496,0,0,987365376,1
5177,42,75,21,37,12,22,30,45,0,0,247368960,129208320,644448768,256000000,434293248,129208320,644448768,515240448,0,0,1836711936,1
5178,42,76,21,38,12,22,30,45,0,0,213709056,131162112,141009888,48260096,55081600,48260096,213709056,165448960,0,0,987365376,1
5179,42,77,21,38,12,22,30,45,0,0,509410560,352923648,409468544,278155264,269975808,269975808,509410560,239434752,0,0,1836711936,1
5180,42,78,21,39,12,22,30,45,0,0,202970368,104398336,201724672,40679424,70535680,40679424,202970368,162290944,0,0,987365376,1
5181,42,79,21,39,12,22,30,45,0,0,605166848,357230592,606382592,273047552,441491456,273047552,606382592,333335040,0,0,1836711936,1
5182,42,80,21,40,12,22,30,45,0,0,96277760,44017664,136063488,93336576,79312768,44017664,136063488,92045824,0,0,987365376,1
5183,42,81,21,40,12,22,30,45,0,0,223358208,147021824,433885696,389302272,365395456,147021824,433885696,286863872,0,0,1836711936,1
5184,42,82,21,41,12,22,30,45,0,0,101146368,219939840,98742784,177879808,76079616,76079616,219939840,143860224,0,0,987365376,1
5185,42,83,21,41,12,22,30,45,0,0,231304448,781242368,220684800,733816832,414870016,220684800,781242368,560557568,0,0,1836711936,1
5186,42,84,21,42,12,22,30,45,0,0,173452544,171418624,120038912,69231072,55081600,55081600,173452544,118370944,0,0,1114767360,1
5187,42,85,21,42,12,22,30,45,0,0,395214080,467120128,349934080,337689728,269975808,269975808,467120128,197144320,0,0,1879179264,1
5188,42,86,21,43,12,22,30,45,0,0,135355648,62687744,203788800,35580096,79771744,35580096,203788800,168208704,0,0,1114767360,1
5189,42,87,21,43,12,22,30,45,0,0,355568896,194017280,598450688,169032320,404482816,169032320,598450688,429418368,0,0,1879179264,1
5190,42,88,21,44,12,22,30,45,0,0,301786368,66226176,172617728,29021184,59264512,29021184,301786368,272765184,0,0,1114767360,1
5191,42,89,21,44,12,22,30,45,0,0,759577856,167968768,586399232,133343232,287544832,133343232,759577856,626234624,0,0,1879179264,1
5192,42,90,21,45,12,22,30,45,0,0,209131008,108442496,214105600,35533824,77266688,35533824,214105600,178571776,0,0,1114767360,1
5193,42,91,21,45,12,22,30,45,0,0,616617984,363698304,601559040,192307200,438502912,192307200,616617984,424310784,0,0,1879179264,1
5194,42,92,21,46,12,22,30,45,0,0,168530176,37346816,138269824,50247680,83742208,37346816,168530176,131183360,0,0,1114767360,1
5195,42,93,21,46,12,22,30,45,0,0,462208256,108500992,440644864,170037248,363017728,108500992,462208256,353707264,0,0,1879179264,1
5196,42,94,21,47,12,22,30,45,0,0,162364672,151429440,110651904,130282880,75217408,75217408,162364672,87147264,0,0,1114767360,1
5197,42,95,21,47,12,22,30,45,0,0,448114432,518669760,297165312,475362816,384051712,297165312,518669760,221504448,0,0,1879179264,1
5198,42,96,21,48,12,26,30,51,0,0,167796672,120139968,140884224,36513024,53172736,36513024,167796672,131283648,0,0,1081737216,1
5199,42,97,21,48,12,26,30,51,0,0,566727232,500549696,546299648,417372608,490041856,417372608,566727232,149354624,0,0,2289696768,1
5200,42,98,21,49,12,26,30,51,0,0,127083584,59964352,167858176,24515072,58339840,24515072,167858176,143343104,0,0,1081737216,1
5201,42,99,21,49,12,26,30,51,0,0,519467200,314735680,737704704,304599808,580684800,304599808,737704704,433104896,0,0,2289696768,1
5202,42,100,21,50,12,26,30,51,0,0,129560032,178728128,102226560,98512896,57338368,57338368,178728128,121389760,0,0,1081737216,1
5203,42,101,21,50,12,26,30,51,0,0,395634272,762852416,372653056,692625664,634517248,372653056,762852416,390199360,0,0,2289696768,1
5204,42,102,21,51,12,26,30,51,0,0,94160608,38413728,169572480,39512064,82037248,38413728,169572480,131158752,0,0,1081737216,1
5205,42,103,21,51,12,26,30,51,0,0,352007152,210779104,915135872,416761984,795269376,210779104,915135872,704356768,0,0,2289696768,1
5206,42,104,21,52,12,26,30,51,0,0,87397824,87132800,92644608,98563584,57086464,57086464,98563584,41477120,0,0,1081737216,1
5207,42,105,21,52,12,26,30,51,0,0,264645664,492038400,291851136,684027904,615213568,264645664,684027904,419382240,0,0,2289696768,1
5208,42,106,21,53,12,26,30,51,0,0,81970976,38424256,113196416,64182528,71516672,38424256,113196416,74772160,0,0,1081737216,1
5209,42,107,21,53,12,26,30,51,0,0,261913632,211559120,523560640,558995456,654625280,211559120,654625280,443066160,0,0,2289696768,1
5210,42,108,21,54,12,26,30,51,0,0,106123552,89418368,115724544,78867200,72010240,72010240,115724544,43714304,0,0,1081737216,1
5211,42,109,21,54,12,26,30,51,0,0,427056576,567779200,489222144,710987584,673654784,427056576,710987584,283931008,0,0,2289696768,1
5212,42,110,21,55,12,26,30,51,0,0,80898304,39765824,123565824,41821440,72342016,39765824,123565824,83800000,0,0,1081737216,1
5213,42,111,21,55,12,26,30,51,0,0,320575360,289558400,574269696,459018752,666180096,289558400,666180096,376621696,0,0,2289696768,1
5214,42,112,21,56,12,26,30,51,0,0,90070192,92008928,114312448,63355648,70863360,63355648,114312448,50956800,0,0,1081737216,1
5215,42,113,21,56,12,26,30,51,0,0,314703136,584540352,411852032,642610688,711316992,314703136,711316992,396613856,0,0,2289696768,1
5216,42,114,21,57,12,26,30,51,0,0,80714688,39680544,135961344,41417600,71516672,39680544,135961344,96280800,0,0,1081737216,1
5217,42,115,21,57,12,26,30,51,0,0,253849552,219623200,630774272,451781824,654625280,219623200,654625280,435002080,0,0,2289696768,1
5218,42,116,21,58,12,26,30,51,0,0,72423264,53417984,103624704,79337088,81385984,53417984,103624704,50206720,0,0,1081737216,1
5219,42,117,21,58,12,26,30,51,0,0,238895744,421354624,376380672,776696320,852099584,238895744,852099584,613203840,0,0,2289696768,1
5220,42,118,21,59,12,26,30,51,0,0,80704160,51870176,111290880,97793664,82037248,51870176,111290880,59420704,0,0,1081737216,1
5221,42,119,21,59,12,26,30,51,0,0,253069536,309716720,488540800,843357056,795269376,253069536,843357056,590287520,0,0,2289696768,1
5222,42,120,21,60,12,26,30,51,0,0,139639680,139296128,102250752,94465024,57559552,57559552,139639680,82080128,0,0,930742272,1
5223,42,121,21,60,12,26,30,51,0,0,503631872,680328192,470542336,724920320,641427968,470542336,724920320,254377984,0,0,2289696768,1
5224,42,122,21,61,12,26,30,51,0,0,95708416,30132832,151115904,31845888,81385984,30132832,151115904,120983072,0,0,930742272,1
5225,42,123,21,61,12,26,30,51,0,0,463645056,196605312,848475136,304601856,852099584,196605312,852099584,655494272,0,0,2289696768,1
5226,42,124,21,62,12,26,30,51,0,0,143631872,97345024,139676672,29527296,52521472,29527296,143631872,114104576,0,0,930742272,1
5227,42,125,21,62,12,26,30,51,0,0,524712704,461284352,581667328,398275840,525564416,398275840,581667328,183391488,0,0,2289696768,1
5228,42,126,21,63,12,26,30,51,0,0,129423232,45107392,170342400,20865792,57086464,20865792,170342400,149476608,0,0,930742272,1
5229,42,127,21,63,12,26,30,51,0,0,534328832,222355232,755806720,220072320,615213568,220072320,755806720,535734400,0,0,2289696768,1
5230,42,128,21,64,12,26,30,51,0,0,82056256,38607872,113600256,51787008,72342016,38607872,113600256,74992384,0,0,930742272,1
5231,42,129,21,64,12,26,30,51,0,0,331848832,278284928,530797568,502490880,666180096,278284928,666180096,387895168,0,0,2289696768,1
5232,42,130,21,65,12,26,30,51,0,0,102254784,84793152,96293888,96079360,58339840,58339840,102254784,43914944,0,0,930742272,1
5233,42,131,21,65,12,26,30,51,0,0,357026112,477176768,376378624,665925888,580684800,357026112,665925888,308899776,0,0,2289696768,1
5234,42,132,21,66,12,26,30,51,0,0,139635456,101341440,101306112,67897856,52521472,52521472,139635456,87113984,0,0,1232732160,1
5235,42,133,21,66,12,26,30,51,0,0,503574784,482422272,470054656,509888512,525564416,470054656,525564416,55509760,0,0,2893676544,1
5236,42,134,21,67,12,26,30,51,0,0,134299360,47779760,135134464,42533632,70863360,42533632,135134464,92600832,0,0,1232732160,1
5237,42,135,21,67,12,26,30,51,0,0,626830784,272412704,714389504,340073216,711316992,272412704,714389504,441976800,0,0,2893676544,1
5238,42,136,21,68,12,26,30,51,0,0,181586560,97349248,166243840,30471936,57559552,30471936,181586560,151114624,0,0,1232732160,1
5239,42,137,21,68,12,26,30,51,0,0,722618624,461341440,796699136,398763520,641427968,398763520,796699136,397935616,0,0,2893676544,1
5240,42,138,21,69,12,26,30,51,0,0,221018560,87269600,170291712,30447744,57338368,30447744,221018560,190570816,0,0,1232732160,1
5241,42,139,21,69,12,26,30,51,0,0,805142848,353343840,764404480,300874240,634517248,300874240,805142848,504268608,0,0,2893676544,1
5242,42,140,21,70,12,26,30,51,0,0,131708800,63833120,150646016,43945728,72010240,43945728,150646016,106700288,0,0,1232732160,1
5243,42,141,21,70,12,26,30,51,0,0,610069632,384766144,782766400,417443328,673654784,384766144,782766400,398000256,0,0,2893676544,1
5244,42,142,21,71,12,26,30,51,0,0,162430400,125506240,108291840,69105408,53172736,53172736,162430400,109257664,0,0,1232732160,1
5245,42,143,21,71,12,26,30,51,0,0,542840128,524436800,489151424,474520832,490041856,474520832,542840128,68319296,0,0,2893676544,1
5246,43,44,21,22,12,12,30,30,1,1,139307264,42118144,243795328,62591232,162365440,42118144,243795328,201677184,0,0,1178468352,1
5247,43,45,21,22,12,12,30,30,1,1,170077952,70472704,305233408,98204672,283507712,70472704,305233408,234760704,0,0,1401421824,1
5248,43,46,21,23,12,12,30,30,1,1,142398464,59633024,249067008,93204480,165046272,59633024,249067008,189433984,0,0,1178468352,1
5249,43,47,21,23,12,12,30,30,1,1,170248704,103722752,305383936,188622336,236758016,103722752,305383936,201661184,0,0,1401421824,1
5250,43,48,21,24,12,22,30,45,0,0,260905536,133848064,344075136,66100224,171352064,66100224,344075136,277974912,0,0,1465122816,1
5251,43,49,21,24,12,22,30,45,0,0,628145856,419597824,689155072,252613632,480186368,252613632,689155072,436541440,0,0,2611740672,1
5252,43,50,21,25,12,22,30,45,0,0,329415936,72629760,391672064,54191104,172214272,54191104,391672064,337480960,0,0,1465122816,1
5253,43,51,21,25,12,22,30,45,0,0,890718464,202787840,947609088,176133120,511004672,176133120,947609088,771475968,0,0,2611740672,1
5254,43,52,21,26,12,22,30,45,0,0,217918592,180614400,249326080,169553920,173401344,169553920,249326080,79772160,0,0,1465122816,1
5255,43,53,21,26,12,22,30,45,0,0,473174400,588101376,406099456,557007360,534637568,406099456,588101376,182001920,0,0,2611740672,1
5256,43,54,21,27,12,22,30,45,0,0,210364672,45145088,330517120,74787328,222785792,45145088,330517120,285372032,0,0,1465122816,1
5257,43,55,21,27,12,22,30,45,0,0,521402624,114912256,846105600,245535744,701723136,114912256,846105600,731193344,0,0,2611740672,1
5258,43,56,21,28,12,22,30,45,0,0,213874432,174453760,254471680,157172992,166670336,157172992,254471680,97298688,0,0,1465122816,1
5259,43,57,21,28,12,22,30,45,0,0,466706688,576650240,486839808,561830912,537626112,466706688,576650240,109943552,0,0,2611740672,1
5260,43,58,21,29,12,22,30,45,0,0,177703168,69852160,324643328,91064832,214159296,69852160,324643328,254791168,0,0,1465122816,1
5261,43,59,21,29,12,22,30,45,0,0,373160192,225815552,787408384,363172352,660199936,225815552,787408384,561592832,0,0,2611740672,1
5262,43,60,21,30,12,22,30,45,0,0,146822912,140013568,264039936,93718144,179876864,93718144,264039936,170321792,0,0,1380188160,1
5263,43,61,21,30,12,22,30,45,0,0,217977088,433691648,383829504,396093184,459152384,217977088,459152384,241175296,0,0,2059665408,1
5264,43,62,21,31,12,22,30,45,0,0,153493760,67761152,307128832,91511808,175447424,67761152,307128832,239367680,0,0,1380188160,1
5265,43,63,21,31,12,22,30,45,0,0,256497920,194841600,603094528,389334016,461530112,194841600,603094528,408252928,0,0,2059665408,1
5266,43,64,21,32,12,22,30,45,0,0,172163840,106839040,249372352,159237120,175906400,106839040,249372352,142533312,0,0,1380188160,1
5267,43,65,21,32,12,22,30,45,0,0,303493376,327052288,382824576,553899008,500617472,303493376,553899008,250405632,0,0,2059665408,1
5268,43,66,21,33,12,22,30,45,0,0,165554432,82000896,277629952,138078208,214159296,82000896,277629952,195629056,0,0,1380188160,1
5269,43,67,21,33,12,22,30,45,0,0,321517824,277457920,549737472,600843264,660199936,277457920,660199936,382742016,0,0,2059665408,1
5270,43,68,21,34,12,22,30,45,0,0,150383872,71994368,261350912,159470592,176626496,71994368,261350912,189356544,0,0,1380188160,1
5271,43,69,21,34,12,22,30,45,0,0,238684416,218852352,469792256,599897088,530427904,218852352,599897088,381044736,0,0,2059665408,1
5272,43,70,21,35,12,22,30,45,0,0,140847360,114662400,261352448,143952000,222785792,114662400,261352448,146690048,0,0,1380188160,1
5273,43,71,21,35,12,22,30,45,0,0,210614528,425700352,432100864,659540480,701723136,210614528,701723136,491108608,0,0,2059665408,1
5274,43,72,21,36,12,22,30,45,0,0,175702272,273269760,242813440,128066048,155399168,128066048,273269760,145203712,0,0,1210318848,1
5275,43,73,21,36,12,22,30,45,0,0,277444864,731061248,347135488,541847552,383679488,277444864,731061248,453616384,0,0,2059665408,1
5276,43,74,21,37,12,22,30,45,0,0,167696640,54681600,346035712,74785792,176626496,54681600,346035712,291354112,0,0,1210318848,1
5277,43,75,21,37,12,22,30,45,0,0,314554624,142982144,786462208,283227136,530427904,142982144,786462208,643480064,0,0,2059665408,1
5278,43,76,21,38,12,22,30,45,0,0,280894720,144935936,283023328,75487232,151216256,75487232,283023328,207536096,0,0,1210318848,1
5279,43,77,21,38,12,22,30,45,0,0,576596224,366697472,551481984,305382400,366110464,305382400,576596224,271213824,0,0,2059665408,1
5280,43,78,21,39,12,22,30,45,0,0,270156032,118172160,343738112,67906560,166670336,67906560,343738112,275831552,0,0,1210318848,1
5281,43,79,21,39,12,22,30,45,0,0,672352512,371004416,748396032,300274688,537626112,300274688,748396032,448121344,0,0,2059665408,1
5282,43,80,21,40,12,22,30,45,0,0,163463424,57791488,278076928,120563712,175447424,57791488,278076928,220285440,0,0,1210318848,1
5283,43,81,21,40,12,22,30,45,0,0,290543872,160795648,575899136,416529408,461530112,160795648,575899136,415103488,0,0,2059665408,1
5284,43,82,21,41,12,22,30,45,0,0,168332032,233713664,240756224,205106944,172214272,168332032,240756224,72424192,0,0,1210318848,1
5285,43,83,21,41,12,22,30,45,0,0,298490112,795016192,362698240,761043968,511004672,298490112,795016192,496526080,0,0,2059665408,1
5286,43,84,21,42,12,22,30,45,0,0,240638208,185192448,262052352,96458208,151216256,96458208,262052352,165594144,0,0,1337720832,1
5287,43,85,21,42,12,22,30,45,0,0,462399744,480893952,491947520,364916864,366110464,364916864,491947520,127030656,0,0,2102132736,1
5288,43,86,21,43,12,22,30,45,0,0,202541312,76461568,345802240,62807232,175906400,62807232,345802240,282995008,0,0,1337720832,1
5289,43,87,21,43,12,22,30,45,0,0,422754560,207791104,740464128,196259456,500617472,196259456,740464128,544204672,0,0,2102132736,1
5290,43,88,21,44,12,22,30,45,0,0,368972032,80000000,314631168,56248320,155399168,56248320,368972032,312723712,0,0,1337720832,1
5291,43,89,21,44,12,22,30,45,0,0,826763520,181742592,728412672,160570368,383679488,160570368,826763520,666193152,0,0,2102132736,1
5292,43,90,21,45,12,22,30,45,0,0,276316672,122216320,356119040,62760960,173401344,62760960,356119040,293358080,0,0,1337720832,1
5293,43,91,21,45,12,22,30,45,0,0,683803648,377472128,743572480,219534336,534637568,219534336,743572480,524038144,0,0,2102132736,1
5294,43,92,21,46,12,22,30,45,0,0,235715840,51120640,280283264,77474816,179876864,51120640,280283264,229162624,0,0,1337720832,1
5295,43,93,21,46,12,22,30,45,0,0,529393920,122274816,582658304,197264384,459152384,122274816,582658304,460383488,0,0,2102132736,1
5296,43,94,21,47,12,22,30,45,0,0,229550336,165203264,252665344,157510016,171352064,157510016,252665344,95155328,0,0,1337720832,1
5297,43,95,21,47,12,22,30,45,0,0,515300096,532443584,439178752,502589952,480186368,439178752,532443584,93264832,0,0,2102132736,1
5298,43,96,21,48,12,26,30,51,0,0,234982336,133913792,282897664,63740160,149307392,63740160,282897664,219157504,0,0,1304690688,1
5299,43,97,21,48,12,26,30,51,0,0,633912896,514323520,688313088,444599744,586176512,444599744,688313088,243713344,0,0,2512650240,1
5300,43,98,21,49,12,26,30,51,0,0,194269248,73738176,309871616,51742208,154474496,51742208,309871616,258129408,0,0,1304690688,1
5301,43,99,21,49,12,26,30,51,0,0,586652864,328509504,879718144,331826944,676819456,328509504,879718144,551208640,0,0,2512650240,1
5302,43,100,21,50,12,26,30,51,0,0,196745696,192501952,244240000,125740032,153473024,125740032,244240000,118499968,0,0,1304690688,1
5303,43,101,21,50,12,26,30,51,0,0,462819936,776626240,514666496,719852800,730651904,462819936,776626240,313806304,0,0,2512650240,1
5304,43,102,21,51,12,26,30,51,0,0,161346272,52187552,311585920,66739200,178171904,52187552,311585920,259398368,0,0,1304690688,1
5305,43,103,21,51,12,26,30,51,0,0,419192816,224552928,1057149312,443989120,891404032,224552928,1057149312,832596384,0,0,2512650240,1
5306,43,104,21,52,12,26,30,51,0,0,154583488,100906624,234658048,125790720,153221120,100906624,234658048,133751424,0,0,1304690688,1
5307,43,105,21,52,12,26,30,51,0,0,331831328,505812224,433864576,711255040,711348224,331831328,711348224,379516896,0,0,2512650240,1
5308,43,106,21,53,12,26,30,51,0,0,149156640,52198080,255209856,91409664,167651328,52198080,255209856,203011776,0,0,1304690688,1
5309,43,107,21,53,12,26,30,51,0,0,329099296,225332944,665574080,586222592,750759936,225332944,750759936,525426992,0,0,2512650240,1
5310,43,108,21,54,12,26,30,51,0,0,173309216,103192192,257737984,106094336,168144896,103192192,257737984,154545792,0,0,1304690688,1
5311,43,109,21,54,12,26,30,51,0,0,494242240,581553024,631235584,738214720,769789440,494242240,769789440,275547200,0,0,2512650240,1
5312,43,110,21,55,12,26,30,51,0,0,148083968,53539648,265579264,69048576,168476672,53539648,265579264,212039616,0,0,1304690688,1
5313,43,111,21,55,12,26,30,51,0,0,387761024,303332224,716283136,486245888,762314752,303332224,762314752,458982528,0,0,2512650240,1
5314,43,112,21,56,12,26,30,51,0,0,157255856,105782752,256325888,90582784,166998016,90582784,256325888,165743104,0,0,1304690688,1
5315,43,113,21,56,12,26,30,51,0,0,381888800,598314176,553865472,669837824,807451648,381888800,807451648,425562848,0,0,2512650240,1
5316,43,114,21,57,12,26,30,51,0,0,147900352,53454368,277974784,68644736,167651328,53454368,277974784,224520416,0,0,1304690688,1
5317,43,115,21,57,12,26,30,51,0,0,321035216,233397024,772787712,479008960,750759936,233397024,772787712,539390688,0,0,2512650240,1
5318,43,116,21,58,12,26,30,51,0,0,139608928,67191808,245638144,106564224,177520640,67191808,245638144,178446336,0,0,1304690688,1
5319,43,117,21,58,12,26,30,51,0,0,306081408,435128448,518394112,803923456,948234240,306081408,948234240,642152832,0,0,2512650240,1
5320,43,118,21,59,12,26,30,51,0,0,147889824,65644000,253304320,125020800,178171904,65644000,253304320,187660320,0,0,1304690688,1
5321,43,119,21,59,12,26,30,51,0,0,320255200,323490544,630554240,870584192,891404032,320255200,891404032,571148832,0,0,2512650240,1
5322,43,120,21,60,12,26,30,51,0,0,206825344,153069952,244264192,121692160,153694208,121692160,244264192,122572032,0,0,1153695744,1
5323,43,121,21,60,12,26,30,51,0,0,570817536,694102016,612555776,752147456,737562624,570817536,752147456,181329920,0,0,2512650240,1
5324,43,122,21,61,12,26,30,51,0,0,162894080,43906656,293129344,59073024,177520640,43906656,293129344,249222688,0,0,1153695744,1
5325,43,123,21,61,12,26,30,51,0,0,530830720,210379136,990488576,331828992,948234240,210379136,990488576,780109440,0,0,2512650240,1
5326,43,124,21,62,12,26,30,51,0,0,210817536,111118848,281690112,56754432,148656128,56754432,281690112,224935680,0,0,1153695744,1
5327,43,125,21,62,12,26,30,51,0,0,591898368,475058176,723680768,425502976,621699072,425502976,723680768,298177792,0,0,2512650240,1
5328,43,126,21,63,12,26,30,51,0,0,196608896,58881216,312355840,48092928,153221120,48092928,312355840,264262912,0,0,1153695744,1
5329,43,127,21,63,12,26,30,51,0,0,601514496,236129056,897820160,247299456,711348224,236129056,897820160,661691104,0,0,2512650240,1
5330,43,128,21,64,12,26,30,51,0,0,149241920,52381696,255613696,79014144,168476672,52381696,255613696,203232000,0,0,1153695744,1
5331,43,129,21,64,12,26,30,51,0,0,399034496,292058752,672811008,529718016,762314752,292058752,762314752,470256000,0,0,2512650240,1
5332,43,130,21,65,12,26,30,51,0,0,169440448,98566976,238307328,123306496,154474496,98566976,238307328,139740352,0,0,1153695744,1
5333,43,131,21,65,12,26,30,51,0,0,424211776,490950592,518392064,693153024,676819456,424211776,693153024,268941248,0,0,2512650240,1
5334,43,132,21,66,12,26,30,51,0,0,206821120,115115264,243319552,95124992,148656128,95124992,243319552,148194560,0,0,1455685632,1
5335,43,133,21,66,12,26,30,51,0,0,570760448,496196096,612068096,537115648,621699072,496196096,621699072,125502976,0,0,3116630016,1
5336,43,134,21,67,12,26,30,51,0,0,201485024,61553584,277147904,69760768,166998016,61553584,277147904,215594320,0,0,1455685632,1
5337,43,135,21,67,12,26,30,51,0,0,694016448,286186528,856402944,367300352,807451648,286186528,856402944,570216416,0,0,3116630016,1
5338,43,136,21,68,12,26,30,51,0,0,248772224,111123072,308257280,57699072,153694208,57699072,308257280,250558208,0,0,1455685632,1
5339,43,137,21,68,12,26,30,51,0,0,789804288,475115264,938712576,425990656,737562624,425990656,938712576,512721920,0,0,3116630016,1
5340,43,138,21,69,12,26,30,51,0,0,288204224,101043424,312305152,57674880,153473024,57674880,312305152,254630272,0,0,1455685632,1
5341,43,139,21,69,12,26,30,51,0,0,872328512,367117664,906417920,328101376,730651904,328101376,906417920,578316544,0,0,3116630016,1
5342,43,140,21,70,12,26,30,51,0,0,198894464,77606944,292659456,71172864,168144896,71172864,292659456,221486592,0,0,1455685632,1
5343,43,141,21,70,12,26,30,51,0,0,677255296,398539968,924779840,444670464,769789440,398539968,924779840,526239872,0,0,3116630016,1
5344,43,142,21,71,12,26,30,51,0,0,229616064,139280064,250305280,96332544,149307392,96332544,250305280,153972736,0,0,1455685632,1
5345,43,143,21,71,12,26,30,51,0,0,610025792,538210624,631164864,501747968,586176512,501747968,631164864,129416896,0,0,3116630016,1
5346,44,45,22,22,12,12,30,30,1,1,68642304,63252480,98097024,82994432,178740224,63252480,178740224,115487744,0,0,1178468352,1
5347,44,46,22,23,12,12,30,30,1,1,40962816,52412800,41930624,77994240,60278784,40962816,77994240,37031424,0,0,955514880,1
5348,44,47,22,23,12,12,30,30,1,1,68813056,96502528,98247552,173412096,131990528,68813056,173412096,104599040,0,0,1178468352,1
5349,44,48,22,24,12,22,30,45,0,0,159469888,126627840,136938752,50889984,66584576,50889984,159469888,108579904,0,0,1242169344,1
5350,44,49,22,24,12,22,30,45,0,0,526710208,412377600,482018688,237403392,375418880,237403392,526710208,289306816,0,0,2388787200,1
5351,44,50,22,25,12,22,30,45,0,0,227980288,65409536,184535680,38980864,67446784,38980864,227980288,188999424,0,0,1242169344,1
5352,44,51,22,25,12,22,30,45,0,0,789282816,195567616,740472704,160922880,406237184,160922880,789282816,628359936,0,0,2388787200,1
5353,44,52,22,26,12,22,30,45,0,0,116482944,173394176,42189696,154343680,68633856,42189696,173394176,131204480,0,0,1242169344,1
5354,44,53,22,26,12,22,30,45,0,0,371738752,580881152,198963072,541797120,429870080,198963072,580881152,381918080,0,0,2388787200,1
5355,44,54,22,27,12,22,30,45,0,0,108929024,37924864,123380736,59577088,118018304,37924864,123380736,85455872,0,0,1242169344,1
5356,44,55,22,27,12,22,30,45,0,0,419966976,107692032,638969216,230325504,596955648,107692032,638969216,531277184,0,0,2388787200,1
5357,44,56,22,28,12,22,30,45,0,0,112438784,167233536,47335296,141962752,61902848,47335296,167233536,119898240,0,0,1242169344,1
5358,44,57,22,28,12,22,30,45,0,0,365271040,569430016,279703424,546620672,432858624,279703424,569430016,289726592,0,0,2388787200,1
5359,44,58,22,29,12,22,30,45,0,0,76267520,62631936,117506944,75854592,109391808,62631936,117506944,54875008,0,0,1242169344,1
5360,44,59,22,29,12,22,30,45,0,0,271724544,218595328,580272000,347962112,555432448,218595328,580272000,361676672,0,0,2388787200,1
5361,44,60,22,30,12,22,30,45,0,0,45387264,132793344,56903552,78507904,75109376,45387264,132793344,87406080,0,0,1157234688,1
5362,44,61,22,30,12,22,30,45,0,0,116541440,426471424,176693120,380882944,354384896,116541440,426471424,309929984,0,0,1836711936,1
5363,44,62,22,31,12,22,30,45,0,0,52058112,60540928,99992448,76301568,70679936,52058112,99992448,47934336,0,0,1157234688,1
5364,44,63,22,31,12,22,30,45,0,0,155062272,187621376,395958144,374123776,356762624,155062272,395958144,240895872,0,0,1836711936,1
5365,44,64,22,32,12,22,30,45,0,0,70728192,99618816,42235968,144026880,71138912,42235968,144026880,101790912,0,0,1157234688,1
5366,44,65,22,32,12,22,30,45,0,0,202057728,319832064,175688192,538688768,395849984,175688192,538688768,363000576,0,0,1836711936,1
5367,44,66,22,33,12,22,30,45,0,0,64118784,74780672,70493568,122867968,109391808,64118784,122867968,58749184,0,0,1157234688,1
