pair_id,p5_a,p5_b,f4_a,f4_b,face_a,face_b,mask_a,mask_b,same_face_flag,same_mask_flag,joint_p0_support,joint_p1_support,joint_p2_support,joint_p3_support,joint_p4_support,joint_support_min,joint_support_max,joint_support_spread,below_single_floor_flag,support_equal_flag,joint_mult_value,eta6_preserved_flag
2757,20,108,10,54,12,26,30,51,0,0,58324000,103388032,38862592,118403200,59099456,38862592,118403200,79540608,0,0,1056964608,1
2758,20,109,10,54,12,26,30,51,0,0,379257024,581748864,412360192,750523584,660744000,379257024,750523584,371266560,0,0,2264924160,1
2759,20,110,10,55,12,26,30,51,0,0,33098752,53735488,46703872,81357440,59431232,33098752,81357440,48258688,0,0,1056964608,1
2760,20,111,10,55,12,26,30,51,0,0,272775808,303528064,497407744,498554752,653269312,272775808,653269312,380493504,0,0,2264924160,1
2761,20,112,10,56,12,26,30,51,0,0,42270640,105978592,37450496,102891648,57952576,37450496,105978592,68528096,0,0,1056964608,1
2762,20,113,10,56,12,26,30,51,0,0,266903584,598510016,334990080,682146688,698406208,266903584,698406208,431502624,0,0,2264924160,1
2763,20,114,10,57,12,26,30,51,0,0,32915136,53650208,59099392,80953600,58605888,32915136,80953600,48038464,0,0,1056964608,1
2764,20,115,10,57,12,26,30,51,0,0,206050000,233592864,553912320,491317824,641714496,206050000,641714496,435664496,0,0,2264924160,1
2765,20,116,10,58,12,26,30,51,0,0,24623712,67387648,26762752,118873088,68475200,24623712,118873088,94249376,0,0,1056964608,1
2766,20,117,10,58,12,26,30,51,0,0,191096192,435324288,299518720,816232320,839188800,191096192,839188800,648092608,0,0,2264924160,1
2767,20,118,10,59,12,26,30,51,0,0,32904608,65839840,34428928,137329664,69126464,32904608,137329664,104425056,0,0,1056964608,1
2768,20,119,10,59,12,26,30,51,0,0,205269984,323686384,411678848,882893056,782358592,205269984,882893056,677623072,0,0,2264924160,1
2769,20,120,10,60,12,26,30,51,0,0,91840128,153265792,25388800,134001024,44648768,25388800,153265792,127876992,0,0,905969664,1
2770,20,121,10,60,12,26,30,51,0,0,455832320,694297856,393680384,764456320,628517184,393680384,764456320,370775936,0,0,2264924160,1
2771,20,122,10,61,12,26,30,51,0,0,47908864,44102496,74253952,71381888,68475200,44102496,74253952,30151456,0,0,905969664,1
2772,20,123,10,61,12,26,30,51,0,0,415845504,210574976,771613184,344137856,839188800,210574976,839188800,628613824,0,0,2264924160,1
2773,20,124,10,62,12,26,30,51,0,0,95832320,111314688,62814720,69063296,39610688,39610688,111314688,71704000,0,0,905969664,1
2774,20,125,10,62,12,26,30,51,0,0,476913152,475254016,504805376,437811840,512653632,437811840,512653632,74841792,0,0,2264924160,1
2775,20,126,10,63,12,26,30,51,0,0,81623680,59077056,93480448,60401792,44175680,44175680,93480448,49304768,0,0,905969664,1
2776,20,127,10,63,12,26,30,51,0,0,486529280,236324896,678944768,259608320,602302784,236324896,678944768,442619872,0,0,2264924160,1
2777,20,128,10,64,12,26,30,51,0,0,34256704,52577536,36738304,91323008,59431232,34256704,91323008,57066304,0,0,905969664,1
2778,20,129,10,64,12,26,30,51,0,0,284049280,292254592,453935616,542026880,653269312,284049280,653269312,369220032,0,0,2264924160,1
2779,20,130,10,65,12,26,30,51,0,0,54455232,98762816,19431936,135615360,45429056,19431936,135615360,116183424,0,0,905969664,1
2780,20,131,10,65,12,26,30,51,0,0,309226560,491146432,299516672,705461888,567774016,299516672,705461888,405945216,0,0,2264924160,1
2781,20,132,10,66,12,26,30,51,0,0,91835904,115311104,24444160,107433856,39610688,24444160,115311104,90866944,0,0,1207959552,1
2782,20,133,10,66,12,26,30,51,0,0,455775232,496391936,393192704,549424512,512653632,393192704,549424512,156231808,0,0,2868903936,1
2783,20,134,10,67,12,26,30,51,0,0,86499808,61749424,58272512,82069632,57952576,57952576,86499808,28547232,0,0,1207959552,1
2784,20,135,10,67,12,26,30,51,0,0,579031232,286382368,637527552,379609216,698406208,286382368,698406208,412023840,0,0,2868903936,1
2785,20,136,10,68,12,26,30,51,0,0,133787008,111318912,89381888,70007936,44648768,44648768,133787008,89138240,0,0,1207959552,1
2786,20,137,10,68,12,26,30,51,0,0,674819072,475311104,719837184,438299520,628517184,438299520,719837184,281537664,0,0,2868903936,1
2787,20,138,10,69,12,26,30,51,0,0,173219008,101239264,93429760,69983744,44427584,44427584,173219008,128791424,0,0,1207959552,1
2788,20,139,10,69,12,26,30,51,0,0,757343296,367313504,687542528,340410240,621606464,340410240,757343296,416933056,0,0,2868903936,1
2789,20,140,10,70,12,26,30,51,0,0,83909248,77802784,73784064,83481728,59099456,59099456,83909248,24809792,0,0,1207959552,1
2790,20,141,10,70,12,26,30,51,0,0,562270080,398735808,705904448,456979328,660744000,398735808,705904448,307168640,0,0,2868903936,1
2791,20,142,10,71,12,26,30,51,0,0,114630848,139475904,31429888,108641408,40261952,31429888,139475904,108046016,0,0,1207959552,1
2792,20,143,10,71,12,26,30,51,0,0,495040576,538406464,412289472,514056832,477131072,412289472,538406464,126116992,0,0,2868903936,1
2793,21,22,10,11,12,12,30,30,1,1,23285760,82353152,63851520,235204992,234653696,23285760,235204992,211919232,0,0,1585446912,1
2794,21,23,10,11,12,12,30,30,1,1,41005056,102516224,124409856,332816896,428197376,41005056,428197376,387192320,0,0,2264924160,1
2795,21,24,10,12,12,12,30,30,1,1,41563648,102171264,50661376,216308480,197068288,41563648,216308480,174744832,0,0,1472200704,1
2796,21,25,10,12,12,12,30,30,1,1,74907648,138339072,75526144,261058304,269294080,74907648,269294080,194386432,0,0,2038431744,1
2797,21,26,10,13,12,12,30,30,1,1,40155392,79005696,89857408,209111040,207126336,40155392,209111040,168955648,0,0,1472200704,1
2798,21,27,10,13,12,12,30,30,1,1,88909824,88909824,241168384,241168384,365210624,88909824,365210624,276300800,0,0,2038431744,1
2799,21,28,10,14,12,12,30,30,1,1,69203904,108633600,64642176,218290176,197341376,64642176,218290176,153648000,0,0,1472200704,1
2800,21,29,10,14,12,12,30,30,1,1,137468928,153053184,150542016,251496448,255149056,137468928,255149056,117680128,0,0,2038431744,1
2801,21,30,10,15,12,12,30,30,1,1,74606976,85978112,99357952,209723392,209158016,74606976,209723392,135116416,0,0,1472200704,1
2802,21,31,10,15,12,12,30,30,1,1,192629248,111405056,241271296,229720064,307538944,111405056,307538944,196133888,0,0,2038431744,1
2803,21,32,10,16,12,12,30,30,1,1,32049152,84241408,59132928,224355840,203501824,32049152,224355840,192306688,0,0,1472200704,1
2804,21,33,10,16,12,12,30,30,1,1,62900224,105068544,156594176,289016832,316867072,62900224,316867072,253966848,0,0,2038431744,1
2805,21,34,10,17,12,12,30,30,1,1,34104832,94271616,49397760,223476736,204738048,34104832,223476736,189371904,0,0,1472200704,1
2806,21,35,10,17,12,12,30,30,1,1,72501248,135297536,79757312,272863744,295859200,72501248,295859200,223357952,0,0,2038431744,1
2807,21,36,10,18,12,12,30,30,1,1,50304512,127532992,54417408,228514944,197341376,50304512,228514944,178210432,0,0,1610219520,1
2808,21,37,10,18,12,12,30,30,1,1,94724096,195798016,87623680,314414784,255149056,87623680,314414784,226791104,0,0,1833172992,1
2809,21,38,10,19,12,12,30,30,1,1,69713920,85121024,111578048,213397120,217939392,69713920,217939392,148225472,0,0,1610219520,1
2810,21,39,10,19,12,12,30,30,1,1,158152192,103811072,223347200,248589312,346820352,103811072,346820352,243009280,0,0,1833172992,1
2811,21,40,10,20,12,12,30,30,1,1,43842176,99892736,52435712,214534144,197068288,43842176,214534144,170691968,0,0,1610219520,1
2812,21,41,10,20,12,12,30,30,1,1,80009984,133236736,97185536,239398912,269294080,80009984,269294080,189284096,0,0,1833172992,1
2813,21,42,10,21,12,12,30,30,1,1,68476160,84514816,122100224,214194176,220037120,68476160,220037120,151560960,0,0,1610219520,1
2814,21,43,10,21,12,12,30,30,1,1,135661824,98288640,264113664,241421312,316171776,98288640,316171776,217883136,0,0,1833172992,1
2815,21,44,10,22,12,12,30,30,1,1,34226176,91068416,56977280,226211072,211404288,34226176,226211072,191984896,0,0,1610219520,1
2816,21,45,10,22,12,12,30,30,1,1,64996864,119422976,118415360,261824512,332546560,64996864,332546560,267549696,0,0,1833172992,1
2817,21,46,10,23,12,12,30,30,1,1,37317376,108583296,62248960,256824320,214085120,37317376,256824320,219506944,0,0,1610219520,1
2818,21,47,10,23,12,12,30,30,1,1,65167616,152673024,118565888,352242176,285796864,65167616,352242176,287074560,0,0,1833172992,1
2819,21,48,10,24,12,22,30,45,0,0,155824448,182798336,157257088,229720064,220390912,155824448,229720064,73895616,0,0,1896873984,1
2820,21,49,10,24,12,22,30,45,0,0,523064768,468548096,502337024,416233472,529225216,416233472,529225216,112991744,0,0,3043491840,1
2821,21,50,10,25,12,22,30,45,0,0,224334848,121580032,204854016,217810944,221253120,121580032,224334848,102754816,0,0,1896873984,1
2822,21,51,10,25,12,22,30,45,0,0,785637376,251738112,760791040,339752960,560043520,251738112,785637376,533899264,0,0,3043491840,1
2823,21,52,10,26,12,22,30,45,0,0,112837504,229564672,62508032,333173760,222440192,62508032,333173760,270665728,0,0,1896873984,1
2824,21,53,10,26,12,22,30,45,0,0,368093312,637051648,219281408,720627200,583676416,219281408,720627200,501345792,0,0,3043491840,1
2825,21,54,10,27,12,22,30,45,0,0,105283584,94095360,143699072,238407168,271824640,94095360,271824640,177729280,0,0,1896873984,1
2826,21,55,10,27,12,22,30,45,0,0,416321536,163862528,659287552,409155584,750761984,163862528,750761984,586899456,0,0,3043491840,1
2827,21,56,10,28,12,22,30,45,0,0,108793344,223404032,67653632,320792832,215709184,67653632,320792832,253139200,0,0,1896873984,1
2828,21,57,10,28,12,22,30,45,0,0,361625600,625600512,300021760,725450752,586664960,300021760,725450752,425428992,0,0,3043491840,1
2829,21,58,10,29,12,22,30,45,0,0,72622080,118802432,137825280,254684672,263198144,72622080,263198144,190576064,0,0,1896873984,1
2830,21,59,10,29,12,22,30,45,0,0,268079104,274765824,600590336,526792192,709238784,268079104,709238784,441159680,0,0,3043491840,1
2831,21,60,10,30,12,22,30,45,0,0,41741824,188963840,77221888,257337984,228915712,41741824,257337984,215596160,0,0,1811939328,1
2832,21,61,10,30,12,22,30,45,0,0,112896000,482641920,197011456,559713024,508191232,112896000,559713024,446817024,0,0,2491416576,1
2833,21,62,10,31,12,22,30,45,0,0,48412672,116711424,120310784,255131648,224486272,48412672,255131648,206718976,0,0,1811939328,1
2834,21,63,10,31,12,22,30,45,0,0,151416832,243791872,416276480,552953856,510568960,151416832,552953856,401537024,0,0,2491416576,1
2835,21,64,10,32,12,22,30,45,0,0,67082752,155789312,62554304,322856960,224945248,62554304,322856960,260302656,0,0,1811939328,1
2836,21,65,10,32,12,22,30,45,0,0,198412288,376002560,196006528,717518848,549656320,196006528,717518848,521512320,0,0,2491416576,1
2837,21,66,10,33,12,22,30,45,0,0,60473344,130951168,90811904,301698048,263198144,60473344,301698048,241224704,0,0,1811939328,1
2838,21,67,10,33,12,22,30,45,0,0,216436736,326408192,362919424,764463104,709238784,216436736,764463104,548026368,0,0,2491416576,1
2839,21,68,10,34,12,22,30,45,0,0,45302784,120944640,74532864,323090432,225665344,45302784,323090432,277787648,0,0,1811939328,1
2840,21,69,10,34,12,22,30,45,0,0,133603328,267802624,282974208,763516928,579466752,133603328,763516928,629913600,0,0,2491416576,1
2841,21,70,10,35,12,22,30,45,0,0,35766272,163612672,74534400,307571840,271824640,35766272,307571840,271805568,0,0,1811939328,1
2842,21,71,10,35,12,22,30,45,0,0,105533440,474650624,245282816,823160320,750761984,105533440,823160320,717626880,0,0,2491416576,1
2843,21,72,10,36,12,22,30,45,0,0,70621184,322220032,55995392,291685888,204438016,55995392,322220032,266224640,0,0,1642070016,1
2844,21,73,10,36,12,22,30,45,0,0,172363776,780011520,160317440,705467392,432718336,160317440,780011520,619694080,0,0,2491416576,1
2845,21,74,10,37,12,22,30,45,0,0,62615552,103631872,159217664,238405632,225665344,62615552,238405632,175790080,0,0,1642070016,1
2846,21,75,10,37,12,22,30,45,0,0,209473536,191932416,599644160,446846976,579466752,191932416,599644160,407711744,0,0,2491416576,1
2847,21,76,10,38,12,22,30,45,0,0,175813632,193886208,96205280,239107072,200255104,96205280,239107072,142901792,0,0,1642070016,1
2848,21,77,10,38,12,22,30,45,0,0,471515136,415647744,364663936,469002240,415149312,364663936,471515136,106851200,0,0,2491416576,1
2849,21,78,10,39,12,22,30,45,0,0,165074944,167122432,156920064,231526400,215709184,156920064,231526400,74606336,0,0,1642070016,1
2850,21,79,10,39,12,22,30,45,0,0,567271424,419954688,561577984,463894528,586664960,419954688,586664960,166710272,0,0,2491416576,1
2851,21,80,10,40,12,22,30,45,0,0,58382336,106741760,91258880,284183552,224486272,58382336,284183552,225801216,0,0,1642070016,1
2852,21,81,10,40,12,22,30,45,0,0,185462784,209745920,389081088,580149248,510568960,185462784,580149248,394686464,0,0,2491416576,1
2853,21,82,10,41,12,22,30,45,0,0,63250944,282663936,53938176,368726784,221253120,53938176,368726784,314788608,0,0,1642070016,1
2854,21,83,10,41,12,22,30,45,0,0,193409024,843966464,175880192,924663808,560043520,175880192,924663808,748783616,0,0,2491416576,1
2855,21,84,10,42,12,22,30,45,0,0,135557120,234142720,75234304,260078048,200255104,75234304,260078048,184843744,0,0,1769472000,1
2856,21,85,10,42,12,22,30,45,0,0,357318656,529844224,305129472,528536704,415149312,305129472,529844224,224714752,0,0,2533883904,1
2857,21,86,10,43,12,22,30,45,0,0,97460224,125411840,158984192,226427072,224945248,97460224,226427072,128966848,0,0,1769472000,1
2858,21,87,10,43,12,22,30,45,0,0,317673472,256741376,553646080,359879296,549656320,256741376,553646080,296904704,0,0,2533883904,1
2859,21,88,10,44,12,22,30,45,0,0,263890944,128950272,127813120,219868160,204438016,127813120,263890944,136077824,0,0,1769472000,1
2860,21,89,10,44,12,22,30,45,0,0,721682432,230692864,541594624,324190208,432718336,230692864,721682432,490989568,0,0,2533883904,1
2861,21,90,10,45,12,22,30,45,0,0,171235584,171166592,169300992,226380800,222440192,169300992,226380800,57079808,0,0,1769472000,1
2862,21,91,10,45,12,22,30,45,0,0,578722560,426422400,556754432,383154176,583676416,383154176,583676416,200522240,0,0,2533883904,1
2863,21,92,10,46,12,22,30,45,0,0,130634752,100070912,93465216,241094656,228915712,93465216,241094656,147629440,0,0,1769472000,1
2864,21,93,10,46,12,22,30,45,0,0,424312832,171225088,395840256,360884224,508191232,171225088,508191232,336966144,0,0,2533883904,1
2865,21,94,10,47,12,22,30,45,0,0,124469248,214153536,65847296,321129856,220390912,65847296,321129856,255282560,0,0,1769472000,1
2866,21,95,10,47,12,22,30,45,0,0,410219008,581393856,252360704,666209792,529225216,252360704,666209792,413849088,0,0,2533883904,1
2867,21,96,10,48,12,26,30,51,0,0,129901248,182864064,96079616,227360000,198346240,96079616,227360000,131280384,0,0,1736441856,1
2868,21,97,10,48,12,26,30,51,0,0,528831808,563273792,501495040,608219584,635215360,501495040,635215360,133720320,0,0,2944401408,1
2869,21,98,10,49,12,26,30,51,0,0,89188160,122688448,123053568,215362048,203513344,89188160,215362048,126173888,0,0,1736441856,1
2870,21,99,10,49,12,26,30,51,0,0,481571776,377459776,692900096,495446784,725858304,377459776,725858304,348398528,0,0,2944401408,1
2871,21,100,10,50,12,26,30,51,0,0,91664608,241452224,57421952,289359872,202511872,57421952,289359872,231937920,0,0,1736441856,1
2872,21,101,10,50,12,26,30,51,0,0,357738848,825576512,327848448,883472640,779690752,327848448,883472640,555624192,0,0,2944401408,1
2873,21,102,10,51,12,26,30,51,0,0,56265184,101137824,124767872,230359040,227210752,56265184,230359040,174093856,0,0,1736441856,1
2874,21,103,10,51,12,26,30,51,0,0,314111728,273503200,870331264,607608960,940442880,273503200,940442880,666939680,0,0,2944401408,1
2875,21,104,10,52,12,26,30,51,0,0,49502400,149856896,47840000,289410560,202259968,47840000,289410560,241570560,0,0,1736441856,1
2876,21,105,10,52,12,26,30,51,0,0,226750240,554762496,247046528,874874880,760387072,226750240,874874880,648124640,0,0,2944401408,1
2877,21,106,10,53,12,26,30,51,0,0,44075552,101148352,68391808,255029504,216690176,44075552,255029504,210953952,0,0,1736441856,1
2878,21,107,10,53,12,26,30,51,0,0,224018208,274283216,478756032,749842432,799798784,224018208,799798784,575780576,0,0,2944401408,1
2879,21,108,10,54,12,26,30,51,0,0,68228128,152142464,70919936,269714176,217183744,68228128,269714176,201486048,0,0,1736441856,1
2880,21,109,10,54,12,26,30,51,0,0,389161152,630503296,444417536,901834560,818828288,389161152,901834560,512673408,0,0,2944401408,1
2881,21,110,10,55,12,26,30,51,0,0,43002880,102489920,78761216,232668416,217515520,43002880,232668416,189665536,0,0,1736441856,1
2882,21,111,10,55,12,26,30,51,0,0,282679936,352282496,529465088,649865728,811353600,282679936,811353600,528673664,0,0,2944401408,1
2883,21,112,10,56,12,26,30,51,0,0,52174768,154733024,69507840,254202624,216036864,52174768,254202624,202027856,0,0,1736441856,1
2884,21,113,10,56,12,26,30,51,0,0,276807712,647264448,367047424,833457664,856490496,276807712,856490496,579682784,0,0,2944401408,1
2885,21,114,10,57,12,26,30,51,0,0,42819264,102404640,91156736,232264576,216690176,42819264,232264576,189445312,0,0,1736441856,1
2886,21,115,10,57,12,26,30,51,0,0,215954128,282347296,585969664,642628800,799798784,215954128,799798784,583844656,0,0,2944401408,1
2887,21,116,10,58,12,26,30,51,0,0,34527840,116142080,58820096,270184064,226559488,34527840,270184064,235656224,0,0,1736441856,1
2888,21,117,10,58,12,26,30,51,0,0,201000320,484078720,331576064,967543296,997273088,201000320,997273088,796272768,0,0,2944401408,1
2889,21,118,10,59,12,26,30,51,0,0,42808736,114594272,66486272,288640640,227210752,42808736,288640640,245831904,0,0,1736441856,1
2890,21,119,10,59,12,26,30,51,0,0,215174112,372440816,443736192,1034204032,940442880,215174112,1034204032,819029920,0,0,2944401408,1
2891,21,120,10,60,12,26,30,51,0,0,101744256,202020224,57446144,285312000,202733056,57446144,285312000,227865856,0,0,1585446912,1
2892,21,121,10,60,12,26,30,51,0,0,465736448,743052288,425737728,915767296,786601472,425737728,915767296,490029568,0,0,2944401408,1
2893,21,122,10,61,12,26,30,51,0,0,57812992,92856928,106311296,222692864,226559488,57812992,226559488,168746496,0,0,1585446912,1
2894,21,123,10,61,12,26,30,51,0,0,425749632,259329408,803670528,495448832,997273088,259329408,997273088,737943680,0,0,2944401408,1
2895,21,124,10,62,12,26,30,51,0,0,105736448,160069120,94872064,220374272,197694976,94872064,220374272,125502208,0,0,1585446912,1
2896,21,125,10,62,12,26,30,51,0,0,486817280,524008448,536862720,589122816,670737920,486817280,670737920,183920640,0,0,2944401408,1
2897,21,126,10,63,12,26,30,51,0,0,91527808,107831488,125537792,211712768,202259968,91527808,211712768,120184960,0,0,1585446912,1
2898,21,127,10,63,12,26,30,51,0,0,496433408,285079328,711002112,410919296,760387072,285079328,760387072,475307744,0,0,2944401408,1
2899,21,128,10,64,12,26,30,51,0,0,44160832,101331968,68795648,242633984,217515520,44160832,242633984,198473152,0,0,1585446912,1
2900,21,129,10,64,12,26,30,51,0,0,293953408,341009024,485992960,693337856,811353600,293953408,811353600,517400192,0,0,2944401408,1
2901,21,130,10,65,12,26,30,51,0,0,64359360,147517248,51489280,286926336,203513344,51489280,286926336,235437056,0,0,1585446912,1
2902,21,131,10,65,12,26,30,51,0,0,319130688,539900864,331574016,856772864,725858304,319130688,856772864,537642176,0,0,2944401408,1
2903,21,132,10,66,12,26,30,51,0,0,101740032,164065536,56501504,258744832,197694976,56501504,258744832,202243328,0,0,1887436800,1
2904,21,133,10,66,12,26,30,51,0,0,465679360,545146368,425250048,700735488,670737920,425250048,700735488,275485440,0,0,3548381184,1
2905,21,134,10,67,12,26,30,51,0,0,96403936,110503856,90329856,233380608,216036864,90329856,233380608,143050752,0,0,1887436800,1
2906,21,135,10,67,12,26,30,51,0,0,588935360,335136800,669584896,530920192,856490496,335136800,856490496,521353696,0,0,3548381184,1
2907,21,136,10,68,12,26,30,51,0,0,143691136,160073344,121439232,221318912,202733056,121439232,221318912,99879680,0,0,1887436800,1
2908,21,137,10,68,12,26,30,51,0,0,684723200,524065536,751894528,589610496,786601472,524065536,786601472,262535936,0,0,3548381184,1
2909,21,138,10,69,12,26,30,51,0,0,183123136,149993696,125487104,221294720,202511872,125487104,221294720,95807616,0,0,1887436800,1
2910,21,139,10,69,12,26,30,51,0,0,767247424,416067936,719599872,491721216,779690752,416067936,779690752,363622816,0,0,3548381184,1
2911,21,140,10,70,12,26,30,51,0,0,93813376,126557216,105841408,234792704,217183744,93813376,234792704,140979328,0,0,1887436800,1
2912,21,141,10,70,12,26,30,51,0,0,572174208,447490240,737961792,608290304,818828288,447490240,818828288,371338048,0,0,3548381184,1
2913,21,142,10,71,12,26,30,51,0,0,124534976,188230336,63487232,259952384,198346240,63487232,259952384,196465152,0,0,1887436800,1
2914,21,143,10,71,12,26,30,51,0,0,504944704,587160896,444346816,665367808,635215360,444346816,665367808,221020992,0,0,3548381184,1
2915,22,23,11,11,12,12,30,30,1,1,33710080,37630464,110965760,162980736,297640448,33710080,297640448,263930368,0,0,1585446912,1
2916,22,24,11,12,12,12,30,30,1,1,34268672,37285504,37217280,46472320,66511360,34268672,66511360,32242688,0,0,792723456,1
2917,22,25,11,12,12,12,30,30,1,1,67612672,73453312,62082048,91222144,138737152,62082048,138737152,76655104,0,0,1358954496,1
2918,22,26,11,13,12,12,30,30,1,1,32860416,14119936,76413312,39274880,76569408,14119936,76569408,62449472,0,0,792723456,1
2919,22,27,11,13,12,12,30,30,1,1,81614848,24024064,227724288,71332224,234653696,24024064,234653696,210629632,0,0,1358954496,1
2920,22,28,11,14,12,12,30,30,1,1,61908928,43747840,51198080,48454016,66784448,43747840,66784448,23036608,0,0,792723456,1
2921,22,29,11,14,12,12,30,30,1,1,130173952,88167424,137097920,81660288,124592128,81660288,137097920,55437632,0,0,1358954496,1
2922,22,30,11,15,12,12,30,30,1,1,67312000,21092352,85913856,39887232,78601088,21092352,85913856,64821504,0,0,792723456,1
2923,22,31,11,15,12,12,30,30,1,1,185334272,46519296,227827200,59883904,176982016,46519296,227827200,181307904,0,0,1358954496,1
2924,22,32,11,16,12,12,30,30,1,1,24754176,19355648,45688832,54519680,72944896,19355648,72944896,53589248,0,0,792723456,1
2925,22,33,11,16,12,12,30,30,1,1,55605248,40182784,143150080,119180672,186310144,40182784,186310144,146127360,0,0,1358954496,1
2926,22,34,11,17,12,12,30,30,1,1,26809856,29385856,35953664,53640576,74181120,26809856,74181120,47371264,0,0,792723456,1
2927,22,35,11,17,12,12,30,30,1,1,65206272,70411776,66313216,103027584,165302272,65206272,165302272,100096000,0,0,1358954496,1
2928,22,36,11,18,12,12,30,30,1,1,43009536,62647232,40973312,58678784,66784448,40973312,66784448,25811136,0,0,930742272,1
2929,22,37,11,18,12,12,30,30,1,1,87429120,130912256,74179584,144578624,124592128,74179584,144578624,70399040,0,0,1153695744,1
2930,22,38,11,19,12,12,30,30,1,1,62418944,20235264,98133952,43560960,87382464,20235264,98133952,77898688,0,0,930742272,1
2931,22,39,11,19,12,12,30,30,1,1,150857216,38925312,209903104,78753152,216263424,38925312,216263424,177338112,0,0,1153695744,1
2932,22,40,11,20,12,12,30,30,1,1,36547200,35006976,38991616,44697984,66511360,35006976,66511360,31504384,0,0,930742272,1
2933,22,41,11,20,12,12,30,30,1,1,72715008,68350976,83741440,69562752,138737152,68350976,138737152,70386176,0,0,1153695744,1
2934,22,42,11,21,12,12,30,30,1,1,61181184,19629056,108656128,44358016,89480192,19629056,108656128,89027072,0,0,930742272,1
2935,22,43,11,21,12,12,30,30,1,1,128366848,33402880,250669568,71585152,185614848,33402880,250669568,217266688,0,0,1153695744,1
2936,22,44,11,22,12,12,30,30,1,1,26931200,26182656,43533184,56374912,80847360,26182656,80847360,54664704,0,0,930742272,1
2937,22,45,11,22,12,12,30,30,1,1,57701888,54537216,104971264,91988352,201989632,54537216,201989632,147452416,0,0,1153695744,1
2938,22,46,11,23,12,12,30,30,1,1,30022400,43697536,48804864,86988160,83528192,30022400,86988160,56965760,0,0,930742272,1
2939,22,47,11,23,12,12,30,30,1,1,57872640,87787264,105121792,182406016,155239936,57872640,182406016,124533376,0,0,1153695744,1
2940,22,48,11,24,12,22,30,45,0,0,148529472,117912576,143812992,59883904,89833984,59883904,148529472,88645568,0,0,1217396736,1
2941,22,49,11,24,12,22,30,45,0,0,515769792,403662336,488892928,246397312,398668288,246397312,515769792,269372480,0,0,2364014592,1
2942,22,50,11,25,12,22,30,45,0,0,217039872,56694272,191409920,47974784,90696192,47974784,217039872,169065088,0,0,1217396736,1
2943,22,51,11,25,12,22,30,45,0,0,778342400,186852352,747346944,169916800,429486592,169916800,778342400,608425600,0,0,2364014592,1
2944,22,52,11,26,12,22,30,45,0,0,105542528,164678912,49063936,163337600,91883264,49063936,164678912,115614976,0,0,1217396736,1
2945,22,53,11,26,12,22,30,45,0,0,360798336,572165888,205837312,550791040,453119488,205837312,572165888,366328576,0,0,2364014592,1
2946,22,54,11,27,12,22,30,45,0,0,97988608,29209600,130254976,68571008,141267712,29209600,141267712,112058112,0,0,1217396736,1
2947,22,55,11,27,12,22,30,45,0,0,409026560,98976768,645843456,239319424,620205056,98976768,645843456,546866688,0,0,2364014592,1
2948,22,56,11,28,12,22,30,45,0,0,101498368,158518272,54209536,150956672,85152256,54209536,158518272,104308736,0,0,1217396736,1
2949,22,57,11,28,12,22,30,45,0,0,354330624,560714752,286577664,555614592,456108032,286577664,560714752,274137088,0,0,2364014592,1
2950,22,58,11,29,12,22,30,45,0,0,65327104,53916672,124381184,84848512,132641216,53916672,132641216,78724544,0,0,1217396736,1
2951,22,59,11,29,12,22,30,45,0,0,260784128,209880064,587146240,356956032,578681856,209880064,587146240,377266176,0,0,2364014592,1
2952,22,60,11,30,12,22,30,45,0,0,34446848,124078080,63777792,87501824,98358784,34446848,124078080,89631232,0,0,1132462080,1
2953,22,61,11,30,12,22,30,45,0,0,105601024,417756160,183567360,389876864,377634304,105601024,417756160,312155136,0,0,1811939328,1
2954,22,62,11,31,12,22,30,45,0,0,41117696,51825664,106866688,85295488,93929344,41117696,106866688,65748992,0,0,1132462080,1
2955,22,63,11,31,12,22,30,45,0,0,144121856,178906112,402832384,383117696,380012032,144121856,402832384,258710528,0,0,1811939328,1
2956,22,64,11,32,12,22,30,45,0,0,59787776,90903552,49110208,153020800,94388320,49110208,153020800,103910592,0,0,1132462080,1
2957,22,65,11,32,12,22,30,45,0,0,191117312,311116800,182562432,547682688,419099392,182562432,547682688,365120256,0,0,1811939328,1
2958,22,66,11,33,12,22,30,45,0,0,53178368,66065408,77367808,131861888,132641216,53178368,132641216,79462848,0,0,1132462080,1
2959,22,67,11,33,12,22,30,45,0,0,209141760,261522432,349475328,594626944,578681856,209141760,594626944,385485184,0,0,1811939328,1
2960,22,68,11,34,12,22,30,45,0,0,38007808,56058880,61088768,153254272,95108416,38007808,153254272,115246464,0,0,1132462080,1
2961,22,69,11,34,12,22,30,45,0,0,126308352,202916864,269530112,593680768,448909824,126308352,593680768,467372416,0,0,1811939328,1
2962,22,70,11,35,12,22,30,45,0,0,28471296,98726912,61090304,137735680,141267712,28471296,141267712,112796416,0,0,1132462080,1
2963,22,71,11,35,12,22,30,45,0,0,98238464,409764864,231838720,653324160,620205056,98238464,653324160,555085696,0,0,1811939328,1
2964,22,72,11,36,12,22,30,45,0,0,63326208,257334272,42551296,121849728,73881088,42551296,257334272,214782976,0,0,962592768,1
2965,22,73,11,36,12,22,30,45,0,0,165068800,715125760,146873344,535631232,302161408,146873344,715125760,568252416,0,0,1811939328,1
2966,22,74,11,37,12,22,30,45,0,0,55320576,38746112,145773568,68569472,95108416,38746112,145773568,107027456,0,0,962592768,1
