observable_id,observable_code,value
0,0,5
1,1,5
2,2,6
3,3,6
4,4,2
5,5,1
6,6,3
7,7,5
8,8,0
9,9,6
10,10,4
11,11,2
12,12,56
13,13,1568
14,14,1512
15,15,27
16,16,28
17,17,0
18,18,112869680
19,19,56
20,20,200
21,21,4
22,22,2
23,23,2
24,24,0
25,25,0
26,26,0
27,27,0
28,28,1
29,29,1
30,30,1
31,31,6
32,32,4
33,33,2
34,34,0
35,35,0
