shell,start_index,start_norm,success,iterations,psi_final,ratio_final,grad_norm,theta_std,theta_min,theta_max,message
12,48,4.898979485566356,True,19,1.7763568394002505e-15,1.0000000000000018,9.964326651643467e-09,2.751827669509372e-09,-3.203008153486715e-09,8.87573631093294e-09,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,49,9.797958971132713,True,30,2.6645352591003757e-15,1.0000000000000027,1.1737463062597351e-08,3.241511220035487e-09,-5.649146507118396e-09,8.773491303232436e-09,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,50,9.797958971132713,True,31,2.6645352591003757e-15,1.0000000000000027,4.660110500273179e-08,1.2869732355199019e-08,-4.249313406194703e-08,2.729113034447883e-08,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,51,9.797958971132712,True,38,0.0,1.0,2.2122061970436625e-09,6.109405253272637e-10,-1.6982947209364535e-09,1.2111404308121074e-09,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,52,9.797958971132712,True,37,3.552713678800501e-15,1.0000000000000036,1.199323087063165e-08,3.312146077668646e-09,-2.1926014185073987e-09,1.3488379386908747e-08,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,53,9.797958971132712,True,68,-3.69511000386467,0.024844720496891983,2.418883428499185e-07,124.4198438145014,-491.82209370732363,60.79598907377074,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,54,9.797958971132713,True,35,8.881784197001252e-16,1.0000000000000009,1.2282138675605066e-08,3.391932867989368e-09,-2.677877066513414e-09,1.4477702766024394e-08,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,55,9.797958971132713,True,42,3.552713678800501e-15,1.0000000000000036,9.365296326082958e-09,2.586394635987803e-09,-5.005224901503862e-09,8.236228654915275e-09,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,56,9.797958971132712,True,40,8.881784197001252e-16,1.0000000000000009,1.6041438521426083e-09,4.4301324962219545e-10,-9.119353042251354e-10,1.3376329275324963e-09,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,57,9.797958971132712,True,34,2.6645352591003757e-15,1.0000000000000027,9.503017567326967e-10,2.62442919821083e-10,-4.403228020079632e-10,7.191700523254861e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,58,9.797958971132712,True,63,-3.6951100038646416,0.02484472049689269,6.551224218648513e-08,31.445981268229726,-112.10358486821313,16.944923350295156,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,59,9.797958971132713,True,36,1.7763568394002505e-15,1.0000000000000018,4.685643638392244e-09,1.2940247330694638e-09,-3.3564160442721827e-09,2.7969820295676068e-09,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,60,9.797958971132713,True,37,0.0,1.0,6.598052873996676e-09,1.822170884415715e-09,-3.874831143603227e-09,3.251785884684034e-09,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,61,9.797958971132712,True,35,8.881784197001252e-16,1.0000000000000009,4.196722727471584e-08,1.159000399149282e-08,-3.9797103629394686e-08,2.02034691800102e-08,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,62,9.797958971132712,True,42,2.6645352591003757e-15,1.0000000000000027,1.0410310280614218e-08,2.874994043043712e-09,-8.716266767365942e-09,5.2321581185123196e-09,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,63,9.797958971132712,True,37,1.7763568394002505e-15,1.0000000000000018,3.219093170942778e-10,8.890110356602966e-11,-1.3628709515261346e-10,2.1620992730710475e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,64,9.797958971132712,True,37,1.7763568394002505e-15,1.0000000000000018,1.9439466385673823e-10,5.368549741938553e-11,-6.691319362336321e-11,1.5984481252159626e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,65,19.59591794226543,True,67,-3.6951100038646416,0.02484472049689269,1.924258854244137e-07,22.068742335999595,-89.9990292640853,14.005912062253588,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,66,19.595917942265423,True,69,-3.6951100038646416,0.02484472049689269,1.5344906320758975e-07,18.194309533957703,-49.79417600523905,13.87323089930325,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,67,19.595917942265423,True,63,-3.6951100038645848,0.024844720496894103,4.6331865829719026e-08,19.371796284974167,-69.50500522737619,14.189333990752091,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,68,19.595917942265427,True,67,-3.6951100038645848,0.024844720496894103,3.5008631518476825e-08,23.06575251244521,-97.13735324383825,13.952164496757966,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,69,19.595917942265423,True,65,-3.6951100038646416,0.02484472049689269,1.357805083352155e-07,22.854747382932498,-99.22857667826307,13.441056877209391,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,70,19.595917942265427,True,65,-3.6951100038645848,0.024844720496894103,1.613208208106566e-07,20.08288186204854,-70.0515767117128,14.33136260301998,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,71,19.595917942265427,True,67,-3.6951100038646416,0.02484472049689269,4.4037814347855905e-08,18.838869468151522,-52.64724999184231,14.323806216508917,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,72,19.595917942265423,True,68,-3.6951100038645848,0.024844720496894103,5.5987972841314663e-08,20.16603935089344,-59.31779643892619,14.24023765828316,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,73,19.595917942265423,True,67,-3.695110003864869,0.02484472049688704,3.406737391111673e-07,19.877051742214228,-69.34415564712107,12.9542871989821,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,74,19.595917942265423,True,69,-3.69511000386467,0.024844720496891983,3.420514558428441e-08,21.064017889934316,-76.08078283086643,14.106360882737752,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,75,19.595917942265423,True,67,-3.695110003864613,0.024844720496893395,2.993935589289044e-07,19.12904694695419,-62.514234536492374,13.988071092552262,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,76,19.595917942265423,True,66,-3.6951100038645848,0.024844720496894103,2.5691576380627493e-08,19.06427775315299,-61.87170066796972,14.357675500197196,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,77,19.595917942265427,True,69,-3.6951100038645563,0.024844720496894807,6.282420234535244e-08,21.18618151216025,-63.64596040635818,16.424578944767095,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,78,19.595917942265427,True,71,-3.695110003864613,0.024844720496893395,1.43543813483847e-07,21.1991458356451,-53.45028464684828,16.24734270759572,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,79,19.595917942265423,True,71,-3.6951100038647553,0.024844720496889867,1.586972091453707e-07,30.537306789943944,-98.32884125518056,17.84145667721983,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,80,19.595917942265427,True,69,-3.695110003864613,0.024844720496893395,2.5161557139110216e-07,26.855404561980368,-122.35081086778965,13.490705522808339,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,81,39.19183588453085,True,72,-3.69511000386467,0.024844720496891983,1.8213627789493646e-08,15.81833937006049,-52.870516023510845,12.768060509872566,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,82,39.191835884530846,True,75,-3.6951100038645848,0.024844720496894103,1.7891099277441475e-07,19.974081195095128,-82.04404698110604,13.38548332746703,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,83,39.19183588453085,True,74,-3.6951100038645848,0.024844720496894103,7.650880481562827e-08,23.3121306950188,-98.5873225729834,14.603396548403122,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,84,39.191835884530846,True,75,-3.6951100038645848,0.024844720496894103,5.1557282607696615e-08,19.007666408478222,-80.48839540102337,12.119625103307719,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,85,39.19183588453085,True,75,-3.695110003864613,0.024844720496893395,5.99761160265847e-08,18.850100210068366,-76.88294148541384,12.814531934923547,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,86,39.191835884530846,True,73,-3.6951100038650395,0.024844720496882803,3.6463438514297945e-07,23.81153726068985,-102.17924304089122,14.418226739771557,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,87,39.191835884530846,True,75,-3.69511000386467,0.024844720496891983,2.864003137224534e-07,25.62589159426878,-113.6531842532198,14.220332633972907,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,88,39.191835884530846,True,73,-3.69511000386467,0.024844720496891983,2.1228356160461627e-07,22.56004287008041,-96.52222146238046,13.621899283861243,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,89,39.191835884530846,True,77,-3.695110003864613,0.024844720496893395,1.0696278296418134e-08,23.850108275150284,-102.37038865556225,14.363076124124508,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,90,39.19183588453085,True,72,-3.6951100038646416,0.02484472049689269,4.444146846013251e-07,26.282139035831115,-115.55348154251779,14.964952047587875,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,91,39.191835884530846,True,67,-3.695110003864812,0.024844720496888455,3.024515635807498e-07,14.772344581198027,-55.418415082993754,11.218830643634089,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,92,39.19183588453085,True,67,-3.6951100038646985,0.02484472049689128,4.2693383895788174e-08,19.168604044316083,-64.15960735247269,15.045455175985943,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,93,39.19183588453084,True,74,-3.6951100038645848,0.024844720496894103,2.211512105645609e-07,15.423226131072838,-54.79188732743632,12.299846359842832,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,94,39.19183588453086,True,65,-3.6951100038652953,0.02484472049687645,3.669255449428094e-07,17.270960622194085,-60.21852827154577,13.184920462883637,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,95,39.19183588453085,True,71,-3.695110003864613,0.024844720496893395,7.026830718078949e-08,22.805681010017036,-87.45935040712051,15.646465998179904,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,96,39.191835884530846,True,70,-3.6951100038646416,0.02484472049689269,6.309065928292822e-08,21.076790143707733,-78.93218130166298,14.949693268564769,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,97,5.873670062235365,True,8,2.6645352591003757e-15,1.0000000000000027,9.534665012896467e-10,2.6331704497659327e-10,-5.4908211936520276e-11,1.2628241579195948e-09,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,98,8.12403840463596,True,9,1.7763568394002505e-15,1.0000000000000018,5.140776180235039e-09,1.419717994514946e-09,-4.710513653439559e-09,4.2622000764417607e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,99,9.72111104761179,True,5,8.881784197001252e-16,1.0000000000000009,7.682624605179729e-11,2.1216359155747247e-11,-8.046723084813403e-12,5.610726331112533e-11,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
12,100,10.954451150103322,True,5,1.7763568394002505e-15,1.0000000000000018,8.939634255055166e-09,2.4688402447279172e-09,-5.520494806893192e-09,1.104117616680841e-09,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,101,12.727922061357855,True,14,8.881784197001252e-16,1.0000000000000009,4.1112282912621026e-08,1.1353895746298464e-08,-3.6973185247915095e-08,7.033891519131764e-09,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,102,13.856406460551018,True,12,1.7763568394002505e-15,1.0000000000000018,1.6092369356160443e-10,4.444144060677164e-11,-5.5286930943006884e-11,5.353075223098568e-11,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
12,103,14.696938456699069,True,20,1.7763568394002505e-15,1.0000000000000018,2.7747267462717355e-09,7.662905811523236e-10,-1.0806775332499258e-09,5.904691242960579e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
16,0,0.0,True,0,0.0,1.0,2.192046262266499e-15,0.0,0.0,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,1,0.48989794855663565,True,6,3.552713678800501e-15,1.0000000000000036,4.910318522759256e-10,9.09996385227579e-11,-3.8434856697091574e-11,3.965028894447375e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
16,2,0.4898979485566356,True,6,2.6645352591003757e-15,1.0000000000000027,3.6364881893768146e-11,6.739282365641104e-12,-2.80390949674327e-11,6.321674386685127e-12,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,3,0.4898979485566356,True,6,0.0,1.0,1.3199840431300155e-09,2.4462374551075137e-10,-1.1370755475635352e-09,1.0594008392545973e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
16,4,0.48989794855663565,True,6,3.552713678800501e-15,1.0000000000000036,2.6768482926233487e-10,4.9608240076686676e-11,-1.98786257850913e-10,3.4717154340267526e-11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
16,5,0.48989794855663565,True,6,3.552713678800501e-15,1.0000000000000036,7.803442029981463e-11,1.4461629883998818e-11,-5.261110874451568e-11,1.9029995900869753e-11,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,6,0.4898979485566356,True,8,3.552713678800501e-15,1.0000000000000036,2.388243074896223e-11,4.425943423956991e-12,-1.642556640680727e-11,3.652234574819458e-12,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
16,7,0.48989794855663565,True,6,3.552713678800501e-15,1.0000000000000036,1.1602457489282736e-08,2.1502049724450717e-09,-6.419364325451934e-09,2.3651314837294472e-09,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
16,8,0.48989794855663565,False,5,0.0,1.0,2.269537041856252e-08,4.205979356661505e-09,-2.501837226397384e-09,1.3705815206571848e-08,ABNORMAL: 
16,9,0.4898979485566356,True,8,3.552713678800501e-15,1.0000000000000036,1.3574981559699932e-08,2.515759575743171e-09,-4.12644934660343e-09,3.805040829516964e-09,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
16,10,0.48989794855663565,True,6,-8.881784197001252e-16,0.9999999999999991,9.977796640908442e-10,1.849117291162929e-10,-8.560394473060098e-10,1.4432056876967434e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
16,11,0.48989794855663565,True,9,3.552713678800501e-15,1.0000000000000036,6.851630907664456e-10,1.2697659308723318e-10,-2.856626476736647e-10,3.7647779697224754e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
16,12,0.48989794855663565,True,7,2.6645352591003757e-15,1.0000000000000027,3.2222924222785324e-09,5.971656653049707e-10,-2.7673534008844486e-09,3.3171628308496435e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
16,13,0.4898979485566356,True,6,-8.881784197001252e-16,0.9999999999999991,2.2431248209084e-09,4.157031949548635e-10,-1.4377195655715114e-09,2.2451546723108926e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
16,14,0.4898979485566356,False,5,0.0,1.0,6.586053917060177e-08,1.2205488197010957e-08,-1.3927239209726638e-08,3.4029958344417414e-08,ABNORMAL: 
16,15,0.48989794855663565,True,6,3.552713678800501e-15,1.0000000000000036,1.0741010565540896e-10,1.9905569677886684e-11,-5.181671266491574e-11,3.081855588339744e-11,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
