shell,start_index,start_norm,success,iterations,psi_final,ratio_final,grad_norm,theta_std,theta_min,theta_max,message
12,0,0.0,True,0,0.0,1.0,3.479018673874344e-15,0.0,0.0,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
12,1,0.48989794855663565,True,6,2.6645352591003757e-15,1.0000000000000027,1.5978160373175158e-09,4.4126576180937927e-10,-1.952257502530879e-09,4.4783737009274023e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,2,0.4898979485566356,True,9,0.0,1.0,1.924649090289865e-09,5.3152641712656e-10,-2.4430651957784193e-09,6.352013781620282e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,3,0.4898979485566357,True,6,2.6645352591003757e-15,1.0000000000000027,8.553787401965222e-10,2.3622812902521946e-10,-1.0520567831643003e-09,1.7128945874997446e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,4,0.48989794855663554,True,9,3.552713678800501e-15,1.0000000000000036,2.560773174307784e-10,7.072029332071335e-11,-7.822137756071411e-11,2.8552058907961134e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,5,0.48989794855663565,True,6,3.552713678800501e-15,1.0000000000000036,1.7919757849626853e-11,4.9488058576945595e-12,-2.9416110930694877e-12,1.728468968353959e-11,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
12,6,0.4898979485566357,True,6,8.881784197001252e-16,1.0000000000000009,9.130057281692445e-10,2.521429262881598e-10,-1.1118364566848058e-09,2.2854141327130327e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,7,0.4898979485566357,True,9,3.552713678800501e-15,1.0000000000000036,3.991089721825136e-10,1.1022110427590161e-10,-3.2043991638988694e-10,1.0728004282699438e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,8,0.48989794855663577,True,9,2.6645352591003757e-15,1.0000000000000027,1.5041017890262044e-09,4.15384731278524e-10,-1.8873053439469168e-09,4.307541881882216e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,9,0.48989794855663565,True,7,3.552713678800501e-15,1.0000000000000036,1.3921108967456975e-09,3.844564413623782e-10,-5.806801385423514e-10,1.394774374357098e-09,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,10,0.4898979485566356,True,9,3.552713678800501e-15,1.0000000000000036,7.579044747209563e-10,2.0930897792609174e-10,-1.9813926068480048e-10,6.676506623529807e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,11,0.4898979485566356,True,6,8.881784197001252e-16,1.0000000000000009,7.216453407580523e-10,1.992952676851761e-10,-8.63684611142284e-10,1.9836838095503113e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,12,0.48989794855663565,True,9,2.6645352591003757e-15,1.0000000000000027,2.707745509683636e-12,7.478427080675382e-13,-9.062935299323796e-13,2.1688097765601396e-12,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
12,13,0.48989794855663565,True,6,2.6645352591003757e-15,1.0000000000000027,1.6041874842821895e-09,4.4302516298766513e-10,-1.927677315879638e-09,3.673331190680173e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,14,0.4898979485566357,True,6,0.0,1.0,1.253487455256783e-09,3.46173022600418e-10,-1.5494101913722725e-09,1.6675518131408475e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,15,0.4898979485566357,True,6,0.0,1.0,9.090114889951566e-11,2.5104031207754023e-11,-4.663010941061866e-11,7.329777529287184e-11,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
12,16,0.4898979485566357,True,6,2.6645352591003757e-15,1.0000000000000027,1.3531082741758173e-09,3.7368509607427006e-10,-1.612205236772156e-09,2.071659036990952e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,17,2.449489742783178,True,14,8.881784197001252e-16,1.0000000000000009,1.50975858376984e-10,4.1694640786293944e-11,-8.743771791157088e-11,1.0144735851577093e-10,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
12,18,2.4494897427831788,True,15,1.7763568394002505e-15,1.0000000000000018,3.365886600320188e-08,9.295500309554292e-09,-2.6722740380362283e-08,2.599404353441314e-08,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,19,2.4494897427831774,True,11,1.7763568394002505e-15,1.0000000000000018,3.6490493379037105e-08,1.0077505195021223e-08,-2.3370238167121308e-08,1.784837928539048e-08,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,20,2.449489742783178,True,14,2.6645352591003757e-15,1.0000000000000027,2.8000632341894838e-09,7.732875046597322e-10,-1.1757542214279898e-09,2.3894524518967105e-09,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,21,2.4494897427831783,True,14,0.0,1.0,2.40961862970427e-09,6.654593647150592e-10,-2.6595486956772323e-09,8.946618797033093e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,22,2.449489742783178,True,16,8.881784197001252e-16,1.0000000000000009,8.068603567070958e-09,2.2282898408815306e-09,-5.96576227121051e-09,4.120048011116182e-09,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,23,2.4494897427831783,True,16,8.881784197001252e-16,1.0000000000000009,5.2730178535706874e-09,1.4562385563009828e-09,-3.0902079867289814e-09,2.4367860790420555e-09,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,24,2.449489742783178,True,13,2.6645352591003757e-15,1.0000000000000027,9.095045401001414e-09,2.5117602010302908e-09,-5.8033184699171465e-09,2.1649764673479174e-09,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,25,2.4494897427831783,True,15,3.552713678800501e-15,1.0000000000000036,1.018612780937039e-09,2.813082272436634e-10,-4.667714109298014e-10,1.0663854985248324e-09,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,26,2.4494897427831783,True,14,2.6645352591003757e-15,1.0000000000000027,7.559419938356517e-09,2.087669520112551e-09,-2.049002940222973e-09,7.983230990503997e-09,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,27,2.4494897427831783,True,13,8.881784197001252e-16,1.0000000000000009,3.3811177895264444e-10,9.337564762237017e-11,-7.265990801481683e-11,3.615882459828309e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,28,2.449489742783178,True,14,0.0,1.0,3.516971006281194e-09,9.7127467356088e-10,-2.6442058044415064e-09,2.187332896391031e-09,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,29,2.449489742783178,True,15,2.6645352591003757e-15,1.0000000000000027,2.4438871457473058e-08,6.749233386120123e-09,-2.1691930629227733e-08,9.368608158516211e-09,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,30,2.4494897427831788,True,13,3.552713678800501e-15,1.0000000000000036,1.878559603125585e-08,5.1879797832142456e-09,-1.2899896024522538e-08,7.511658727322705e-09,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,31,2.449489742783178,True,14,2.6645352591003757e-15,1.0000000000000027,2.8683564455093087e-09,7.921481841745696e-10,-2.1888775950205163e-09,1.1060552983353366e-09,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,32,2.449489742783178,True,15,2.6645352591003757e-15,1.0000000000000027,1.493788057277002e-10,4.1253604207359296e-11,-9.270899753981997e-11,4.518058454349687e-11,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
12,33,4.8989794855663575,True,19,1.7763568394002505e-15,1.0000000000000018,4.656567315591983e-10,1.2859939193991356e-10,-4.094832096393305e-10,1.3760594633869208e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,34,4.898979485566357,True,18,1.7763568394002505e-15,1.0000000000000018,2.0330090271504748e-08,5.614519489169984e-09,-9.69485165590267e-09,1.869252040536034e-08,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,35,4.898979485566356,True,20,2.6645352591003757e-15,1.0000000000000027,4.14853366594738e-10,1.1456917439867328e-10,-2.3127434719634675e-10,2.807132928259988e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,36,4.898979485566356,True,19,2.6645352591003757e-15,1.0000000000000027,3.9240253189694306e-10,1.0836888465081708e-10,-2.642007448416043e-10,2.1126174196784226e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,37,4.898979485566356,True,19,2.6645352591003757e-15,1.0000000000000027,1.653813606817313e-09,4.5673036832206033e-10,-1.0474210490110448e-09,5.360568449559074e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,38,4.898979485566356,True,18,8.881784197001252e-16,1.0000000000000009,8.652264278139335e-09,2.3894781833575845e-09,-4.054311816492815e-09,7.925679676884583e-09,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,39,4.898979485566357,True,18,2.6645352591003757e-15,1.0000000000000027,3.0814802798686005e-08,8.510061192761259e-09,-1.7419512133881925e-08,2.0712621703845922e-08,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,40,4.898979485566356,True,18,0.0,1.0,1.5513038169123088e-09,4.284204321743414e-10,-1.2153727889481269e-09,6.594209319176966e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,41,4.898979485566356,True,18,0.0,1.0,2.788542869891083e-09,7.701061555485296e-10,-2.0135499834745555e-09,1.9217140434298777e-09,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,42,4.898979485566357,True,20,1.7763568394002505e-15,1.0000000000000018,6.161339316975908e-09,1.701564537063233e-09,-4.017290030694689e-09,2.019935626345508e-09,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,43,4.898979485566356,True,20,8.881784197001252e-16,1.0000000000000009,1.5593262324915325e-09,4.306360974297963e-10,-1.3989036805392217e-09,3.4676152913877195e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,44,4.898979485566357,True,18,3.552713678800501e-15,1.0000000000000036,7.858715486686415e-11,2.1703271536663697e-11,-5.040630622507229e-11,6.922762083364412e-11,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL
12,45,4.898979485566356,True,20,8.881784197001252e-16,1.0000000000000009,6.7272732078975e-10,1.8578573427125172e-10,-3.018127044294991e-10,4.819144661487615e-10,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,46,4.898979485566356,True,21,1.7763568394002505e-15,1.0000000000000018,1.0802788226370842e-08,2.983383989510213e-09,-8.328837245725936e-09,6.734516246869039e-09,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
12,47,4.898979485566356,True,20,8.881784197001252e-16,1.0000000000000009,2.7428281420922928e-08,7.574812586951184e-09,-1.658489247244849e-08,1.8662503374694262e-08,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
