observable_id,observable_code,value
0,0,3
1,1,3
2,2,77
3,3,17
4,4,17
5,5,49
6,6,10
7,7,229
8,8,0
9,9,77
10,10,0
11,11,0
12,12,0
13,13,0
14,14,0
15,15,0
16,16,0
17,17,0
18,18,2
19,19,4
