observable_id,observable_code,value
0,0,1414965
1,1,2537360
2,2,985
3,3,985
4,4,0
5,5,258
6,6,259
7,7,259
8,8,642
9,9,642
10,10,12707
11,11,5410
12,12,18117
13,13,642
14,14,642
15,15,642
16,16,642
17,17,1
18,18,0
19,19,0
20,20,0
21,21,0
22,22,5
23,23,1
