contact_id,edge_id,left_basis_id,right_basis_id,source0_boundary_count,source1_boundary_count,boundary_count,source0_sample_x,source0_sample_y,source0_sample_owner_a,source0_sample_owner_b,source1_sample_x,source1_sample_y,source1_sample_owner_a,source1_sample_owner_b,left_endpoint_raw_flag,right_endpoint_raw_flag,source0_count_verified_flag,source1_count_verified_flag,boundary_count_verified_flag,contact_lift_flag
597,597,223,230,12,0,12,983,715,223,230,-1,-1,-1,-1,1,1,1,1,1,1
598,598,223,231,3,0,3,983,727,223,231,-1,-1,-1,-1,1,1,1,1,1,1
599,599,223,232,1,0,1,983,730,223,232,-1,-1,-1,-1,1,1,1,1,1,1
600,600,224,233,2,0,2,983,731,224,233,-1,-1,-1,-1,1,1,1,1,1,1
601,601,224,234,0,1,1,-1,-1,-1,-1,983,732,224,234,1,1,1,1,1,1
602,602,225,239,0,1,1,-1,-1,-1,-1,983,752,239,225,1,1,1,1,1,1
603,603,225,240,4,0,4,983,753,225,240,-1,-1,-1,-1,1,1,1,1,1,1
604,604,225,241,1,4,5,983,757,225,241,980,757,225,241,1,1,1,1,1,1
605,605,226,244,0,1,1,-1,-1,-1,-1,983,824,244,226,1,1,1,1,1,1
606,606,226,245,4,1,5,983,825,226,245,983,828,226,245,1,1,1,1,1,1
607,607,227,246,0,1,1,-1,-1,-1,-1,983,834,246,227,1,1,1,1,1,1
608,608,227,247,1,0,1,983,835,227,247,-1,-1,-1,-1,1,1,1,1,1,1
609,609,227,248,1,0,1,983,836,227,248,-1,-1,-1,-1,1,1,1,1,1,1
610,610,227,249,0,1,1,-1,-1,-1,-1,983,836,227,249,1,1,1,1,1,1
611,611,228,249,0,2,2,-1,-1,-1,-1,982,865,249,228,1,1,1,1,1,1
612,612,228,250,1,1,2,983,866,228,250,983,866,228,250,1,1,1,1,1,1
613,613,229,230,0,1,1,-1,-1,-1,-1,984,714,229,230,1,1,1,1,1,1
614,614,230,231,0,1,1,-1,-1,-1,-1,984,726,230,231,1,1,1,1,1,1
615,615,231,232,0,1,1,-1,-1,-1,-1,984,729,231,232,1,1,1,1,1,1
616,616,232,233,0,1,1,-1,-1,-1,-1,984,730,232,233,1,1,1,1,1,1
617,617,233,234,0,1,1,-1,-1,-1,-1,984,732,233,234,1,1,1,1,1,1
618,618,234,235,0,2,2,-1,-1,-1,-1,983,742,234,235,1,1,1,1,1,1
619,619,235,236,0,2,2,-1,-1,-1,-1,983,745,235,236,1,1,1,1,1,1
620,620,236,237,0,2,2,-1,-1,-1,-1,983,748,236,237,1,1,1,1,1,1
621,621,237,238,0,2,2,-1,-1,-1,-1,983,750,237,238,1,1,1,1,1,1
622,622,238,239,0,2,2,-1,-1,-1,-1,983,751,238,239,1,1,1,1,1,1
623,623,239,240,0,1,1,-1,-1,-1,-1,984,752,239,240,1,1,1,1,1,1
624,624,240,241,0,1,1,-1,-1,-1,-1,984,756,240,241,1,1,1,1,1,1
625,625,241,242,0,2,2,-1,-1,-1,-1,983,758,241,242,1,1,1,1,1,1
626,626,242,243,0,2,2,-1,-1,-1,-1,983,770,242,243,1,1,1,1,1,1
627,627,243,244,0,2,2,-1,-1,-1,-1,983,772,243,244,1,1,1,1,1,1
628,628,244,245,0,1,1,-1,-1,-1,-1,984,824,244,245,1,1,1,1,1,1
629,629,245,246,0,2,2,-1,-1,-1,-1,983,830,245,246,1,1,1,1,1,1
630,630,246,247,0,1,1,-1,-1,-1,-1,984,834,246,247,1,1,1,1,1,1
631,631,247,248,0,1,1,-1,-1,-1,-1,984,835,247,248,1,1,1,1,1,1
632,632,248,249,0,1,1,-1,-1,-1,-1,984,836,248,249,1,1,1,1,1,1
633,633,249,250,0,1,1,-1,-1,-1,-1,984,865,249,250,1,1,1,1,1,1
634,634,250,251,0,2,2,-1,-1,-1,-1,983,875,250,251,1,1,1,1,1,1
635,635,251,252,0,2,2,-1,-1,-1,-1,983,876,251,252,1,1,1,1,1,1
636,636,252,253,0,5,5,-1,-1,-1,-1,980,878,252,253,1,1,1,1,1,1
637,637,253,254,0,2,2,-1,-1,-1,-1,983,880,253,254,1,1,1,1,1,1
638,638,254,255,0,2,2,-1,-1,-1,-1,983,924,254,255,1,1,1,1,1,1
639,639,255,256,0,2,2,-1,-1,-1,-1,983,926,255,256,1,1,1,1,1,1
640,640,256,257,0,2,2,-1,-1,-1,-1,983,948,256,257,1,1,1,1,1,1
641,641,257,258,0,2,2,-1,-1,-1,-1,983,958,257,258,1,1,1,1,1,1
