observable_id,observable_code,value_x1e12,aux_id
0,0,10,0
1,1,3,0
2,2,10,0
3,3,6,0
4,4,2,0
5,5,7,0
6,6,3,0
7,7,0,0
8,8,0,0
9,9,0,0
10,10,41,0
11,11,10,0
12,12,38,0
