decomp_id,path_count,weight_total_digits,weight_total_mod_1000000007,weight_total_mod_1000000009,global_mean_average_num_digits,global_mean_average_den_digits,global_mean_average_num_mod_1000000007,global_mean_average_den_mod_1000000007,global_mean_average_num_mod_1000000009,global_mean_average_den_mod_1000000009,global_variance_average_num_digits,global_variance_average_den_digits,global_variance_average_num_mod_1000000007,global_variance_average_den_mod_1000000007,global_variance_average_num_mod_1000000009,global_variance_average_den_mod_1000000009,within_variance_average_num_digits,within_variance_average_den_digits,within_variance_average_num_mod_1000000007,within_variance_average_den_mod_1000000007,within_variance_average_num_mod_1000000009,within_variance_average_den_mod_1000000009,between_variance_average_num_digits,between_variance_average_den_digits,between_variance_average_num_mod_1000000007,between_variance_average_den_mod_1000000007,between_variance_average_num_mod_1000000009,between_variance_average_den_mod_1000000009,variance_decomp_gap_num_digits,variance_decomp_gap_den_digits,variance_decomp_gap_num_mod_1000000007,variance_decomp_gap_den_mod_1000000007,variance_decomp_gap_num_mod_1000000009,variance_decomp_gap_den_mod_1000000009,variance_decomp_flag
0,288,28,497101086,118327119,31,31,102643987,665153007,133686282,204537546,58,61,328754671,624142416,675503701,347181653,153,155,18093641,770978196,530709112,461685434,175,182,732540241,638523702,310551904,466302585,1,1,0,1,0,1,1
