shell,direction,t,F,ratio,max_schur_excess,max_pair_i,max_pair_j,near_barrier,below_barrier,schur_violation,danger_schur_violation
12,random_23,7.5,-30.41118032875522,6.202863083749313e-14,3.8444920225989665,2,20,False,True,True,False
12,random_23,7.75,-31.926077181552085,1.363580717581838e-14,4.197303599464803,2,20,False,True,True,False
12,random_23,8.0,-33.4412914594666,2.996619845999682e-15,4.539694191608543,2,20,False,True,True,False
12,random_23,10.0,-45.544669151923046,1.660357113685629e-20,6.950236949296228,2,20,False,True,True,False
12,random_23,12.0,-57.58625046061523,9.786089682867487e-26,8.949070503235497,2,20,False,True,True,False
12,random_23,16.0,-81.49510356310348,4.046934919860069e-36,12.40521311206303,2,20,False,True,True,False
12,random_23,20.0,-105.23916758727344,1.9733777934778925e-46,15.624026360081448,2,20,False,True,True,False
12,random_23,24.0,-128.87492272714024,1.0723392536350252e-56,18.782697650212537,2,20,False,True,True,False
12,random_24,0.0,0.0,1.0,0.0,0,1,True,False,False,False
12,random_24,0.1,-0.0036786655030267568,0.9963280924975672,-1.1736013151953395e-09,0,4,False,True,False,False
12,random_24,0.2,-0.014642356594487538,0.9854643214017105,-4.70364990775059e-09,0,4,False,True,False,False
12,random_24,0.30000000000000004,-0.03277310485098717,0.9677581143016933,-1.0586522142660845e-08,0,4,False,True,False,False
12,random_24,0.4,-0.05794083414032691,0.9437057809488717,-1.880808212259916e-08,0,4,False,True,False,False
12,random_24,0.5,-0.09000414059365891,0.9139274010613923,-2.9367185138963706e-08,0,4,False,True,False,False
12,random_24,0.6000000000000001,-0.128811140066178,0.8791399841871887,-4.230740301907649e-08,0,4,False,True,False,False
12,random_24,0.7000000000000001,-0.174200371383205,0.8401285430740285,-5.7755818103441536e-08,0,4,False,True,False,False
12,random_24,0.8,-0.22600174315201382,0.7977167111229708,-7.596747716663637e-08,0,4,False,True,False,False
12,random_24,0.9,-0.2840375116984726,0.7527384076804124,-9.737388987567324e-08,0,4,False,True,False,False
12,random_24,1.0,-0.34812327775281915,0.7060118352968712,-1.226338047929977e-07,0,4,False,True,False,False
12,random_24,1.25,-0.533548009479305,0.5865202940776554,-2.0961200388835282e-07,0,4,False,True,False,False
12,random_24,1.5,-0.7525078561316647,0.4711834095818423,-3.519595715085066e-07,0,4,False,True,False,False
12,random_24,1.75,-1.001837004010718,0.36720426550262514,0.0001624901436282424,9,10,False,True,True,False
12,random_24,2.0,-1.2783651257718525,0.27849222824370085,0.002564242376221422,1,10,False,True,True,False
12,random_24,2.25,-1.578989424104729,0.20618335688703354,0.011497831725960117,10,11,False,True,True,False
12,random_24,2.5,-1.9007324174850577,0.1494591126578571,0.025570274490832944,10,13,False,True,True,False
12,random_24,2.75,-2.2407852193728566,0.10637494391015187,0.050048258218185565,10,22,False,True,True,False
12,random_24,3.0,-2.5965372600176924,0.0745312141088688,0.07952907500863941,10,22,False,True,True,False
12,random_24,3.25,-2.965594170194663,0.051529842650671724,0.11609504612167759,10,20,False,True,True,False
12,random_24,3.5,-3.345785917835345,0.03523251441232437,0.15880801701559094,10,20,False,True,True,False
12,random_24,3.75,-3.7351673401327155,0.023869176463370268,0.21067684667175832,0,10,False,True,True,False
12,random_24,4.0,-4.132013043304488,0.016050535855876093,0.28182251300524835,0,10,False,True,True,False
12,random_24,4.25,-4.53480834516737,0.010728963287143145,0.35591973434310903,0,10,False,True,True,False
12,random_24,4.5,-4.942237591488073,0.007138607201422115,0.43166152911262695,0,10,False,True,True,False
12,random_24,4.75,-5.353170843664649,0.004733119199234829,0.507781949918705,0,10,False,True,True,False
12,random_24,5.0,-5.766649648681033,0.0031302273268492948,0.6197855095567105,6,10,False,True,True,False
12,random_24,5.25,-6.181872379389778,0.002066554855190881,0.7684987980907888,6,10,False,True,True,False
12,random_24,5.5,-6.598179476113384,0.0013628468757622921,0.9252020173566822,6,10,False,True,True,False
12,random_24,5.75,-7.015038821309974,0.0008982709390449988,1.0889908718760217,6,10,False,True,True,False
12,random_24,6.0,-7.4320314239934975,0.0005919837196832312,1.25897227232087,6,10,False,True,True,False
12,random_24,6.25,-7.848837564326966,0.00039020529327382826,1.4342737189017383,6,10,False,True,True,False
12,random_24,6.5,-8.265223537089977,0.00025731139905072804,1.6140525446278333,6,10,False,True,True,False
12,random_24,6.75,-8.681029124427386,0.00016977625677037637,1.797504599678309,6,10,False,True,True,False
12,random_24,7.0,-9.096155916251309,0.00011209588730971118,1.9838719402075389,6,10,False,True,True,False
12,random_24,7.25,-9.510556577652135,7.406580688910443e-05,2.172449153603692,6,10,False,True,True,False
12,random_24,7.5,-9.924225136644754,4.89737980452692e-05,2.362588073057774,6,10,False,True,True,False
12,random_24,7.75,-10.337188334643198,3.2405307571618116e-05,2.553700774743385,6,10,False,True,True,False
12,random_24,8.0,-10.749498049348983,2.145617555534019e-05,2.745260884830089,6,10,False,True,True,False
12,random_24,10.0,-14.034665856302802,8.031969733120783e-07,4.2497687087294045,6,10,False,True,True,False
12,random_24,12.0,-17.32855730304723,2.9805964780433934e-08,5.7354617846668585,10,21,False,True,True,False
12,random_24,16.0,-24.052867926320136,3.580735035849744e-11,8.536667932649461,10,15,False,True,True,False
12,random_24,20.0,-31.005849168823122,3.4224002523934987e-14,11.04876232645777,10,15,False,True,True,False
12,random_24,24.0,-38.170512232116906,2.6470196554691682e-17,13.981809819821155,3,10,False,True,True,False
12,random_25,0.0,0.0,1.0,0.0,0,1,True,False,False,False
12,random_25,0.1,-0.0037004216607297025,0.9963064164622574,-1.1476560830477472e-10,1,8,False,True,False,False
12,random_25,0.2,-0.014819225564187022,0.9852900387555589,-4.5523446519712725e-10,1,8,False,True,False,False
12,random_25,0.30000000000000004,-0.03337933284811534,0.9671716100339718,-1.0121245146236783e-09,1,8,False,True,False,False
12,random_25,0.4,-0.05939926532424167,0.9423304541630106,-1.7687832693079195e-09,1,8,False,True,False,False
12,random_25,0.5,-0.09289326157281419,0.9112907648480644,-2.6961278063532174e-09,1,8,False,True,False,False
12,random_25,0.6000000000000001,-0.13387135321950616,0.8747025850369378,-3.7453899129004996e-09,1,8,False,True,False,False
12,random_25,0.7000000000000001,-0.18233939830502077,0.8333184655400773,-4.838523237337702e-09,1,8,False,True,False,False
12,random_25,0.8,-0.23829907005027362,0.7879669985213708,-5.856105500707997e-09,1,8,False,True,False,False
12,random_25,0.9,-0.3017478007675578,0.7395245488965856,-6.622556583165055e-09,1,8,False,True,False,False
12,random_25,1.0,-0.3726786821273613,0.6888865488460227,-6.8884940433468735e-09,1,8,False,True,False,False
12,random_25,1.25,-0.5826540327907601,0.5584143481289457,-2.8092963610378467e-09,1,8,False,True,False,False
12,random_25,1.5,-0.8389990687442772,0.4321428523150571,1.6057010944075053e-08,1,8,False,True,True,False
12,random_25,1.75,-1.1411992515650038,0.3194357082445134,0.00011148234393701414,4,7,False,True,True,False
12,random_25,2.0,-1.4885103922779654,0.225708622554872,0.0022394501801392395,0,7,False,True,True,False
12,random_25,2.25,-1.8799354055243285,0.15259996255310176,0.007897783351860428,6,7,False,True,True,False
12,random_25,2.5,-2.3142077410495885,0.09884446340008754,0.019726934646472676,2,7,False,True,True,False
12,random_25,2.75,-2.78978563740864,0.061434381736873225,0.04491390458421631,2,7,False,True,True,False
12,random_25,3.0,-3.3048598437695,0.036704355820052104,0.08118560523520844,5,7,False,True,True,False
12,random_25,3.25,-3.8573756060548607,0.02112336286926521,0.12962584752737702,5,7,False,True,True,False
12,random_25,3.5,-4.445067865227074,0.011736309516604603,0.18638543664407542,7,8,False,True,True,False
12,random_25,3.75,-5.065507082962895,0.006310710037777003,0.2506129605088491,7,8,False,True,True,False
12,random_25,4.0,-5.716152104696993,0.0032923551978813605,0.34040948869953025,7,20,False,True,True,False
12,random_25,4.25,-6.394406068961497,0.0016708779552978396,0.44254250807432,3,7,False,True,True,False
12,random_25,4.5,-7.097671525764572,0.0008270283973320999,0.5649263971417924,7,21,False,True,True,False
12,random_25,4.75,-7.823401498080373,0.00040025788820756273,0.6999062008536803,7,21,False,True,True,False
12,random_25,5.0,-8.56914403473144,0.00018987510676995078,0.8412363058850703,7,21,False,True,True,False
12,random_25,5.25,-9.332578693853609,8.849374434166743e-05,0.9879025614454058,7,21,False,True,True,False
12,random_25,5.5,-10.111544235678291,4.0608049978489414e-05,1.138997612676841,7,21,False,True,True,False
12,random_25,5.75,-10.904057512460113,1.838349121876888e-05,1.2937125493223383,7,21,False,True,True,False
12,random_25,6.0,-11.708324087811185,8.22506722732584e-06,1.499308477372081,7,16,False,True,True,False
12,random_25,6.25,-12.522741495929818,3.6428599075149658e-06,1.7327651818905734,7,16,False,True,True,False
12,random_25,6.5,-13.345896280520844,1.5993771583764344e-06,1.9691847912820826,7,16,False,True,True,False
12,random_25,6.75,-14.176556058579845,6.969472862148717e-07,2.2070628689016525,7,16,False,True,True,False
12,random_25,7.0,-15.013657861482013,3.0175275061066553e-07,2.4450624205990055,7,16,False,True,True,False
12,random_25,7.25,-15.856293938667388,1.2992688878341237e-07,2.682019481280412,7,16,False,True,True,False
12,random_25,7.5,-16.703696088664223,5.567714548518829e-08,2.9169441649338848,7,16,False,True,True,False
12,random_25,7.75,-17.55521942698296,2.3761019693423796e-08,3.1490174153883554,7,16,False,True,True,False
12,random_25,8.0,-18.410326327335536,1.0104082090914847e-08,3.3775838439601973,7,16,False,True,True,False
12,random_25,10.0,-25.340109859790466,9.883940380007637e-12,5.045109393977452,7,16,False,True,True,False
12,random_25,12.0,-32.369690815676634,8.750278944510815e-15,6.448067317567702,7,16,False,True,True,False
12,random_25,16.0,-46.59891539374753,5.785597034023112e-21,9.723263568957018,7,12,False,True,True,False
12,random_25,20.0,-60.94639288923152,3.398739479672263e-27,13.256875693248997,7,12,False,True,True,False
12,random_25,24.0,-75.34153023843439,1.9036590127132442e-33,16.474665012378665,7,13,False,True,True,False
12,random_26,0.0,0.0,1.0,0.0,0,1,True,False,False,False
12,random_26,0.1,-0.0036886549954333603,0.9963181397353643,-2.3723457778397925e-11,8,23,False,True,False,False
12,random_26,0.2,-0.014720444775011998,0.9853873712903667,-9.521786470345222e-11,8,23,False,True,False,False
12,random_26,0.30000000000000004,-0.033030430978002734,0.9675091168923956,-2.149023428687194e-10,8,23,False,True,False,False
12,random_26,0.4,-0.058535961684223814,0.9431443227314905,-3.8398102512970737e-10,8,23,False,True,False,False
12,random_26,0.5,-0.0911374490357062,0.9128922261193986,-6.060733826570401e-10,8,23,False,True,False,False
12,random_26,0.6000000000000001,-0.1307192854698096,0.8774640567323551,-8.89469218612549e-10,8,23,False,True,False,False
12,random_26,0.7000000000000001,-0.17715088053555217,0.8376533893959522,-1.2499769664876302e-09,8,23,False,True,False,False
12,random_26,0.8,-0.23028779856450665,0.7943049697747449,-1.7143255361134966e-09,8,23,False,True,False,False
12,random_26,0.9,-0.2899729763982517,0.7482837886284398,-2.3240719583809927e-09,8,23,False,True,False,False
12,random_26,1.0,-0.35603799993728735,0.7004460028253451,-3.1399595260114833e-09,8,23,False,True,False,False
12,random_26,1.25,-0.5479202061269115,0.5781509957371868,-6.7098953534639875e-09,8,23,False,True,False,False
12,random_26,1.5,-0.7755381342940666,0.4604559271903026,-1.4402631561664415e-08,8,23,False,True,False,False
12,random_26,1.75,-1.0356794228439945,0.3549851139773805,-3.0107083447208153e-08,8,23,False,True,False,False
12,random_26,2.0,-1.3250359239870981,0.2657934105583653,0.0006096275707512532,10,19,False,True,True,False
12,random_26,2.25,-1.6403050877012353,0.19392087039247205,0.0038630440508059956,10,13,False,True,True,False
12,random_26,2.5,-1.9782721573373205,0.1383080054470059,0.013018640240988989,7,10,False,True,True,False
12,random_26,2.75,-2.335872803320152,0.09672602287957739,0.028628938550931255,10,20,False,True,True,False
12,random_26,3.0,-2.7102378455338982,0.06652098311456078,0.04760741273536895,10,20,False,True,True,False
12,random_26,3.25,-3.0987228638240127,0.04510677311463408,0.07918819709404233,10,21,False,True,True,False
12,random_26,3.5,-3.498925866793437,0.03022983686114159,0.11814018565838019,10,21,False,True,True,False
12,random_26,3.75,-3.9086959770596206,0.020066651381407896,0.16011326559336148,10,21,False,True,True,False
12,random_26,4.0,-4.326135523289308,0.013218531620734364,0.2235074371755809,10,23,False,True,True,False
12,random_26,4.25,-4.749597220110541,0.00865518063384176,0.2912339173375212,10,23,False,True,True,False
12,random_26,4.5,-5.177677443011746,0.005641092971286146,0.3620927991279369,10,23,False,True,True,False
12,random_26,4.75,-5.609206091329972,0.003663977066510561,0.4351151601970538,10,23,False,True,True,False
12,random_26,5.0,-6.0432332441480385,0.0023738711870418955,0.509380772336525,10,23,False,True,True,False
12,random_26,5.25,-6.4790127572975384,0.0015353256704334942,0.6428174242839487,0,10,False,True,True,False
12,random_26,5.5,-6.915983078400969,0.000991805956280989,0.7912212957871945,0,10,False,True,True,False
12,random_26,5.75,-7.353745789464605,0.0006401898471256007,0.9466720985720317,0,10,False,True,True,False
12,random_26,6.0,-7.7920426301479155,0.0004130083983806392,1.108051731420827,0,10,False,True,True,False
12,random_26,6.25,-8.230731930014795,0.0002663413156896852,1.2742649382793505,0,10,False,True,True,False
12,random_26,6.5,-8.669765436683115,0.00017169937387609782,1.4442649980410402,0,10,False,True,True,False
12,random_26,6.75,-9.109166458523692,0.00011064690548847326,1.6170754971841361,0,10,False,True,True,False
12,random_26,7.0,-9.54901006764705,7.127178239970927e-05,1.7918068391153312,0,10,False,True,True,False
12,random_26,7.25,-9.989405873058232,4.588345914494216e-05,1.9676669212879305,0,10,False,True,True,False
12,random_26,7.5,-10.430483621263448,2.951878784419928e-05,2.1439661270163777,0,10,False,True,True,False
12,random_26,7.75,-10.872381651094162,1.8975124924001455e-05,2.3201173164801814,0,10,False,True,True,False
12,random_26,8.0,-11.315238046156107,1.2185814286554139e-05,2.495631817448407,0,10,False,True,True,False
12,random_26,10.0,-14.905601894813149,3.361857861540454e-07,3.8441542104366633,0,10,False,True,True,False
12,random_26,12.0,-18.597926735658426,8.375737229902492e-09,5.070783060867574,0,10,False,True,True,False
12,random_26,16.0,-26.262731706472362,3.928624676156822e-12,7.89285690427681,10,15,False,True,True,False
12,random_26,20.0,-34.20257039781606,1.399627314276813e-15,10.547769929828492,10,15,False,True,True,False
12,random_26,24.0,-42.33433389685714,4.1155927504190097e-19,12.98531852067787,10,15,False,True,True,False
12,random_27,0.0,0.0,1.0,0.0,0,1,True,False,False,False
12,random_27,0.1,-0.0036868914589414103,0.9963198967803106,-4.413089457618539e-09,3,8,False,True,False,False
12,random_27,0.2,-0.014716434844778803,0.9853913226329005,-1.8768346767325477e-08,3,8,False,True,False,False
12,random_27,0.30000000000000004,-0.03305043414752529,0.9674897638370777,-4.4768958748875694e-08,3,8,False,True,False,False
12,random_27,0.4,-0.05866141768587596,0.9430260070376418,-8.414850027638891e-08,3,8,False,True,False,False
12,random_27,0.5,-0.09153176986291278,0.9125323246646277,-1.3866165636888242e-07,3,8,False,True,False,False
12,random_27,0.6000000000000001,-0.1316527494814821,0.8766453577863086,-2.1007677902538428e-07,3,8,False,True,False,False
12,random_27,0.7000000000000001,-0.17902341109533904,0.8360863254712356,-3.0017048312174407e-07,3,8,False,True,False,False
12,random_27,0.8,-0.23364944601018944,0.791639279567687,-4.107245166607315e-07,3,8,False,True,False,False
12,random_27,0.9,-0.29554195965497243,0.7441281907059085,-5.435251558852345e-07,3,8,False,True,False,False
12,random_27,1.0,-0.36471620211504696,0.6943936903776137,-7.00365372650161e-07,3,8,False,True,False,False
12,random_27,1.25,-0.5696315705575685,0.5657338333085955,-1.2095357842616303e-06,3,8,False,True,False,False
12,random_27,1.5,-0.8204729726055717,0.4402233916539856,-1.9093040029722024e-06,3,8,False,True,False,False
12,random_27,1.75,-1.117473461310805,0.32710519541209926,0.0057841733534073885,6,22,False,True,True,False
12,random_27,2.0,-1.4606867153997731,0.2320768492497472,0.018848564919406122,6,15,False,True,True,False
12,random_27,2.25,-1.84989145898159,0.15725423392204224,0.042361831033585394,6,20,False,True,True,False
12,random_27,2.5,-2.2845214253316914,0.1018227802510038,0.07742411759495568,6,12,False,True,True,False
12,random_27,2.75,-2.7636248972261663,0.06306275752520846,0.12623138361672084,0,6,False,True,True,False
12,random_27,3.0,-3.285854805682174,0.037408594343410956,0.19042477549721265,6,11,False,True,True,False
12,random_27,3.25,-3.8494873102091205,0.021290649139177845,0.2707425759751973,6,19,False,True,True,False
12,random_27,3.5,-4.452464192251394,0.011649824164603705,0.3643549578769292,6,19,False,True,True,False
12,random_27,3.75,-5.092452648128601,0.006142934937815081,0.4640394306969652,6,19,False,True,True,False
12,random_27,4.0,-5.766915351597575,0.0031293957268032813,0.5761971124833585,6,16,False,True,True,False
12,random_27,4.25,-6.473183928280084,0.001544300953536414,0.7192544319929577,6,16,False,True,True,False
12,random_27,4.5,-7.20853002191154,0.0007402444992752705,0.8684649421950266,6,16,False,True,True,False
12,random_27,4.75,-7.970229616965553,0.0003455996212463919,1.0282234649984001,5,6,False,True,True,False
12,random_27,5.0,-8.755617891213937,0.00015757360252885636,1.2133396873516982,5,6,False,True,True,False
12,random_27,5.25,-9.562133347829615,7.034257330153716e-05,1.403722899971197,5,6,False,True,True,False
12,random_27,5.5,-10.38735116018115,3.0819863402708064e-05,1.6085653752140179,6,9,False,True,True,False
12,random_27,5.75,-11.229006491252658,1.3283252971315936e-05,1.8553405212445162,6,9,False,True,True,False
12,random_27,6.0,-12.085009037016452,5.6434835240192516e-06,2.1068090892047246,6,9,False,True,True,False
12,random_27,6.25,-12.953450248601186,2.368034554916385e-06,2.361690972079678,6,9,False,True,True,False
12,random_27,6.5,-13.832604690129308,9.8305114354695e-07,2.618858353609659,6,9,False,True,True,False
12,random_27,6.75,-14.720926864913157,4.043735065561478e-07,2.8773169061437445,6,9,False,True,True,False
12,random_27,7.0,-15.617044656727824,1.650454978142003e-07,3.1361878912551653,6,9,False,True,True,False
12,random_27,7.25,-16.519750331964822,6.692117973390833e-08,3.3946929176116876,6,9,False,True,True,False
12,random_27,7.5,-17.427989861914828,2.6984860190024154e-08,3.6521421851705993,6,9,False,True,True,False
12,random_27,7.75,-18.340851166764924,1.0831024665766428e-08,3.907926288788917,6,9,False,True,True,False
12,random_27,8.0,-19.25755175779819,4.330634552281053e-09,4.161511108607749,6,9,False,True,True,False
12,random_27,10.0,-26.668530611062156,2.618209022601192e-12,6.103514600962756,3,6,False,True,True,False
12,random_27,12.0,-34.13299036982329,1.5004814527178907e-15,8.391350372461115,3,6,False,True,True,False
12,random_27,16.0,-49.117283804493994,4.662669981087105e-22,12.107571092377448,3,6,False,True,True,False
12,random_27,20.0,-64.14810001186076,1.3830380873623725e-28,15.684610194971038,6,17,False,True,True,False
12,random_27,24.0,-79.20137576601923,4.011248296544605e-35,19.902760410294878,6,17,False,True,True,False
12,random_28,0.0,0.0,1.0,0.0,0,1,True,False,False,False
12,random_28,0.1,-0.003707930131112036,0.996298935753122,-4.293328532923724e-10,4,12,False,True,False,False
12,random_28,0.2,-0.014877088249525272,0.9852330288774678,-1.7315740487976776e-09,4,12,False,True,False,False
12,random_28,0.30000000000000004,-0.033566787613844795,0.9669903260981924,-3.920295355350352e-09,4,12,False,True,False,False
12,random_28,0.4,-0.05982416765768228,0.9419301408072269,-7.000602726224471e-09,4,12,False,True,False,False
12,random_28,0.5,-0.09368360306569823,0.9105708184837408,-1.0973781495473925e-08,4,12,False,True,False,False
12,random_28,0.6000000000000001,-0.13516619680534614,0.8735707149606822,-1.584562697505399e-08,4,12,False,True,False,False
12,random_28,0.7000000000000001,-0.18427936641978349,0.8317034213611071,-2.1639945721659405e-08,4,12,False,True,False,False
12,random_28,0.8,-0.24101653130493172,0.7858286355081701,-2.8419026422113522e-08,4,12,False,True,False,False
12,random_28,0.9,-0.305356906882702,0.7368603369286395,-3.6313120114579226e-08,4,12,False,True,False,False
12,random_28,1.0,-0.37726540959626664,0.6857340493443745,-4.556112714922856e-08,4,12,False,True,False,False
12,random_28,1.25,-0.5897884967011766,0.5544445391832704,-7.783450766444324e-08,4,12,False,True,False,False
12,random_28,1.5,-0.8481125294485965,0.42822242686772194,-1.3629441494161115e-07,4,12,False,True,False,False
12,random_28,1.75,-1.1505663819455627,0.3164574828067072,-2.553777132588647e-07,4,12,False,True,False,False
12,random_28,2.0,-1.495013786928551,0.22424551305235668,0.002254015993653265,16,20,False,True,True,False
12,random_28,2.25,-1.8789237938494043,0.1527544125653598,0.009572096591971141,3,16,False,True,True,False
12,random_28,2.5,-2.299451555250756,0.1003138452404769,0.023180378319776943,16,21,False,True,True,False
12,random_28,2.75,-2.7535226984809196,0.06370305881513985,0.04429744613695231,10,16,False,True,True,False
12,random_28,3.0,-3.237915619726251,0.03924561268505066,0.08818652984679479,10,16,False,True,True,False
12,random_28,3.25,-3.749337795710206,0.023533324565776174,0.13934160661408254,10,16,False,True,True,False
12,random_28,3.5,-4.284494206849335,0.013780589886847076,0.19982543383985035,16,22,False,True,True,False
12,random_28,3.75,-4.840147780006236,0.00790588563343294,0.26924323501695496,16,22,False,True,True,False
12,random_28,4.0,-5.413173047308916,0.004457473972368251,0.3525404477574459,4,16,False,True,True,False
12,random_28,4.25,-6.000604758651316,0.0024772535830324574,0.45894197312532914,4,16,False,True,True,False
12,random_28,4.5,-6.599682904041415,0.0013607994731544171,0.593615079229008,9,16,False,True,True,False
12,random_28,4.75,-7.207894592307107,0.0007407150220208376,0.7417824231870235,9,16,False,True,True,False
12,random_28,5.0,-7.82301177559554,0.00040041390810658566,0.9017451276462399,11,16,False,True,True,False
12,random_28,5.25,-8.443122352078404,0.00021537661769583627,1.0728470985699965,11,16,False,True,True,False
12,random_28,5.5,-9.066651246101767,0.00011545251407373145,1.2525785250010648,11,16,False,True,True,False
12,random_28,5.75,-9.692368089644152,6.175299450374857e-05,1.4462331422486694,13,16,False,True,True,False
12,random_28,6.0,-10.319379266437466,3.298758542775248e-05,1.6471855872697154,13,16,False,True,True,False
12,random_28,6.25,-10.947104095800086,1.7608935325529076e-05,1.8518259667544446,13,16,False,True,True,False
12,random_28,6.5,-11.575237257473571,9.395898840333729e-06,2.0583823982633263,13,16,False,True,True,False
12,random_28,6.75,-12.203701506378753,5.011869762625263e-06,2.265201658448796,13,16,False,True,True,False
12,random_28,7.0,-12.832595773068658,2.6722338883149744e-06,2.470823707006486,13,16,False,True,True,False
12,random_28,7.25,-13.46214371488129,1.4238533784016534e-06,2.674031395838597,13,16,False,True,True,False
12,random_28,7.5,-14.092646855255872,7.579511833765198e-07,2.874025984816933,16,23,False,True,True,False
12,random_28,7.75,-14.724445023447593,4.0295335607504335e-07,3.0719187386065285,16,23,False,True,True,False
12,random_28,8.0,-15.35788531208955,2.1387260304027498e-07,3.2653662131058607,16,23,False,True,True,False
12,random_28,10.0,-20.51665817957155,1.2295000918445765e-09,4.648304681490995,16,23,False,True,True,False
12,random_28,12.0,-25.875594072270218,5.785918054066281e-12,5.818132922763018,16,23,False,True,True,False
12,random_28,16.0,-37.09955205277958,7.724480166207092e-17,9.456303510157051,16,19,False,True,True,False
12,random_28,20.0,-48.72437516365194,6.906734031126322e-22,12.539530086524827,16,19,False,True,True,False
12,random_28,24.0,-60.531864620192934,5.144524219398785e-27,15.614225426642976,15,16,False,True,True,False
12,random_29,0.0,0.0,1.0,0.0,0,1,True,False,False,False
12,random_29,0.1,-0.0037271290328302342,0.9962798080913883,-4.594350410432524e-10,6,14,False,True,False,False
12,random_29,0.2,-0.015035553599843432,0.9850769159499732,-1.9547883589340067e-09,6,14,False,True,False,False
12,random_29,0.30000000000000004,-0.03411832601229836,0.9664571408520004,-4.665083788601313e-09,6,14,False,True,False,False
12,random_29,0.4,-0.06117168973884368,0.9406617239453766,-8.774007979695112e-09,6,14,False,True,False,False
12,random_29,0.5,-0.09639481359205604,0.9081054129226247,-1.4470814396619534e-08,6,14,False,True,False,False
12,random_29,0.6000000000000001,-0.13998939909379704,0.8693674514327652,-2.195203678484254e-08,6,14,False,True,False,False
12,random_29,0.7000000000000001,-0.19215914657773947,0.8251755341789575,-3.142373947367901e-08,6,14,False,True,False,False
12,random_29,0.8,-0.25310906742954664,0.77638319908589,-4.3103978589502314e-08,6,14,False,True,False,False
12,random_29,0.9,-0.3230446323946605,0.7239415424022089,-5.722511138206367e-08,6,14,False,True,False,False
12,random_29,1.0,-0.4021707491208044,0.6688665275677845,-7.403557211420517e-08,6,14,False,True,False,False
12,random_29,1.25,-0.6415197963231982,0.5264916556123294,-1.2960923852441882e-07,6,14,False,True,False,False
12,random_29,1.5,-0.9426271039137344,0.3896029622569503,-2.0823831538984272e-07,6,14,False,True,False,False
12,random_29,1.75,-1.308261924503288,0.270289431800003,-3.147013291844605e-07,6,14,False,True,False,False
12,random_29,2.0,-1.7407192707021846,0.17539419932708342,0.00021371220617461616,18,20,False,True,True,False
12,random_29,2.25,-2.241623503649002,0.10628580883278278,0.002994419356875232,16,19,False,True,True,False
12,random_29,2.5,-2.8117481408195593,0.06009983752716671,0.00908475235498718,16,19,False,True,True,False
12,random_29,2.75,-3.4508792804657524,0.03171773532834943,0.026733904963435078,2,16,False,True,True,False
12,random_29,3.0,-4.1577461190409135,0.015642775170433058,0.05540597673437756,5,16,False,True,True,False
12,random_29,3.25,-4.9300323368853505,0.0072262696025466085,0.09442260622112272,0,16,False,True,True,False
12,random_29,3.5,-5.764468833562729,0.0031370612229509078,0.14385418579293716,1,20,False,True,True,False
12,random_29,3.75,-6.656994938219467,0.0012850020848055924,0.20424238371274506,1,20,False,True,True,False
12,random_29,4.0,-7.602965324270063,0.00049896963075758,0.2825709067272212,3,20,False,True,True,False
12,random_29,4.25,-8.597375593140644,0.00018458959674570272,0.379466350620772,20,22,False,True,True,False
12,random_29,4.5,-9.635081039669103,6.539393507424944e-05,0.4888501662719316,20,22,False,True,True,False
12,random_29,4.75,-10.710988951290826,2.229854894623631e-05,0.6013638309245299,20,22,False,True,True,False
12,random_29,5.0,-11.820212602253665,7.3543939851564164e-06,0.7157445812195752,20,22,False,True,True,False
12,random_29,5.25,-12.958182714161726,2.3568543886810327e-06,0.8565374864221003,11,20,False,True,True,False
12,random_29,5.5,-14.120718142637077,7.369703747578779e-07,0.9989538457416396,11,20,False,True,True,False
12,random_29,5.75,-15.304061368119406,2.2569950007584704e-07,1.140596044557686,11,20,False,True,True,False
12,random_29,6.0,-16.504886143751047,6.792333843102236e-08,1.2808470868602984,11,20,False,True,True,False
12,random_29,6.25,-17.72028487439032,2.0145500486839972e-08,1.4210562401949784,14,20,False,True,True,False
12,random_29,6.5,-18.947742547868092,5.903369496978891e-09,1.6737596852868524,7,20,False,True,True,False
12,random_29,6.75,-20.18510281551769,1.7128574879030173e-09,1.9281661106082897,7,20,False,True,True,False
12,random_29,7.0,-21.430530482831067,4.929908593987501e-10,2.1789857238933847,7,20,False,True,True,False
12,random_29,7.25,-22.682473437729517,1.409700812574148e-10,2.4254859918160143,7,20,False,True,True,False
12,random_29,7.5,-23.93962601513387,4.0100752542995615e-11,2.667189163691893,7,20,False,True,True,False
12,random_29,7.75,-25.20089499891981,1.1360314718570134e-11,2.9038197832496193,7,20,False,True,True,False
12,random_29,8.0,-26.465368880153477,3.2080145828658818e-12,3.1352596359282625,7,20,False,True,True,False
12,random_29,10.0,-36.62849977767394,1.2372135454371247e-16,4.813397051126962,7,20,False,True,True,False
12,random_29,12.0,-46.78300929672196,4.812793362285501e-21,6.263988622036949,7,20,False,True,True,False
12,random_29,16.0,-66.96228018875287,8.291845824089601e-30,8.841493249701678,7,20,False,True,True,False
12,random_29,20.0,-87.00789906795389,1.6328622652497935e-38,11.248617826947449,7,20,False,True,True,False
12,random_29,24.0,-106.97094741356635,3.4922700090024364e-47,13.590623687640823,7,20,False,True,True,False
