transfer_edge_id,source_signature_class_id,target_signature_class_id,shared_active_atom_count,source_carrier_atom_mask,target_carrier_atom_mask,source_signature_flow_mass_x1e12,target_signature_flow_mass_x1e12,source_to_target_probability_x1e12,target_to_source_probability_x1e12,undirected_stationary_flux_x1e12
3239,30,127,1,128,524416,2844766060,4603015246,9413179051,2929695811,26231500
3240,30,128,1,128,524416,2844766060,4603015246,9413179051,2929695811,26231500
3241,30,129,1,128,524416,2844766060,4603015246,9413179051,2929695811,26231500
3242,30,134,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3243,30,135,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3244,30,136,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3245,30,137,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3246,30,138,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3247,30,139,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3248,30,140,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3249,30,141,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3250,30,142,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3251,30,143,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3252,30,144,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3253,30,151,1,128,524416,2844766060,4603015246,9413179051,2929695811,26231500
3254,30,152,1,128,524416,2844766060,4603015245,9413179049,2929695811,26231500
3255,30,153,1,128,524416,2844766060,4603015245,9413179049,2929695811,26231500
3256,30,154,1,128,524416,2844766060,4603015245,9413179049,2929695811,26231500
3257,30,155,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3258,30,156,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3259,30,157,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3260,30,158,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3261,30,159,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3262,30,160,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3263,30,161,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3264,30,162,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3265,30,163,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3266,30,164,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3267,30,165,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3268,30,166,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3269,30,167,1,128,526464,2844766060,5739846883,11738002928,2263173480,32710036
3270,30,168,1,128,526464,2844766060,5739846883,11738002928,2263173480,32710036
3271,30,169,1,128,526464,2844766060,5739846883,11738002928,2263173480,32710036
3272,30,170,1,128,526464,2844766060,5739846883,11738002928,2263173480,32710036
3273,30,171,1,128,526464,2844766060,5739846883,11738002928,2263173480,32710036
3274,30,172,1,128,526464,2844766060,5739846883,11738002928,2263173480,32710036
3275,31,32,1,128,128,2844766060,2844766060,5817554549,5817554549,16211652
3276,31,33,1,128,128,2844766060,2844766060,5817554549,5817554549,16211652
3277,31,34,1,128,128,2844766060,2844766060,5817554549,5817554549,16211652
3278,31,35,1,128,128,2844766060,2844766060,5817554549,5817554549,16211652
3279,31,36,1,128,128,2844766060,2844766060,5817554549,5817554549,16211652
3280,31,37,1,128,128,2844766060,2844766060,5817554549,5817554549,16211652
3281,31,38,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3282,31,93,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3283,31,94,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3284,31,95,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3285,31,96,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3286,31,97,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3287,31,98,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3288,31,99,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3289,31,106,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3290,31,107,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3291,31,108,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3292,31,109,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3293,31,110,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3294,31,111,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3295,31,112,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3296,31,113,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3297,31,114,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3298,31,115,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3299,31,116,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3300,31,117,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3301,31,118,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3302,31,119,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3303,31,120,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3304,31,121,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3305,31,122,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3306,31,123,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3307,31,124,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3308,31,125,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3309,31,126,1,128,524416,2844766060,4603015247,9413179053,2929695811,26231500
3310,31,127,1,128,524416,2844766060,4603015246,9413179051,2929695811,26231500
3311,31,128,1,128,524416,2844766060,4603015246,9413179051,2929695811,26231500
3312,31,129,1,128,524416,2844766060,4603015246,9413179051,2929695811,26231500
3313,31,134,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3314,31,135,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3315,31,136,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3316,31,137,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3317,31,138,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3318,31,139,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3319,31,140,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3320,31,141,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3321,31,142,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3322,31,143,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3323,31,144,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3324,31,151,1,128,524416,2844766060,4603015246,9413179051,2929695811,26231500
3325,31,152,1,128,524416,2844766060,4603015245,9413179049,2929695811,26231500
3326,31,153,1,128,524416,2844766060,4603015245,9413179049,2929695811,26231500
3327,31,154,1,128,524416,2844766060,4603015245,9413179049,2929695811,26231500
3328,31,155,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3329,31,156,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3330,31,157,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3331,31,158,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3332,31,159,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3333,31,160,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3334,31,161,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3335,31,162,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3336,31,163,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3337,31,164,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3338,31,165,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3339,31,166,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3340,31,167,1,128,526464,2844766060,5739846883,11738002928,2263173480,32710036
3341,31,168,1,128,526464,2844766060,5739846883,11738002928,2263173480,32710036
3342,31,169,1,128,526464,2844766060,5739846883,11738002928,2263173480,32710036
3343,31,170,1,128,526464,2844766060,5739846883,11738002928,2263173480,32710036
3344,31,171,1,128,526464,2844766060,5739846883,11738002928,2263173480,32710036
3345,31,172,1,128,526464,2844766060,5739846883,11738002928,2263173480,32710036
3346,32,33,1,128,128,2844766060,2844766060,5817554549,5817554549,16211652
3347,32,34,1,128,128,2844766060,2844766060,5817554549,5817554549,16211652
3348,32,35,1,128,128,2844766060,2844766060,5817554549,5817554549,16211652
3349,32,36,1,128,128,2844766060,2844766060,5817554549,5817554549,16211652
3350,32,37,1,128,128,2844766060,2844766060,5817554549,5817554549,16211652
3351,32,38,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3352,32,93,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3353,32,94,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3354,32,95,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3355,32,96,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3356,32,97,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3357,32,98,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3358,32,99,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3359,32,106,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3360,32,107,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3361,32,108,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3362,32,109,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3363,32,110,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3364,32,111,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3365,32,112,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3366,32,113,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3367,32,114,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3368,32,115,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3369,32,116,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3370,32,117,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3371,32,118,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3372,32,119,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3373,32,120,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3374,32,121,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3375,32,122,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3376,32,123,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3377,32,124,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3378,32,125,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3379,32,126,1,128,524416,2844766060,4603015247,9413179053,2929695811,26231500
3380,32,127,1,128,524416,2844766060,4603015246,9413179051,2929695811,26231500
3381,32,128,1,128,524416,2844766060,4603015246,9413179051,2929695811,26231500
3382,32,129,1,128,524416,2844766060,4603015246,9413179051,2929695811,26231500
3383,32,134,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3384,32,135,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3385,32,136,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3386,32,137,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3387,32,138,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3388,32,139,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3389,32,140,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3390,32,141,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3391,32,142,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3392,32,143,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3393,32,144,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3394,32,151,1,128,524416,2844766060,4603015246,9413179051,2929695811,26231500
3395,32,152,1,128,524416,2844766060,4603015245,9413179049,2929695811,26231500
3396,32,153,1,128,524416,2844766060,4603015245,9413179049,2929695811,26231500
3397,32,154,1,128,524416,2844766060,4603015245,9413179049,2929695811,26231500
3398,32,155,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3399,32,156,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3400,32,157,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3401,32,158,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3402,32,159,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3403,32,160,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3404,32,161,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3405,32,162,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3406,32,163,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3407,32,164,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3408,32,165,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3409,32,166,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3410,32,167,1,128,526464,2844766060,5739846883,11738002928,2263173480,32710036
3411,32,168,1,128,526464,2844766060,5739846883,11738002928,2263173480,32710036
3412,32,169,1,128,526464,2844766060,5739846883,11738002928,2263173480,32710036
3413,32,170,1,128,526464,2844766060,5739846883,11738002928,2263173480,32710036
3414,32,171,1,128,526464,2844766060,5739846883,11738002928,2263173480,32710036
3415,32,172,1,128,526464,2844766060,5739846883,11738002928,2263173480,32710036
3416,33,34,1,128,128,2844766060,2844766060,5817554549,5817554549,16211652
3417,33,35,1,128,128,2844766060,2844766060,5817554549,5817554549,16211652
3418,33,36,1,128,128,2844766060,2844766060,5817554549,5817554549,16211652
3419,33,37,1,128,128,2844766060,2844766060,5817554549,5817554549,16211652
3420,33,38,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3421,33,93,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3422,33,94,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3423,33,95,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3424,33,96,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3425,33,97,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3426,33,98,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3427,33,99,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3428,33,106,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3429,33,107,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3430,33,108,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3431,33,109,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3432,33,110,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3433,33,111,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3434,33,112,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3435,33,113,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3436,33,114,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3437,33,115,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3438,33,116,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3439,33,117,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3440,33,118,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3441,33,119,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3442,33,120,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3443,33,121,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3444,33,122,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3445,33,123,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3446,33,124,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3447,33,125,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3448,33,126,1,128,524416,2844766060,4603015247,9413179053,2929695811,26231500
3449,33,127,1,128,524416,2844766060,4603015246,9413179051,2929695811,26231500
3450,33,128,1,128,524416,2844766060,4603015246,9413179051,2929695811,26231500
3451,33,129,1,128,524416,2844766060,4603015246,9413179051,2929695811,26231500
3452,33,134,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3453,33,135,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3454,33,136,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3455,33,137,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3456,33,138,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3457,33,139,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3458,33,140,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3459,33,141,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3460,33,142,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3461,33,143,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3462,33,144,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3463,33,151,1,128,524416,2844766060,4603015246,9413179051,2929695811,26231500
3464,33,152,1,128,524416,2844766060,4603015245,9413179049,2929695811,26231500
3465,33,153,1,128,524416,2844766060,4603015245,9413179049,2929695811,26231500
3466,33,154,1,128,524416,2844766060,4603015245,9413179049,2929695811,26231500
3467,33,155,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3468,33,156,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3469,33,157,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3470,33,158,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3471,33,159,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3472,33,160,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3473,33,161,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3474,33,162,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3475,33,163,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3476,33,164,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3477,33,165,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3478,33,166,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3479,33,167,1,128,526464,2844766060,5739846883,11738002928,2263173480,32710036
3480,33,168,1,128,526464,2844766060,5739846883,11738002928,2263173480,32710036
3481,33,169,1,128,526464,2844766060,5739846883,11738002928,2263173480,32710036
3482,33,170,1,128,526464,2844766060,5739846883,11738002928,2263173480,32710036
3483,33,171,1,128,526464,2844766060,5739846883,11738002928,2263173480,32710036
3484,33,172,1,128,526464,2844766060,5739846883,11738002928,2263173480,32710036
3485,34,35,1,128,128,2844766060,2844766060,5817554549,5817554549,16211652
3486,34,36,1,128,128,2844766060,2844766060,5817554549,5817554549,16211652
3487,34,37,1,128,128,2844766060,2844766060,5817554549,5817554549,16211652
3488,34,38,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3489,34,93,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3490,34,94,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3491,34,95,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3492,34,96,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3493,34,97,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3494,34,98,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3495,34,99,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3496,34,106,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3497,34,107,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3498,34,108,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3499,34,109,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3500,34,110,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3501,34,111,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3502,34,112,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3503,34,113,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3504,34,114,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3505,34,115,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3506,34,116,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3507,34,117,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3508,34,118,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3509,34,119,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3510,34,120,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3511,34,121,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3512,34,122,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3513,34,123,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3514,34,124,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3515,34,125,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3516,34,126,1,128,524416,2844766060,4603015247,9413179053,2929695811,26231500
3517,34,127,1,128,524416,2844766060,4603015246,9413179051,2929695811,26231500
3518,34,128,1,128,524416,2844766060,4603015246,9413179051,2929695811,26231500
3519,34,129,1,128,524416,2844766060,4603015246,9413179051,2929695811,26231500
3520,34,134,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3521,34,135,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3522,34,136,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3523,34,137,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3524,34,138,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3525,34,139,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3526,34,140,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3527,34,141,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3528,34,142,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3529,34,143,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3530,34,144,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3531,34,151,1,128,524416,2844766060,4603015246,9413179051,2929695811,26231500
3532,34,152,1,128,524416,2844766060,4603015245,9413179049,2929695811,26231500
3533,34,153,1,128,524416,2844766060,4603015245,9413179049,2929695811,26231500
3534,34,154,1,128,524416,2844766060,4603015245,9413179049,2929695811,26231500
3535,34,155,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3536,34,156,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3537,34,157,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3538,34,158,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3539,34,159,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3540,34,160,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3541,34,161,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3542,34,162,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3543,34,163,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3544,34,164,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3545,34,165,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3546,34,166,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3547,34,167,1,128,526464,2844766060,5739846883,11738002928,2263173480,32710036
3548,34,168,1,128,526464,2844766060,5739846883,11738002928,2263173480,32710036
3549,34,169,1,128,526464,2844766060,5739846883,11738002928,2263173480,32710036
3550,34,170,1,128,526464,2844766060,5739846883,11738002928,2263173480,32710036
3551,34,171,1,128,526464,2844766060,5739846883,11738002928,2263173480,32710036
3552,34,172,1,128,526464,2844766060,5739846883,11738002928,2263173480,32710036
3553,35,36,1,128,128,2844766060,2844766060,5817554549,5817554549,16211652
3554,35,37,1,128,128,2844766060,2844766060,5817554549,5817554549,16211652
3555,35,38,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3556,35,93,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3557,35,94,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3558,35,95,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3559,35,96,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3560,35,97,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3561,35,98,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3562,35,99,1,128,146,2844766060,5182662233,10598558761,2334144559,29534772
3563,35,106,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3564,35,107,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3565,35,108,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3566,35,109,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3567,35,110,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3568,35,111,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3569,35,112,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3570,35,113,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3571,35,114,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3572,35,115,1,128,524434,2844766060,6940911420,14194183265,1678406111,39554620
3573,35,116,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3574,35,117,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3575,35,118,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3576,35,119,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3577,35,120,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3578,35,121,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3579,35,122,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3580,35,123,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3581,35,124,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3582,35,125,1,128,524434,2844766060,6940911419,14194183263,1678406111,39554620
3583,35,126,1,128,524416,2844766060,4603015247,9413179053,2929695811,26231500
3584,35,127,1,128,524416,2844766060,4603015246,9413179051,2929695811,26231500
3585,35,128,1,128,524416,2844766060,4603015246,9413179051,2929695811,26231500
3586,35,129,1,128,524416,2844766060,4603015246,9413179051,2929695811,26231500
3587,35,134,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3588,35,135,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3589,35,136,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3590,35,137,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3591,35,138,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3592,35,139,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3593,35,140,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3594,35,141,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3595,35,142,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3596,35,143,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3597,35,144,1,128,128,2844766060,2844766060,5817554548,5817554549,16211652
3598,35,151,1,128,524416,2844766060,4603015246,9413179051,2929695811,26231500
3599,35,152,1,128,524416,2844766060,4603015245,9413179049,2929695811,26231500
3600,35,153,1,128,524416,2844766060,4603015245,9413179049,2929695811,26231500
3601,35,154,1,128,524416,2844766060,4603015245,9413179049,2929695811,26231500
3602,35,155,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3603,35,156,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3604,35,157,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3605,35,158,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
3606,35,159,1,128,526464,2844766060,5739846884,11738002930,2263173480,32710036
