plane_id,row_vector_id,col_vector_id,gram_value
0,0,0,5578631728
0,0,1,2357260089
0,0,2,0
0,1,0,2357260089
0,1,1,1436794764
0,1,2,1004158646
0,2,0,0
0,2,1,1004158646
0,2,2,5442054750
1,0,0,-5578631728
1,0,1,-2357260089
1,0,2,0
1,1,0,-2357260089
1,1,1,-1436794764
1,1,2,0
1,2,0,0
1,2,1,0
1,2,2,-9759376608
