edge_id,from_sample_count,from_sum_value,to_sample_count,to_sum_value,transport_mass_digits,transport_mass_mod_1000000007,transport_mass_mod_1000000009,row_prob_num_digits,row_prob_den_digits,row_prob_num_mod_1000000007,row_prob_den_mod_1000000007,row_prob_num_mod_1000000009,row_prob_den_mod_1000000009
393,13,21,14,24,40,976340230,115872106,11,15,377615886,472716732,377615810,472488738
394,13,22,14,24,44,843271829,216127793,15,15,100524125,787861220,100144181,787481230
395,13,22,14,25,40,879632534,75074928,11,15,687337095,787861220,687337049,787481230
396,13,23,14,25,45,972666269,810258136,14,14,67927548,929287078,67800890,929160416
397,13,23,14,26,40,288412009,632949126,10,14,861359530,929287078,861359526,929160416
398,13,24,14,26,45,317718102,61272363,14,14,318611623,643095695,318569403,643053475
399,13,24,14,27,40,45157285,120613636,9,14,324484072,643095695,324484072,643053475
400,13,25,14,27,46,237856335,730643659,13,13,851533351,881031903,851519279,881017831
401,13,25,14,28,40,396478028,87719008,8,13,29498552,881031903,29498552,881017831
402,13,26,14,28,46,24891623,848967100,1,1,1,1,1,1
403,14,0,15,0,40,424123582,615374485,13,14,752412764,2994200,752407136,2971682
404,14,0,15,1,41,636185373,423061723,13,14,128619139,2994200,128610695,2971682
405,14,0,15,2,41,903299447,714256466,13,14,121962304,2994200,121953860,2971682
406,14,1,15,2,40,550978616,420336123,13,14,380644272,2994200,380641458,2971682
407,14,1,15,3,41,681417084,201888870,14,14,385857417,5988400,385832085,5943364
408,14,1,15,4,41,713016896,6814000,13,14,858842453,5988400,858828381,5943364
409,14,2,15,4,41,309108730,296019305,14,14,439887352,17965200,439839502,17830092
410,14,2,15,5,41,609010150,147539180,14,14,578077855,17965200,577990599,17830092
411,14,3,15,5,41,924178289,806710782,14,15,316561029,53895600,316507549,53490276
412,14,3,15,6,41,799782648,431374934,14,14,157572244,11976800,157496246,11886728
413,14,3,15,7,40,653217390,927252025,13,15,56518960,107791200,56499258,106980552
414,14,4,15,7,42,546456582,719810385,14,14,970530034,797148187,970509288,797123117
415,14,4,15,8,41,519310891,28196204,13,14,826618160,797148187,826613838,797123117
416,14,5,15,8,42,280200060,442397393,16,16,399429760,970120800,394112686,962824968
417,14,5,15,9,41,818451146,179612486,15,16,570691040,970120800,568712282,962824968
418,14,6,15,9,42,880815284,26277905,16,17,148672953,910362386,134162881,888474886
419,14,6,15,10,42,767161525,406736909,16,17,761689433,910362386,754312005,888474886
420,14,7,15,10,42,781738113,402098682,17,17,346786219,731087144,306138307,665424640
421,14,7,15,11,42,190227090,247423539,17,17,384300925,731087144,359286333,665424640
422,14,8,15,11,42,133122353,465829843,17,17,841893377,193261418,725714249,996273911
423,14,8,15,12,42,824825448,8453484,17,17,351368048,193261418,270559662,996273911
424,14,9,15,12,42,160198720,61426580,18,18,128749557,579784254,791741394,988821715
425,14,9,15,13,42,776722978,149998406,18,18,451034697,579784254,197080321,988821715
426,14,10,15,13,43,700813274,954821699,18,18,592387558,739352755,604421485,966465127
427,14,10,15,14,42,704569273,362315789,18,18,146965197,739352755,362043642,966465127
428,14,11,15,14,43,511735098,794914364,19,19,189440434,218058251,271659079,899395363
429,14,11,15,15,43,96338712,180791859,19,19,28617817,218058251,627736284,899395363
430,14,12,15,15,43,228117834,55053357,17,17,34978112,89218297,945688323,924723576
431,14,12,15,16,43,683992881,908505973,17,17,54240185,89218297,979035262,924723576
432,14,13,15,16,43,868166069,445338986,1,1,1,1,1,1
433,14,14,15,16,43,313058513,275075626,19,20,124406567,721893189,452272180,820918653
434,14,14,15,17,43,489190587,392932853,20,20,597486622,721893189,368646473,820918653
435,14,15,15,17,44,151389284,284188674,19,19,130969706,240631063,67576136,273639551
436,14,15,15,18,43,321274971,497167261,19,19,109661357,240631063,206063415,273639551
437,14,16,15,18,44,720271347,975156808,17,17,546527607,272304576,510434311,231180894
438,14,16,15,19,43,873500002,441792346,16,17,725776976,272304576,720746592,231180894
439,14,17,15,19,45,903956839,151071808,18,18,83915954,804514568,815242874,474848843
440,14,17,15,20,43,12766735,294125906,17,18,720598614,804514568,659605978,474848843
441,14,18,15,20,45,60451475,953511835,18,18,121245750,934838194,685647665,491616284
442,14,18,15,21,43,717478044,233682069,16,18,813592444,934838194,805968628,491616284
443,14,19,15,21,46,477770523,93351880,15,15,873389090,676752026,871875816,675228928
444,14,19,15,22,43,930041523,405831840,13,15,803362943,676752026,803353121,675228928
445,14,20,15,22,46,257287975,799592027,17,17,491037785,548315358,441909989,499068480
446,14,20,15,23,43,496877460,864897896,14,17,57277573,548315358,57158491,499068480
447,14,21,15,23,46,336001185,16232395,16,16,403444772,182771786,387044022,166356160
448,14,21,15,24,43,341773299,755740700,13,16,779327021,182771786,779312147,166356160
449,14,22,15,24,47,879236414,593940067,14,14,975492642,543583412,975436252,543527002
450,14,22,15,25,43,928162210,464654844,10,14,568090777,543583412,568090759,543527002
451,14,23,15,25,47,661197013,134493841,15,15,768633212,242530200,766809486,240706242
452,14,23,15,26,43,158532623,21759231,12,15,473896995,242530200,473896765,240706242
453,14,24,15,26,48,413091946,909303923,15,15,826340825,80843400,825732869,80235414
454,14,24,15,27,43,772853743,840704281,11,15,254502582,80843400,254502554,80235414
455,14,25,15,27,48,751478441,308797451,13,13,632010793,649762353,632008705,649760265
456,14,25,15,28,43,744376718,357891057,8,13,17751560,649762353,17751560,649760265
457,14,26,15,28,49,320509085,707446877,14,14,813715447,8982600,813647895,8915046
458,14,26,15,29,43,335104649,737055808,9,14,195267160,8982600,195267160,8915046
459,14,27,15,29,49,171257476,770512004,14,14,985242647,2994200,985220131,2971682
460,14,27,15,30,43,243712472,81495129,8,14,17751560,2994200,17751560,2971682
461,14,28,15,30,49,106586521,938685676,1,1,1,1,1,1
462,15,0,16,0,43,759607914,387742788,15,15,29942000,19718867,29716820,18818147
463,15,0,16,1,43,139411864,581614182,15,15,44913000,19718867,44575230,18818147
464,15,0,16,2,43,927744423,428301901,15,15,944863874,19718867,944526106,18818147
465,15,1,16,2,43,281373380,444119372,14,15,81670422,19718867,81557832,18818147
466,15,1,16,3,44,313676694,808631905,15,15,134739000,39437734,133725690,37636294
467,15,1,16,4,43,645096217,343737025,15,15,741357897,39437734,740794949,37636294
468,15,2,16,4,44,825418831,369210828,15,16,921501220,118313202,919587190,112908882
469,15,2,16,5,44,534800602,25521607,16,16,196811989,118313202,193321701,112908882
470,15,3,16,5,43,670971963,543900168,16,16,819027022,354939606,816887808,338726646
471,15,3,16,6,44,308658837,354132658,16,16,404217000,78875468,401177070,75272588
472,15,3,16,7,43,560698346,194065831,15,17,433872203,709879212,433084091,677453292
473,15,4,16,7,44,402289913,337133156,17,17,46114524,129637622,965612627,32359858
474,15,4,16,8,44,908203799,801014825,16,17,83523098,129637622,66747240,32359858
475,15,5,16,8,45,36278586,495783660,18,18,574530580,388912866,361847902,97079574
476,15,5,16,9,44,929461975,711438307,17,18,814382293,388912866,735231681,97079574
477,15,6,16,9,45,987261606,733759416,18,18,595965742,166738591,15563784,291238722
478,15,6,16,10,44,961349239,577073530,18,18,570772856,166738591,275674938,291238722
479,15,7,16,10,45,413736122,90723041,18,19,532645237,500215773,906731535,873716166
480,15,7,16,11,45,9180128,875526369,18,19,967570543,500215773,966984640,873716166
481,15,8,16,11,45,553447903,626168492,19,19,87431740,500647312,440274935,621148480
482,15,8,16,12,45,80926472,823205623,19,19,413215572,500647312,180873545,621148480
483,15,9,16,12,45,263015571,929336664,19,20,241287299,501941929,760985501,863445431
484,15,9,16,13,45,188545988,744724504,19,20,260654630,501941929,102459930,863445431
485,15,10,16,13,45,827367080,384088913,20,20,681846055,505825780,163277886,590336275
486,15,10,16,14,45,349975262,127002821,20,20,823979732,505825780,427058389,590336275
487,15,11,16,14,45,173894333,66217291,20,21,961506474,517477333,250476460,771008816
488,15,11,16,15,45,592119173,700420310,20,21,555970866,517477333,520532356,771008816
489,15,12,16,15,46,693685223,589409867,21,21,716456040,552431992,272714984,313026430
490,15,12,16,16,46,455335036,60546530,21,21,835975959,552431992,40311446,313026430
491,15,13,16,16,46,473371551,374198722,21,21,813241377,657295969,860716169,939079290
492,15,13,16,17,46,750158834,100735869,21,21,844054599,657295969,78363121,939079290
493,15,14,16,17,46,335295567,212401882,1,1,1,1,1,1
494,15,15,16,17,46,57763155,846182921,21,22,297183536,728915925,23255431,612928389
495,15,15,16,18,46,945180199,472419911,22,22,431732389,728915925,589672958,612928389
496,15,16,16,18,47,436733272,619101863,21,21,196760811,242971975,513036710,204309463
497,15,16,16,19,46,904448996,230505665,21,21,46211164,242971975,691272762,204309463
498,15,17,16,19,47,113986908,13552375,21,21,119466058,414323994,109172848,734769827
499,15,17,16,20,46,462499119,585401018,20,21,294857936,414323994,625596979,734769827
500,15,18,16,20,48,586663280,65420422,20,20,504890246,138107998,278661028,578256612
501,15,18,16,21,46,950632792,531788617,19,20,633217759,138107998,299595584,578256612
502,15,19,16,21,48,180466927,203735214,20,20,226430277,379369335,956504110,192752204
503,15,19,16,22,46,918989244,55488878,18,20,152939058,379369335,236248103,192752204
504,15,20,16,22,49,430609995,239241323,19,19,124410117,126456445,510120175,397584071
505,15,20,16,23,46,167939778,118689586,17,19,2046328,126456445,887463905,397584071
506,15,21,16,23,49,430991505,590944,19,19,797586714,375485484,902284082,465861360
507,15,21,16,24,46,165141216,953891480,16,19,577898777,375485484,563577287,465861360
508,15,22,16,24,49,432008865,30856606,18,18,735376825,125161828,767291867,155287120
509,15,22,16,25,46,157678384,514429840,15,18,389785010,125161828,387995262,155287120
510,15,23,16,25,50,434721825,111565038,18,18,12148263,375053945,355746936,718429046
511,15,23,16,26,46,804444170,9198806,15,18,362905682,375053945,362682110,718429046
512,15,24,16,26,50,441956385,993454196,18,18,808260592,791684653,589413522,572809685
513,15,24,16,27,46,195819583,995249403,14,18,983424068,791684653,983396172,572809685
514,15,25,16,27,51,461248545,11825254,17,17,78279925,597228220,5325073,524269898
515,15,25,16,28,46,906154034,958050971,13,17,518948295,597228220,518944825,524269898
516,15,26,16,28,51,512694305,60814766,17,17,293867443,532409409,269548431,508089969
517,15,26,16,29,46,467045887,525521816,12,17,238541966,532409409,238541538,508089969
518,15,27,16,29,52,983216334,524786801,16,16,298094249,177469803,289987821,169363323
519,15,27,16,30,46,629424171,372110745,11,16,879375561,177469803,879375511,169363323
520,15,28,16,30,52,904608402,762045552,16,16,124382054,59156601,121679900,56454441
521,15,28,16,31,46,395766257,296347892,10,16,934774554,59156601,934774550,56454441
522,15,29,16,31,52,694987250,728068882,15,15,752921186,19718867,752020468,18818147
523,15,29,16,32,46,106011822,760980290,9,15,266797688,19718867,266797688,18818147
524,15,30,16,32,53,469330847,970797765,1,1,1,1,1,1
