observable_id,observable_code,value
0,0,56
1,1,28
2,2,28
3,3,0
4,4,2
5,5,12
6,6,44
7,7,56
8,8,1
9,9,0
10,10,0
11,11,2
12,12,12
13,13,6
14,14,3
15,15,17
16,16,56
17,17,20
18,18,30
19,19,6
20,20,33
21,21,23
22,22,1
23,23,0
24,24,0
25,25,0
26,26,1
27,27,0
