unit_column,legacy_sector,raw_sector,block_dimension,i,j,is_off_diagonal,legacy_matrix_unit_label,raw_matrix_unit_label,coefficient_source,canonical_gauge_status,raw_orbital_coo_rows,nonzero_coefficients
0,0,32,10,0,0,False,"u_legacy[0;0,0]","u_raw[32;0,0]",CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE,CONSTRUCTED_RAW_BLOCK_CANONICAL_GAUGE,148,148
1,0,32,10,0,1,True,"u_legacy[0;0,1]","u_raw[32;0,1]",CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE,CONSTRUCTED_RAW_BLOCK_CANONICAL_GAUGE,236,236
2,0,32,10,0,2,True,"u_legacy[0;0,2]","u_raw[32;0,2]",CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE,CONSTRUCTED_RAW_BLOCK_CANONICAL_GAUGE,188,188
3,0,32,10,0,3,True,"u_legacy[0;0,3]","u_raw[32;0,3]",CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE,CONSTRUCTED_RAW_BLOCK_CANONICAL_GAUGE,298,298
4,0,32,10,0,4,True,"u_legacy[0;0,4]","u_raw[32;0,4]",CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE,CONSTRUCTED_RAW_BLOCK_CANONICAL_GAUGE,306,306
5,0,32,10,0,5,True,"u_legacy[0;0,5]","u_raw[32;0,5]",CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE,CONSTRUCTED_RAW_BLOCK_CANONICAL_GAUGE,250,250
6,0,32,10,0,6,True,"u_legacy[0;0,6]","u_raw[32;0,6]",CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE,CONSTRUCTED_RAW_BLOCK_CANONICAL_GAUGE,244,244
7,0,32,10,0,7,True,"u_legacy[0;0,7]","u_raw[32;0,7]",CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE,CONSTRUCTED_RAW_BLOCK_CANONICAL_GAUGE,278,278
8,0,32,10,0,8,True,"u_legacy[0;0,8]","u_raw[32;0,8]",CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE,CONSTRUCTED_RAW_BLOCK_CANONICAL_GAUGE,288,288
9,0,32,10,0,9,True,"u_legacy[0;0,9]","u_raw[32;0,9]",CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE,CONSTRUCTED_RAW_BLOCK_CANONICAL_GAUGE,158,158
10,0,32,10,1,0,True,"u_legacy[0;1,0]","u_raw[32;1,0]",CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE,CONSTRUCTED_RAW_BLOCK_CANONICAL_GAUGE,16,16
11,0,32,10,1,1,False,"u_legacy[0;1,1]","u_raw[32;1,1]",CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE,CONSTRUCTED_RAW_BLOCK_CANONICAL_GAUGE,32,32
12,0,32,10,1,2,True,"u_legacy[0;1,2]","u_raw[32;1,2]",CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE,CONSTRUCTED_RAW_BLOCK_CANONICAL_GAUGE,20,20
13,0,32,10,1,3,True,"u_legacy[0;1,3]","u_raw[32;1,3]",CONSTRUCTED_FROM_PROMOTED_CENTRAL_PAGE,CONSTRUCTED_RAW_BLOCK_CANONICAL_GAUGE,22,22
