edge_id,left_basis_id,right_basis_id,source0_boundary_count,source1_boundary_count,boundary_count,left_weak_class_code,right_weak_class_code,edge_lln_var_num,edge_lln_var_den
360,141,142,0,1,1,11,11,18116,328225689
361,141,151,21,0,21,11,11,380016,328225689
362,142,143,0,1,1,11,11,18116,328225689
363,142,151,2,0,2,11,11,36230,328225689
364,143,144,0,1,1,11,11,18116,328225689
365,143,151,1,0,1,11,11,18116,328225689
366,144,145,0,1,1,11,11,18116,328225689
367,144,151,1,0,1,11,11,18116,328225689
368,145,151,1,0,1,11,11,18116,328225689
369,146,148,0,163,163,11,11,2926502,328225689
370,146,149,1,0,1,11,11,18116,328225689
371,146,158,0,163,163,11,11,2926502,328225689
372,146,171,19,0,19,11,11,343862,328225689
373,147,150,1,0,1,11,11,18116,328225689
374,147,155,0,164,164,11,11,2944292,328225689
375,147,158,0,164,164,11,11,2944292,328225689
376,147,159,62,0,62,11,11,1119410,328225689
377,147,160,1,0,1,11,11,18116,328225689
378,148,152,728,0,728,11,11,12659192,328225689
379,148,170,5,0,5,11,11,90560,328225689
380,148,171,0,3,3,11,11,54342,328225689
381,149,153,1,0,1,11,11,18116,328225689
382,149,158,0,3,3,11,11,54342,328225689
383,149,171,0,3,3,11,11,54342,328225689
384,150,154,1,0,1,11,11,18116,328225689
385,150,155,0,3,3,11,11,54342,328225689
386,150,160,0,3,3,11,11,54342,328225689
387,151,155,0,167,167,11,11,2997650,328225689
388,151,156,103,0,103,11,11,1855442,328225689
389,151,186,1,0,1,11,11,18116,328225689
390,152,169,727,0,727,11,11,12642530,328225689
391,152,170,1,2,3,11,11,54342,328225689
392,153,157,1,0,1,11,11,18116,328225689
393,153,158,0,2,2,11,11,36230,328225689
394,153,171,0,2,2,11,11,36230,328225689
395,154,155,0,1,1,11,11,18116,328225689
396,154,160,0,1,1,11,11,18116,328225689
397,154,161,1,0,1,11,11,18116,328225689
398,155,156,0,1,1,11,11,18116,328225689
399,155,162,40,0,40,11,11,723080,328225689
400,155,163,2,0,2,11,11,36230,328225689
401,155,164,1,0,1,11,11,18116,328225689
402,155,183,1,0,1,11,11,18116,328225689
403,156,165,90,0,90,11,11,1622430,328225689
404,156,166,9,0,9,11,11,162972,328225689
405,156,167,2,0,2,11,11,36230,328225689
406,156,168,1,0,1,11,11,18116,328225689
407,156,186,1,1,2,11,11,36230,328225689
408,157,158,0,1,1,11,11,18116,328225689
409,157,171,0,1,1,11,11,18116,328225689
410,157,172,1,0,1,11,11,18116,328225689
411,158,159,0,5,5,11,11,90560,328225689
412,158,173,19,0,19,11,11,343862,328225689
413,158,174,1,0,1,11,11,18116,328225689
414,159,160,0,5,5,11,11,90560,328225689
415,159,175,53,0,53,11,11,957392,328225689
416,159,176,1,0,1,11,11,18116,328225689
417,159,177,6,0,6,11,11,108666,328225689
418,159,178,2,0,2,11,11,36230,328225689
419,160,161,0,1,1,11,11,18116,328225689
420,160,178,1,0,1,11,11,18116,328225689
421,161,162,0,1,1,11,11,18116,328225689
422,161,179,1,0,1,11,11,18116,328225689
