subset,atomic_blocks,feature_count,r2_centered,explained_frobenius_fraction,rmse,leftover_participation_rank,predicted_participation_rank
mean_only,,0,0.0,2.220446049250313e-16,140.72085552430835,3.842555775650312,1.0
Omega_J,Omega_J,2,0.784385649140753,0.7843856491407531,65.34273349017539,5.418127758949579,3.025969460974814
M_CVX,M_CVX,3,0.6965119217549196,0.6965119217549197,77.52277041039773,5.260820537675098,2.913638387655946
D_J,D_J,4,0.7159092216009406,0.7159092216009407,75.00445075753836,4.327508236237283,3.8478501724901157
Omega_J+M_CVX,"Omega_J,M_CVX",5,0.8144164523006509,0.8144164523006509,60.621712853953014,5.829409760860519,3.343868230632895
Omega_J+D_J,"Omega_J,D_J",6,0.9375725054004637,0.9375725054004637,35.15980191548146,6.416094565537268,3.985396617276645
D_J+M_CVX,"D_J,M_CVX",7,0.8554213507754929,0.8554213507754929,53.506993389926656,5.729622803902125,3.9639789333241344
Omega_J+D_J+M_CVX,"Omega_J,D_J,M_CVX",9,0.9628981487450725,0.9628981487450725,27.105427219916827,6.829451105751141,3.762899638332127
