observable_id,observable_code,value,scale_code
0,0,20,0
1,1,38760,0
2,2,690,0
3,3,0,0
4,4,5000000000,0
5,5,674981000000,0
6,6,649519000000,0
7,7,0,0
8,8,0,0
9,9,654459905217,0
10,10,20521094783,0
11,11,0,0
12,12,404508497187,0
13,13,270472502813,0
14,14,654459905217,0
15,15,404508497187,0
