matrix,eigen_index,eigenvalue,B,V,S,active_plane_norm2,uBS_component2
raw,0,28.721773037139286,-0.8547121493626726,-0.17123458323953034,0.4900467929031106,0.09581169359810536,0.9041883064018937
raw,1,63.87911750100973,0.3899880063469725,-0.8348641884920069,0.3884728326139376,0.9999988521242792,1.1478757206394458e-06
raw,2,360.3991094618509,-0.34260253448763867,-0.5231448215134762,-0.780347998707166,0.9041894542776148,0.09581054572238469
orbit_normalized,0,0.03667279631448749,-0.64447786888715,-0.2712559890868586,0.7148905265138064,0.07605878279251431,0.9239412172074852
orbit_normalized,1,0.08786424131591687,0.6191403449814186,-0.733764364700556,0.279741113016802,0.942404080670914,0.0575959193290858
orbit_normalized,2,0.38657407348070655,-0.44867974071821803,-0.6229045235668942,-0.6408404206890617,0.9815371365365719,0.018462863463428483
