,B-,B+,V-,V+,S-,S+
B-,0.24999999999999997,0.24999999999999997,1.0060670050792966e-17,1.0060670050792966e-17,0.24999999999999997,0.24999999999999997
B+,0.24999999999999997,0.24999999999999997,1.0060670050792966e-17,1.0060670050792966e-17,0.24999999999999997,0.24999999999999997
V-,1.0060670050792966e-17,1.0060670050792966e-17,0.49999999999999994,0.49999999999999994,1.0060670050792966e-17,1.0060670050792966e-17
V+,1.0060670050792966e-17,1.0060670050792966e-17,0.49999999999999994,0.49999999999999994,1.0060670050792966e-17,1.0060670050792966e-17
S-,0.24999999999999997,0.24999999999999997,1.0060670050792966e-17,1.0060670050792966e-17,0.24999999999999997,0.24999999999999997
S+,0.24999999999999997,0.24999999999999997,1.0060670050792966e-17,1.0060670050792966e-17,0.24999999999999997,0.24999999999999997
