level,dimension,active_chamber_energy,non_chamber_energy,relative_error_after_chamber_projection,participation_rank,active_participation_rank
A42_or_signed_edge_A6,6,0.9935526370391362,0.006447362960863471,0.08029547285409976,1.006592571792518,1.0009342641772139
A12_pair3_from_A6_QAQ,3,0.9999999999999998,1.714305785048518e-29,4.140417593731963e-15,1.0009342641772137,1.0009342641772134
A12_pair3_v15,3,1.0,1.7606332208286837e-29,4.195990015274922e-15,1.0009342641772134,1.0009342641772139
A985_object_pair_shadow_pair3,3,0.831439689004622,0.16856031099537805,0.4105609711058493,1.5224010148894969,1.3746154824231687
A985_object_pair_shadow_pair3_normalized,3,0.9572935294974962,0.04270647050250369,0.20665543908279715,1.6481204837605536,1.4251960250906757
Foam16_compound_lift,16,0.030093242765045665,0.9699067572349543,0.9848384422000162,1.5181444469011518,1.00090953030968
Foam16_label_embedding_Rfoam,16,0.013859127167797091,0.9861408728322031,0.9930462591602683,1.9318967771387872,1.9494737054960456
