observable_id,observable_code,value
0,0,18
1,1,18
2,2,18
3,3,18
4,4,0
5,5,1
6,6,11
7,7,22528
8,8,2048
9,9,11
10,10,11
11,11,2048
12,12,1024
13,13,1024
14,14,26
15,15,25
16,16,83
17,17,10
18,18,1024
19,19,8
20,20,3
21,21,11
22,22,1
23,23,1
24,24,2048
25,25,512
26,26,2
27,27,4
28,28,512
29,29,2
30,30,8
31,31,2
32,32,985
33,33,39
34,34,38415
35,35,3
36,36,0
37,37,1
38,38,512
39,39,420
40,40,0
41,41,37
42,42,0
43,43,1
44,44,1
45,45,0
