source_row,support_name,source_support,raw_support,source_sector,raw_sector,block_dimension,i,j,object_i,object_j,nonzero_coefficients,source_matrix_unit_label,raw_matrix_unit_label,source_sector_source,perennial_id,coordinate_fingerprint_id,raw_support_perennial_ids
0,unit_top_all_39,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39}","{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38}",23,0,3,0,0,0,0,33,"u_sector[23;0,0]","u[0;0,0]",FILLED_FROM_FULL_MATCH,a985pf.c4677130926379bf1a8493b8,a985coord.de3d5c5b143c8513fa5ac63c,a985pf.c4677130926379bf1a8493b8|a985pf.b0f0ffa7a70b464fb1c6be3b|a985pf.40d225d7c9eb3b2b13df3c6f|a985pf.6cd0c272a8079b2d47dc4ed0|a985pf.8cf60f8da9783cf93a08b3c3|a985pf.034e9541a05e71f5bb32c17d|a985pf.8fffb0f688ed50427e0186ab|a985pf.7d98d55fa0bcca8585dd44b7|a985pf.8b88ad6bf8b651568aa49e4c|a985pf.404cf670100d6a5f1a2dd250|a985pf.50182ed2eabe67fd6092e6f3|a985pf.605336b16161cbfacb8c7451|a985pf.733ef39d0f9f629ef9f672a0|a985pf.e6c98083c5e5e5d4a1268f82|a985pf.4113b4cf3fbfcf77f1f596cb|a985pf.bad63dd92c0d7963a1477d0a|a985pf.8b1b2d04f1055c9f34ae3c5e|a985pf.41d0312324b2f0c15d007f6d|a985pf.e206beea930aaabb08cab08e|a985pf.0f1476a5434aef02bb516590|a985pf.0431fb38103754f993836167|a985pf.9d42d1525738f3767a79c3ba|a985pf.888800292a677b99e8e0d84a|a985pf.d7101280a84ba80e5b49b132|a985pf.6a5e79e5cd51d443d142d532|a985pf.9dbed46bb0c6344488e1f811|a985pf.4d384f591c3ef6e2b4c37add|a985pf.eb9d6a0a14d39806215ee30f|a985pf.af080f21840d4387a85d2d76|a985pf.1c291d5534c311edc48123b2|a985pf.f5c4748a515dca877336eb56|a985pf.e35b4767bbe49090117feac8|a985pf.84002e99c600a48618b5e595|a985pf.5e5bfcc366256ec7df15b71c|a985pf.e8b35eb8f197f0e85e7f9a28|a985pf.dee5a3615e2ca5e9f7b6d662|a985pf.d12a943a54a67bb5ae120747|a985pf.b5a81e55237249530c339f32|a985pf.59330ff9790063b5c0df1269
1,unit_top_all_39,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39}","{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38}",23,0,3,0,1,0,2,8,"u_sector[23;0,1]","u[0;0,1]",FILLED_FROM_FULL_MATCH,a985pf.c4677130926379bf1a8493b8,a985coord.de3d5c5b143c8513fa5ac63c,a985pf.c4677130926379bf1a8493b8|a985pf.b0f0ffa7a70b464fb1c6be3b|a985pf.40d225d7c9eb3b2b13df3c6f|a985pf.6cd0c272a8079b2d47dc4ed0|a985pf.8cf60f8da9783cf93a08b3c3|a985pf.034e9541a05e71f5bb32c17d|a985pf.8fffb0f688ed50427e0186ab|a985pf.7d98d55fa0bcca8585dd44b7|a985pf.8b88ad6bf8b651568aa49e4c|a985pf.404cf670100d6a5f1a2dd250|a985pf.50182ed2eabe67fd6092e6f3|a985pf.605336b16161cbfacb8c7451|a985pf.733ef39d0f9f629ef9f672a0|a985pf.e6c98083c5e5e5d4a1268f82|a985pf.4113b4cf3fbfcf77f1f596cb|a985pf.bad63dd92c0d7963a1477d0a|a985pf.8b1b2d04f1055c9f34ae3c5e|a985pf.41d0312324b2f0c15d007f6d|a985pf.e206beea930aaabb08cab08e|a985pf.0f1476a5434aef02bb516590|a985pf.0431fb38103754f993836167|a985pf.9d42d1525738f3767a79c3ba|a985pf.888800292a677b99e8e0d84a|a985pf.d7101280a84ba80e5b49b132|a985pf.6a5e79e5cd51d443d142d532|a985pf.9dbed46bb0c6344488e1f811|a985pf.4d384f591c3ef6e2b4c37add|a985pf.eb9d6a0a14d39806215ee30f|a985pf.af080f21840d4387a85d2d76|a985pf.1c291d5534c311edc48123b2|a985pf.f5c4748a515dca877336eb56|a985pf.e35b4767bbe49090117feac8|a985pf.84002e99c600a48618b5e595|a985pf.5e5bfcc366256ec7df15b71c|a985pf.e8b35eb8f197f0e85e7f9a28|a985pf.dee5a3615e2ca5e9f7b6d662|a985pf.d12a943a54a67bb5ae120747|a985pf.b5a81e55237249530c339f32|a985pf.59330ff9790063b5c0df1269
2,unit_top_all_39,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39}","{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38}",23,0,3,0,2,0,3,24,"u_sector[23;0,2]","u[0;0,2]",FILLED_FROM_FULL_MATCH,a985pf.c4677130926379bf1a8493b8,a985coord.de3d5c5b143c8513fa5ac63c,a985pf.c4677130926379bf1a8493b8|a985pf.b0f0ffa7a70b464fb1c6be3b|a985pf.40d225d7c9eb3b2b13df3c6f|a985pf.6cd0c272a8079b2d47dc4ed0|a985pf.8cf60f8da9783cf93a08b3c3|a985pf.034e9541a05e71f5bb32c17d|a985pf.8fffb0f688ed50427e0186ab|a985pf.7d98d55fa0bcca8585dd44b7|a985pf.8b88ad6bf8b651568aa49e4c|a985pf.404cf670100d6a5f1a2dd250|a985pf.50182ed2eabe67fd6092e6f3|a985pf.605336b16161cbfacb8c7451|a985pf.733ef39d0f9f629ef9f672a0|a985pf.e6c98083c5e5e5d4a1268f82|a985pf.4113b4cf3fbfcf77f1f596cb|a985pf.bad63dd92c0d7963a1477d0a|a985pf.8b1b2d04f1055c9f34ae3c5e|a985pf.41d0312324b2f0c15d007f6d|a985pf.e206beea930aaabb08cab08e|a985pf.0f1476a5434aef02bb516590|a985pf.0431fb38103754f993836167|a985pf.9d42d1525738f3767a79c3ba|a985pf.888800292a677b99e8e0d84a|a985pf.d7101280a84ba80e5b49b132|a985pf.6a5e79e5cd51d443d142d532|a985pf.9dbed46bb0c6344488e1f811|a985pf.4d384f591c3ef6e2b4c37add|a985pf.eb9d6a0a14d39806215ee30f|a985pf.af080f21840d4387a85d2d76|a985pf.1c291d5534c311edc48123b2|a985pf.f5c4748a515dca877336eb56|a985pf.e35b4767bbe49090117feac8|a985pf.84002e99c600a48618b5e595|a985pf.5e5bfcc366256ec7df15b71c|a985pf.e8b35eb8f197f0e85e7f9a28|a985pf.dee5a3615e2ca5e9f7b6d662|a985pf.d12a943a54a67bb5ae120747|a985pf.b5a81e55237249530c339f32|a985pf.59330ff9790063b5c0df1269
3,unit_top_all_39,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39}","{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38}",23,0,3,1,0,2,0,8,"u_sector[23;1,0]","u[0;1,0]",FILLED_FROM_FULL_MATCH,a985pf.c4677130926379bf1a8493b8,a985coord.de3d5c5b143c8513fa5ac63c,a985pf.c4677130926379bf1a8493b8|a985pf.b0f0ffa7a70b464fb1c6be3b|a985pf.40d225d7c9eb3b2b13df3c6f|a985pf.6cd0c272a8079b2d47dc4ed0|a985pf.8cf60f8da9783cf93a08b3c3|a985pf.034e9541a05e71f5bb32c17d|a985pf.8fffb0f688ed50427e0186ab|a985pf.7d98d55fa0bcca8585dd44b7|a985pf.8b88ad6bf8b651568aa49e4c|a985pf.404cf670100d6a5f1a2dd250|a985pf.50182ed2eabe67fd6092e6f3|a985pf.605336b16161cbfacb8c7451|a985pf.733ef39d0f9f629ef9f672a0|a985pf.e6c98083c5e5e5d4a1268f82|a985pf.4113b4cf3fbfcf77f1f596cb|a985pf.bad63dd92c0d7963a1477d0a|a985pf.8b1b2d04f1055c9f34ae3c5e|a985pf.41d0312324b2f0c15d007f6d|a985pf.e206beea930aaabb08cab08e|a985pf.0f1476a5434aef02bb516590|a985pf.0431fb38103754f993836167|a985pf.9d42d1525738f3767a79c3ba|a985pf.888800292a677b99e8e0d84a|a985pf.d7101280a84ba80e5b49b132|a985pf.6a5e79e5cd51d443d142d532|a985pf.9dbed46bb0c6344488e1f811|a985pf.4d384f591c3ef6e2b4c37add|a985pf.eb9d6a0a14d39806215ee30f|a985pf.af080f21840d4387a85d2d76|a985pf.1c291d5534c311edc48123b2|a985pf.f5c4748a515dca877336eb56|a985pf.e35b4767bbe49090117feac8|a985pf.84002e99c600a48618b5e595|a985pf.5e5bfcc366256ec7df15b71c|a985pf.e8b35eb8f197f0e85e7f9a28|a985pf.dee5a3615e2ca5e9f7b6d662|a985pf.d12a943a54a67bb5ae120747|a985pf.b5a81e55237249530c339f32|a985pf.59330ff9790063b5c0df1269
4,unit_top_all_39,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39}","{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38}",23,0,3,1,1,2,2,14,"u_sector[23;1,1]","u[0;1,1]",FILLED_FROM_FULL_MATCH,a985pf.c4677130926379bf1a8493b8,a985coord.de3d5c5b143c8513fa5ac63c,a985pf.c4677130926379bf1a8493b8|a985pf.b0f0ffa7a70b464fb1c6be3b|a985pf.40d225d7c9eb3b2b13df3c6f|a985pf.6cd0c272a8079b2d47dc4ed0|a985pf.8cf60f8da9783cf93a08b3c3|a985pf.034e9541a05e71f5bb32c17d|a985pf.8fffb0f688ed50427e0186ab|a985pf.7d98d55fa0bcca8585dd44b7|a985pf.8b88ad6bf8b651568aa49e4c|a985pf.404cf670100d6a5f1a2dd250|a985pf.50182ed2eabe67fd6092e6f3|a985pf.605336b16161cbfacb8c7451|a985pf.733ef39d0f9f629ef9f672a0|a985pf.e6c98083c5e5e5d4a1268f82|a985pf.4113b4cf3fbfcf77f1f596cb|a985pf.bad63dd92c0d7963a1477d0a|a985pf.8b1b2d04f1055c9f34ae3c5e|a985pf.41d0312324b2f0c15d007f6d|a985pf.e206beea930aaabb08cab08e|a985pf.0f1476a5434aef02bb516590|a985pf.0431fb38103754f993836167|a985pf.9d42d1525738f3767a79c3ba|a985pf.888800292a677b99e8e0d84a|a985pf.d7101280a84ba80e5b49b132|a985pf.6a5e79e5cd51d443d142d532|a985pf.9dbed46bb0c6344488e1f811|a985pf.4d384f591c3ef6e2b4c37add|a985pf.eb9d6a0a14d39806215ee30f|a985pf.af080f21840d4387a85d2d76|a985pf.1c291d5534c311edc48123b2|a985pf.f5c4748a515dca877336eb56|a985pf.e35b4767bbe49090117feac8|a985pf.84002e99c600a48618b5e595|a985pf.5e5bfcc366256ec7df15b71c|a985pf.e8b35eb8f197f0e85e7f9a28|a985pf.dee5a3615e2ca5e9f7b6d662|a985pf.d12a943a54a67bb5ae120747|a985pf.b5a81e55237249530c339f32|a985pf.59330ff9790063b5c0df1269
5,unit_top_all_39,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39}","{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38}",23,0,3,1,2,2,3,22,"u_sector[23;1,2]","u[0;1,2]",FILLED_FROM_FULL_MATCH,a985pf.c4677130926379bf1a8493b8,a985coord.de3d5c5b143c8513fa5ac63c,a985pf.c4677130926379bf1a8493b8|a985pf.b0f0ffa7a70b464fb1c6be3b|a985pf.40d225d7c9eb3b2b13df3c6f|a985pf.6cd0c272a8079b2d47dc4ed0|a985pf.8cf60f8da9783cf93a08b3c3|a985pf.034e9541a05e71f5bb32c17d|a985pf.8fffb0f688ed50427e0186ab|a985pf.7d98d55fa0bcca8585dd44b7|a985pf.8b88ad6bf8b651568aa49e4c|a985pf.404cf670100d6a5f1a2dd250|a985pf.50182ed2eabe67fd6092e6f3|a985pf.605336b16161cbfacb8c7451|a985pf.733ef39d0f9f629ef9f672a0|a985pf.e6c98083c5e5e5d4a1268f82|a985pf.4113b4cf3fbfcf77f1f596cb|a985pf.bad63dd92c0d7963a1477d0a|a985pf.8b1b2d04f1055c9f34ae3c5e|a985pf.41d0312324b2f0c15d007f6d|a985pf.e206beea930aaabb08cab08e|a985pf.0f1476a5434aef02bb516590|a985pf.0431fb38103754f993836167|a985pf.9d42d1525738f3767a79c3ba|a985pf.888800292a677b99e8e0d84a|a985pf.d7101280a84ba80e5b49b132|a985pf.6a5e79e5cd51d443d142d532|a985pf.9dbed46bb0c6344488e1f811|a985pf.4d384f591c3ef6e2b4c37add|a985pf.eb9d6a0a14d39806215ee30f|a985pf.af080f21840d4387a85d2d76|a985pf.1c291d5534c311edc48123b2|a985pf.f5c4748a515dca877336eb56|a985pf.e35b4767bbe49090117feac8|a985pf.84002e99c600a48618b5e595|a985pf.5e5bfcc366256ec7df15b71c|a985pf.e8b35eb8f197f0e85e7f9a28|a985pf.dee5a3615e2ca5e9f7b6d662|a985pf.d12a943a54a67bb5ae120747|a985pf.b5a81e55237249530c339f32|a985pf.59330ff9790063b5c0df1269
6,unit_top_all_39,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39}","{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38}",23,0,3,2,0,3,0,24,"u_sector[23;2,0]","u[0;2,0]",FILLED_FROM_FULL_MATCH,a985pf.c4677130926379bf1a8493b8,a985coord.de3d5c5b143c8513fa5ac63c,a985pf.c4677130926379bf1a8493b8|a985pf.b0f0ffa7a70b464fb1c6be3b|a985pf.40d225d7c9eb3b2b13df3c6f|a985pf.6cd0c272a8079b2d47dc4ed0|a985pf.8cf60f8da9783cf93a08b3c3|a985pf.034e9541a05e71f5bb32c17d|a985pf.8fffb0f688ed50427e0186ab|a985pf.7d98d55fa0bcca8585dd44b7|a985pf.8b88ad6bf8b651568aa49e4c|a985pf.404cf670100d6a5f1a2dd250|a985pf.50182ed2eabe67fd6092e6f3|a985pf.605336b16161cbfacb8c7451|a985pf.733ef39d0f9f629ef9f672a0|a985pf.e6c98083c5e5e5d4a1268f82|a985pf.4113b4cf3fbfcf77f1f596cb|a985pf.bad63dd92c0d7963a1477d0a|a985pf.8b1b2d04f1055c9f34ae3c5e|a985pf.41d0312324b2f0c15d007f6d|a985pf.e206beea930aaabb08cab08e|a985pf.0f1476a5434aef02bb516590|a985pf.0431fb38103754f993836167|a985pf.9d42d1525738f3767a79c3ba|a985pf.888800292a677b99e8e0d84a|a985pf.d7101280a84ba80e5b49b132|a985pf.6a5e79e5cd51d443d142d532|a985pf.9dbed46bb0c6344488e1f811|a985pf.4d384f591c3ef6e2b4c37add|a985pf.eb9d6a0a14d39806215ee30f|a985pf.af080f21840d4387a85d2d76|a985pf.1c291d5534c311edc48123b2|a985pf.f5c4748a515dca877336eb56|a985pf.e35b4767bbe49090117feac8|a985pf.84002e99c600a48618b5e595|a985pf.5e5bfcc366256ec7df15b71c|a985pf.e8b35eb8f197f0e85e7f9a28|a985pf.dee5a3615e2ca5e9f7b6d662|a985pf.d12a943a54a67bb5ae120747|a985pf.b5a81e55237249530c339f32|a985pf.59330ff9790063b5c0df1269
7,unit_top_all_39,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39}","{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38}",23,0,3,2,1,3,2,22,"u_sector[23;2,1]","u[0;2,1]",FILLED_FROM_FULL_MATCH,a985pf.c4677130926379bf1a8493b8,a985coord.de3d5c5b143c8513fa5ac63c,a985pf.c4677130926379bf1a8493b8|a985pf.b0f0ffa7a70b464fb1c6be3b|a985pf.40d225d7c9eb3b2b13df3c6f|a985pf.6cd0c272a8079b2d47dc4ed0|a985pf.8cf60f8da9783cf93a08b3c3|a985pf.034e9541a05e71f5bb32c17d|a985pf.8fffb0f688ed50427e0186ab|a985pf.7d98d55fa0bcca8585dd44b7|a985pf.8b88ad6bf8b651568aa49e4c|a985pf.404cf670100d6a5f1a2dd250|a985pf.50182ed2eabe67fd6092e6f3|a985pf.605336b16161cbfacb8c7451|a985pf.733ef39d0f9f629ef9f672a0|a985pf.e6c98083c5e5e5d4a1268f82|a985pf.4113b4cf3fbfcf77f1f596cb|a985pf.bad63dd92c0d7963a1477d0a|a985pf.8b1b2d04f1055c9f34ae3c5e|a985pf.41d0312324b2f0c15d007f6d|a985pf.e206beea930aaabb08cab08e|a985pf.0f1476a5434aef02bb516590|a985pf.0431fb38103754f993836167|a985pf.9d42d1525738f3767a79c3ba|a985pf.888800292a677b99e8e0d84a|a985pf.d7101280a84ba80e5b49b132|a985pf.6a5e79e5cd51d443d142d532|a985pf.9dbed46bb0c6344488e1f811|a985pf.4d384f591c3ef6e2b4c37add|a985pf.eb9d6a0a14d39806215ee30f|a985pf.af080f21840d4387a85d2d76|a985pf.1c291d5534c311edc48123b2|a985pf.f5c4748a515dca877336eb56|a985pf.e35b4767bbe49090117feac8|a985pf.84002e99c600a48618b5e595|a985pf.5e5bfcc366256ec7df15b71c|a985pf.e8b35eb8f197f0e85e7f9a28|a985pf.dee5a3615e2ca5e9f7b6d662|a985pf.d12a943a54a67bb5ae120747|a985pf.b5a81e55237249530c339f32|a985pf.59330ff9790063b5c0df1269
8,unit_top_all_39,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39}","{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38}",23,0,3,2,2,3,3,86,"u_sector[23;2,2]","u[0;2,2]",FILLED_FROM_FULL_MATCH,a985pf.c4677130926379bf1a8493b8,a985coord.de3d5c5b143c8513fa5ac63c,a985pf.c4677130926379bf1a8493b8|a985pf.b0f0ffa7a70b464fb1c6be3b|a985pf.40d225d7c9eb3b2b13df3c6f|a985pf.6cd0c272a8079b2d47dc4ed0|a985pf.8cf60f8da9783cf93a08b3c3|a985pf.034e9541a05e71f5bb32c17d|a985pf.8fffb0f688ed50427e0186ab|a985pf.7d98d55fa0bcca8585dd44b7|a985pf.8b88ad6bf8b651568aa49e4c|a985pf.404cf670100d6a5f1a2dd250|a985pf.50182ed2eabe67fd6092e6f3|a985pf.605336b16161cbfacb8c7451|a985pf.733ef39d0f9f629ef9f672a0|a985pf.e6c98083c5e5e5d4a1268f82|a985pf.4113b4cf3fbfcf77f1f596cb|a985pf.bad63dd92c0d7963a1477d0a|a985pf.8b1b2d04f1055c9f34ae3c5e|a985pf.41d0312324b2f0c15d007f6d|a985pf.e206beea930aaabb08cab08e|a985pf.0f1476a5434aef02bb516590|a985pf.0431fb38103754f993836167|a985pf.9d42d1525738f3767a79c3ba|a985pf.888800292a677b99e8e0d84a|a985pf.d7101280a84ba80e5b49b132|a985pf.6a5e79e5cd51d443d142d532|a985pf.9dbed46bb0c6344488e1f811|a985pf.4d384f591c3ef6e2b4c37add|a985pf.eb9d6a0a14d39806215ee30f|a985pf.af080f21840d4387a85d2d76|a985pf.1c291d5534c311edc48123b2|a985pf.f5c4748a515dca877336eb56|a985pf.e35b4767bbe49090117feac8|a985pf.84002e99c600a48618b5e595|a985pf.5e5bfcc366256ec7df15b71c|a985pf.e8b35eb8f197f0e85e7f9a28|a985pf.dee5a3615e2ca5e9f7b6d662|a985pf.d12a943a54a67bb5ae120747|a985pf.b5a81e55237249530c339f32|a985pf.59330ff9790063b5c0df1269
9,unit_top_all_39,"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39}","{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38}",24,1,1,0,0,3,3,86,"u_sector[24;0,0]","u[1;0,0]",FILLED_FROM_FULL_MATCH,a985pf.b0f0ffa7a70b464fb1c6be3b,a985coord.110286a1a8b1f401969b938e,a985pf.c4677130926379bf1a8493b8|a985pf.b0f0ffa7a70b464fb1c6be3b|a985pf.40d225d7c9eb3b2b13df3c6f|a985pf.6cd0c272a8079b2d47dc4ed0|a985pf.8cf60f8da9783cf93a08b3c3|a985pf.034e9541a05e71f5bb32c17d|a985pf.8fffb0f688ed50427e0186ab|a985pf.7d98d55fa0bcca8585dd44b7|a985pf.8b88ad6bf8b651568aa49e4c|a985pf.404cf670100d6a5f1a2dd250|a985pf.50182ed2eabe67fd6092e6f3|a985pf.605336b16161cbfacb8c7451|a985pf.733ef39d0f9f629ef9f672a0|a985pf.e6c98083c5e5e5d4a1268f82|a985pf.4113b4cf3fbfcf77f1f596cb|a985pf.bad63dd92c0d7963a1477d0a|a985pf.8b1b2d04f1055c9f34ae3c5e|a985pf.41d0312324b2f0c15d007f6d|a985pf.e206beea930aaabb08cab08e|a985pf.0f1476a5434aef02bb516590|a985pf.0431fb38103754f993836167|a985pf.9d42d1525738f3767a79c3ba|a985pf.888800292a677b99e8e0d84a|a985pf.d7101280a84ba80e5b49b132|a985pf.6a5e79e5cd51d443d142d532|a985pf.9dbed46bb0c6344488e1f811|a985pf.4d384f591c3ef6e2b4c37add|a985pf.eb9d6a0a14d39806215ee30f|a985pf.af080f21840d4387a85d2d76|a985pf.1c291d5534c311edc48123b2|a985pf.f5c4748a515dca877336eb56|a985pf.e35b4767bbe49090117feac8|a985pf.84002e99c600a48618b5e595|a985pf.5e5bfcc366256ec7df15b71c|a985pf.e8b35eb8f197f0e85e7f9a28|a985pf.dee5a3615e2ca5e9f7b6d662|a985pf.d12a943a54a67bb5ae120747|a985pf.b5a81e55237249530c339f32|a985pf.59330ff9790063b5c0df1269
