subform_id,a_restricted_index,b_restricted_index,c_restricted_index,a_source_atom,b_source_atom,c_source_atom,rank,inertia_positive,inertia_negative,inertia_zero,det_sign,det_abs_digit_count,det_abs_mod_1000000007,det_abs_mod_1000000009,nondegenerate_flag,definite_spatial_flag,max_abs_det_flag
154,1,3,7,2,4,9,2,1,1,1,0,1,0,0,0,0,0
155,1,3,8,2,4,10,2,1,1,1,0,1,0,0,0,0,0
156,1,3,9,2,4,11,2,1,1,1,0,1,0,0,0,0,0
157,1,3,10,2,4,12,2,1,1,1,0,1,0,0,0,0,0
158,1,3,11,2,4,13,2,1,1,1,0,1,0,0,0,0,0
159,1,3,12,2,4,14,2,1,1,1,0,1,0,0,0,0,0
160,1,3,13,2,4,15,2,1,1,1,0,1,0,0,0,0,0
161,1,3,14,2,4,16,2,1,1,1,0,1,0,0,0,0,0
162,1,3,15,2,4,17,2,1,1,1,0,1,0,0,0,0,0
163,1,3,16,2,4,18,2,1,1,1,0,1,0,0,0,0,0
164,1,3,17,2,4,19,2,1,1,1,0,1,0,0,0,0,0
165,1,4,5,2,5,7,2,1,1,1,0,1,0,0,0,0,0
166,1,4,6,2,5,8,2,1,1,1,0,1,0,0,0,0,0
167,1,4,7,2,5,9,2,1,1,1,0,1,0,0,0,0,0
168,1,4,8,2,5,10,2,1,1,1,0,1,0,0,0,0,0
169,1,4,9,2,5,11,2,1,1,1,0,1,0,0,0,0,0
170,1,4,10,2,5,12,3,2,1,0,-1,29,730593332,570317473,1,0,0
171,1,4,11,2,5,13,2,1,1,1,0,1,0,0,0,0,0
172,1,4,12,2,5,14,2,1,1,1,0,1,0,0,0,0,0
173,1,4,13,2,5,15,2,1,1,1,0,1,0,0,0,0,0
174,1,4,14,2,5,16,2,1,1,1,0,1,0,0,0,0,0
175,1,4,15,2,5,17,2,1,1,1,0,1,0,0,0,0,0
176,1,4,16,2,5,18,2,1,1,1,0,1,0,0,0,0,0
177,1,4,17,2,5,19,2,1,1,1,0,1,0,0,0,0,0
178,1,5,6,2,7,8,0,0,0,3,0,1,0,0,0,0,0
179,1,5,7,2,7,9,2,1,1,1,0,1,0,0,0,0,0
180,1,5,8,2,7,10,0,0,0,3,0,1,0,0,0,0,0
181,1,5,9,2,7,11,0,0,0,3,0,1,0,0,0,0,0
182,1,5,10,2,7,12,2,1,1,1,0,1,0,0,0,0,0
183,1,5,11,2,7,13,0,0,0,3,0,1,0,0,0,0,0
184,1,5,12,2,7,14,2,1,1,1,0,1,0,0,0,0,0
185,1,5,13,2,7,15,2,1,1,1,0,1,0,0,0,0,0
186,1,5,14,2,7,16,0,0,0,3,0,1,0,0,0,0,0
187,1,5,15,2,7,17,2,1,1,1,0,1,0,0,0,0,0
188,1,5,16,2,7,18,0,0,0,3,0,1,0,0,0,0,0
189,1,5,17,2,7,19,0,0,0,3,0,1,0,0,0,0,0
190,1,6,7,2,8,9,2,1,1,1,0,1,0,0,0,0,0
191,1,6,8,2,8,10,0,0,0,3,0,1,0,0,0,0,0
192,1,6,9,2,8,11,0,0,0,3,0,1,0,0,0,0,0
193,1,6,10,2,8,12,2,1,1,1,0,1,0,0,0,0,0
194,1,6,11,2,8,13,0,0,0,3,0,1,0,0,0,0,0
195,1,6,12,2,8,14,2,1,1,1,0,1,0,0,0,0,0
196,1,6,13,2,8,15,0,0,0,3,0,1,0,0,0,0,0
197,1,6,14,2,8,16,0,0,0,3,0,1,0,0,0,0,0
198,1,6,15,2,8,17,2,1,1,1,0,1,0,0,0,0,0
199,1,6,16,2,8,18,0,0,0,3,0,1,0,0,0,0,0
200,1,6,17,2,8,19,2,1,1,1,0,1,0,0,0,0,0
201,1,7,8,2,9,10,2,1,1,1,0,1,0,0,0,0,0
202,1,7,9,2,9,11,0,0,0,3,0,1,0,0,0,0,0
203,1,7,10,2,9,12,2,1,1,1,0,1,0,0,0,0,0
204,1,7,11,2,9,13,0,0,0,3,0,1,0,0,0,0,0
205,1,7,12,2,9,14,0,0,0,3,0,1,0,0,0,0,0
206,1,7,13,2,9,15,2,1,1,1,0,1,0,0,0,0,0
207,1,7,14,2,9,16,0,0,0,3,0,1,0,0,0,0,0
208,1,7,15,2,9,17,0,0,0,3,0,1,0,0,0,0,0
209,1,7,16,2,9,18,0,0,0,3,0,1,0,0,0,0,0
210,1,7,17,2,9,19,2,1,1,1,0,1,0,0,0,0,0
211,1,8,9,2,10,11,2,1,1,1,0,1,0,0,0,0,0
212,1,8,10,2,10,12,2,1,1,1,0,1,0,0,0,0,0
213,1,8,11,2,10,13,0,0,0,3,0,1,0,0,0,0,0
214,1,8,12,2,10,14,0,0,0,3,0,1,0,0,0,0,0
215,1,8,13,2,10,15,0,0,0,3,0,1,0,0,0,0,0
216,1,8,14,2,10,16,0,0,0,3,0,1,0,0,0,0,0
217,1,8,15,2,10,17,0,0,0,3,0,1,0,0,0,0,0
218,1,8,16,2,10,18,0,0,0,3,0,1,0,0,0,0,0
219,1,8,17,2,10,19,0,0,0,3,0,1,0,0,0,0,0
220,1,9,10,2,11,12,2,1,1,1,0,1,0,0,0,0,0
221,1,9,11,2,11,13,0,0,0,3,0,1,0,0,0,0,0
222,1,9,12,2,11,14,0,0,0,3,0,1,0,0,0,0,0
223,1,9,13,2,11,15,0,0,0,3,0,1,0,0,0,0,0
224,1,9,14,2,11,16,0,0,0,3,0,1,0,0,0,0,0
225,1,9,15,2,11,17,0,0,0,3,0,1,0,0,0,0,0
226,1,9,16,2,11,18,0,0,0,3,0,1,0,0,0,0,0
227,1,9,17,2,11,19,0,0,0,3,0,1,0,0,0,0,0
228,1,10,11,2,12,13,2,1,1,1,0,1,0,0,0,0,0
229,1,10,12,2,12,14,2,1,1,1,0,1,0,0,0,0,0
230,1,10,13,2,12,15,2,1,1,1,0,1,0,0,0,0,0
231,1,10,14,2,12,16,2,1,1,1,0,1,0,0,0,0,0
232,1,10,15,2,12,17,2,1,1,1,0,1,0,0,0,0,0
233,1,10,16,2,12,18,2,1,1,1,0,1,0,0,0,0,0
234,1,10,17,2,12,19,2,1,1,1,0,1,0,0,0,0,0
235,1,11,12,2,13,14,0,0,0,3,0,1,0,0,0,0,0
236,1,11,13,2,13,15,0,0,0,3,0,1,0,0,0,0,0
237,1,11,14,2,13,16,2,1,1,1,0,1,0,0,0,0,0
238,1,11,15,2,13,17,0,0,0,3,0,1,0,0,0,0,0
239,1,11,16,2,13,18,2,1,1,1,0,1,0,0,0,0,0
240,1,11,17,2,13,19,0,0,0,3,0,1,0,0,0,0,0
241,1,12,13,2,14,15,2,1,1,1,0,1,0,0,0,0,0
242,1,12,14,2,14,16,0,0,0,3,0,1,0,0,0,0,0
243,1,12,15,2,14,17,2,1,1,1,0,1,0,0,0,0,0
244,1,12,16,2,14,18,0,0,0,3,0,1,0,0,0,0,0
245,1,12,17,2,14,19,2,1,1,1,0,1,0,0,0,0,0
246,1,13,14,2,15,16,0,0,0,3,0,1,0,0,0,0,0
247,1,13,15,2,15,17,0,0,0,3,0,1,0,0,0,0,0
248,1,13,16,2,15,18,2,1,1,1,0,1,0,0,0,0,0
249,1,13,17,2,15,19,0,0,0,3,0,1,0,0,0,0,0
250,1,14,15,2,16,17,0,0,0,3,0,1,0,0,0,0,0
251,1,14,16,2,16,18,0,0,0,3,0,1,0,0,0,0,0
252,1,14,17,2,16,19,0,0,0,3,0,1,0,0,0,0,0
253,1,15,16,2,17,18,0,0,0,3,0,1,0,0,0,0,0
254,1,15,17,2,17,19,0,0,0,3,0,1,0,0,0,0,0
255,1,16,17,2,18,19,0,0,0,3,0,1,0,0,0,0,0
256,2,3,4,3,4,5,0,0,0,3,0,1,0,0,0,0,0
257,2,3,5,3,4,7,0,0,0,3,0,1,0,0,0,0,0
258,2,3,6,3,4,8,0,0,0,3,0,1,0,0,0,0,0
259,2,3,7,3,4,9,0,0,0,3,0,1,0,0,0,0,0
260,2,3,8,3,4,10,0,0,0,3,0,1,0,0,0,0,0
261,2,3,9,3,4,11,0,0,0,3,0,1,0,0,0,0,0
262,2,3,10,3,4,12,0,0,0,3,0,1,0,0,0,0,0
263,2,3,11,3,4,13,2,1,1,1,0,1,0,0,0,0,0
264,2,3,12,3,4,14,0,0,0,3,0,1,0,0,0,0,0
265,2,3,13,3,4,15,2,1,1,1,0,1,0,0,0,0,0
266,2,3,14,3,4,16,2,1,1,1,0,1,0,0,0,0,0
267,2,3,15,3,4,17,0,0,0,3,0,1,0,0,0,0,0
268,2,3,16,3,4,18,2,1,1,1,0,1,0,0,0,0,0
269,2,3,17,3,4,19,0,0,0,3,0,1,0,0,0,0,0
270,2,4,5,3,5,7,0,0,0,3,0,1,0,0,0,0,0
271,2,4,6,3,5,8,0,0,0,3,0,1,0,0,0,0,0
272,2,4,7,3,5,9,0,0,0,3,0,1,0,0,0,0,0
273,2,4,8,3,5,10,0,0,0,3,0,1,0,0,0,0,0
274,2,4,9,3,5,11,0,0,0,3,0,1,0,0,0,0,0
275,2,4,10,3,5,12,2,1,1,1,0,1,0,0,0,0,0
276,2,4,11,3,5,13,0,0,0,3,0,1,0,0,0,0,0
277,2,4,12,3,5,14,2,1,1,1,0,1,0,0,0,0,0
278,2,4,13,3,5,15,0,0,0,3,0,1,0,0,0,0,0
279,2,4,14,3,5,16,0,0,0,3,0,1,0,0,0,0,0
280,2,4,15,3,5,17,0,0,0,3,0,1,0,0,0,0,0
281,2,4,16,3,5,18,2,1,1,1,0,1,0,0,0,0,0
282,2,4,17,3,5,19,0,0,0,3,0,1,0,0,0,0,0
283,2,5,6,3,7,8,0,0,0,3,0,1,0,0,0,0,0
284,2,5,7,3,7,9,2,1,1,1,0,1,0,0,0,0,0
285,2,5,8,3,7,10,0,0,0,3,0,1,0,0,0,0,0
286,2,5,9,3,7,11,0,0,0,3,0,1,0,0,0,0,0
287,2,5,10,3,7,12,2,1,1,1,0,1,0,0,0,0,0
288,2,5,11,3,7,13,0,0,0,3,0,1,0,0,0,0,0
289,2,5,12,3,7,14,2,1,1,1,0,1,0,0,0,0,0
290,2,5,13,3,7,15,2,1,1,1,0,1,0,0,0,0,0
291,2,5,14,3,7,16,0,0,0,3,0,1,0,0,0,0,0
292,2,5,15,3,7,17,2,1,1,1,0,1,0,0,0,0,0
293,2,5,16,3,7,18,2,1,1,1,0,1,0,0,0,0,0
294,2,5,17,3,7,19,0,0,0,3,0,1,0,0,0,0,0
295,2,6,7,3,8,9,2,1,1,1,0,1,0,0,0,0,0
296,2,6,8,3,8,10,0,0,0,3,0,1,0,0,0,0,0
297,2,6,9,3,8,11,0,0,0,3,0,1,0,0,0,0,0
298,2,6,10,3,8,12,0,0,0,3,0,1,0,0,0,0,0
299,2,6,11,3,8,13,0,0,0,3,0,1,0,0,0,0,0
300,2,6,12,3,8,14,2,1,1,1,0,1,0,0,0,0,0
301,2,6,13,3,8,15,0,0,0,3,0,1,0,0,0,0,0
302,2,6,14,3,8,16,0,0,0,3,0,1,0,0,0,0,0
303,2,6,15,3,8,17,2,1,1,1,0,1,0,0,0,0,0
304,2,6,16,3,8,18,2,1,1,1,0,1,0,0,0,0,0
305,2,6,17,3,8,19,2,1,1,1,0,1,0,0,0,0,0
306,2,7,8,3,9,10,2,1,1,1,0,1,0,0,0,0,0
307,2,7,9,3,9,11,0,0,0,3,0,1,0,0,0,0,0
308,2,7,10,3,9,12,0,0,0,3,0,1,0,0,0,0,0
309,2,7,11,3,9,13,0,0,0,3,0,1,0,0,0,0,0
310,2,7,12,3,9,14,0,0,0,3,0,1,0,0,0,0,0
311,2,7,13,3,9,15,2,1,1,1,0,1,0,0,0,0,0
312,2,7,14,3,9,16,0,0,0,3,0,1,0,0,0,0,0
313,2,7,15,3,9,17,0,0,0,3,0,1,0,0,0,0,0
314,2,7,16,3,9,18,2,1,1,1,0,1,0,0,0,0,0
315,2,7,17,3,9,19,2,1,1,1,0,1,0,0,0,0,0
316,2,8,9,3,10,11,2,1,1,1,0,1,0,0,0,0,0
317,2,8,10,3,10,12,2,1,1,1,0,1,0,0,0,0,0
318,2,8,11,3,10,13,0,0,0,3,0,1,0,0,0,0,0
319,2,8,12,3,10,14,0,0,0,3,0,1,0,0,0,0,0
320,2,8,13,3,10,15,0,0,0,3,0,1,0,0,0,0,0
321,2,8,14,3,10,16,0,0,0,3,0,1,0,0,0,0,0
322,2,8,15,3,10,17,0,0,0,3,0,1,0,0,0,0,0
323,2,8,16,3,10,18,2,1,1,1,0,1,0,0,0,0,0
324,2,8,17,3,10,19,0,0,0,3,0,1,0,0,0,0,0
325,2,9,10,3,11,12,0,0,0,3,0,1,0,0,0,0,0
326,2,9,11,3,11,13,0,0,0,3,0,1,0,0,0,0,0
327,2,9,12,3,11,14,0,0,0,3,0,1,0,0,0,0,0
328,2,9,13,3,11,15,0,0,0,3,0,1,0,0,0,0,0
329,2,9,14,3,11,16,0,0,0,3,0,1,0,0,0,0,0
330,2,9,15,3,11,17,0,0,0,3,0,1,0,0,0,0,0
331,2,9,16,3,11,18,2,1,1,1,0,1,0,0,0,0,0
332,2,9,17,3,11,19,0,0,0,3,0,1,0,0,0,0,0
333,2,10,11,3,12,13,0,0,0,3,0,1,0,0,0,0,0
334,2,10,12,3,12,14,0,0,0,3,0,1,0,0,0,0,0
335,2,10,13,3,12,15,0,0,0,3,0,1,0,0,0,0,0
336,2,10,14,3,12,16,0,0,0,3,0,1,0,0,0,0,0
337,2,10,15,3,12,17,0,0,0,3,0,1,0,0,0,0,0
338,2,10,16,3,12,18,2,1,1,1,0,1,0,0,0,0,0
339,2,10,17,3,12,19,0,0,0,3,0,1,0,0,0,0,0
340,2,11,12,3,13,14,0,0,0,3,0,1,0,0,0,0,0
341,2,11,13,3,13,15,0,0,0,3,0,1,0,0,0,0,0
342,2,11,14,3,13,16,2,1,1,1,0,1,0,0,0,0,0
343,2,11,15,3,13,17,0,0,0,3,0,1,0,0,0,0,0
344,2,11,16,3,13,18,2,1,1,1,0,1,0,0,0,0,0
345,2,11,17,3,13,19,0,0,0,3,0,1,0,0,0,0,0
346,2,12,13,3,14,15,2,1,1,1,0,1,0,0,0,0,0
347,2,12,14,3,14,16,0,0,0,3,0,1,0,0,0,0,0
348,2,12,15,3,14,17,2,1,1,1,0,1,0,0,0,0,0
349,2,12,16,3,14,18,2,1,1,1,0,1,0,0,0,0,0
350,2,12,17,3,14,19,2,1,1,1,0,1,0,0,0,0,0
351,2,13,14,3,15,16,0,0,0,3,0,1,0,0,0,0,0
352,2,13,15,3,15,17,0,0,0,3,0,1,0,0,0,0,0
353,2,13,16,3,15,18,2,1,1,1,0,1,0,0,0,0,0
354,2,13,17,3,15,19,0,0,0,3,0,1,0,0,0,0,0
355,2,14,15,3,16,17,0,0,0,3,0,1,0,0,0,0,0
356,2,14,16,3,16,18,2,1,1,1,0,1,0,0,0,0,0
357,2,14,17,3,16,19,0,0,0,3,0,1,0,0,0,0,0
358,2,15,16,3,17,18,2,1,1,1,0,1,0,0,0,0,0
359,2,15,17,3,17,19,0,0,0,3,0,1,0,0,0,0,0
360,2,16,17,3,18,19,2,1,1,1,0,1,0,0,0,0,0
361,3,4,5,4,5,7,0,0,0,3,0,1,0,0,0,0,0
362,3,4,6,4,5,8,0,0,0,3,0,1,0,0,0,0,0
363,3,4,7,4,5,9,0,0,0,3,0,1,0,0,0,0,0
364,3,4,8,4,5,10,0,0,0,3,0,1,0,0,0,0,0
365,3,4,9,4,5,11,0,0,0,3,0,1,0,0,0,0,0
366,3,4,10,4,5,12,2,1,1,1,0,1,0,0,0,0,0
367,3,4,11,4,5,13,2,1,1,1,0,1,0,0,0,0,0
368,3,4,12,4,5,14,2,1,1,1,0,1,0,0,0,0,0
369,3,4,13,4,5,15,2,1,1,1,0,1,0,0,0,0,0
370,3,4,14,4,5,16,2,1,1,1,0,1,0,0,0,0,0
371,3,4,15,4,5,17,0,0,0,3,0,1,0,0,0,0,0
372,3,4,16,4,5,18,0,0,0,3,0,1,0,0,0,0,0
373,3,4,17,4,5,19,0,0,0,3,0,1,0,0,0,0,0
374,3,5,6,4,7,8,0,0,0,3,0,1,0,0,0,0,0
375,3,5,7,4,7,9,2,1,1,1,0,1,0,0,0,0,0
376,3,5,8,4,7,10,0,0,0,3,0,1,0,0,0,0,0
377,3,5,9,4,7,11,0,0,0,3,0,1,0,0,0,0,0
378,3,5,10,4,7,12,2,1,1,1,0,1,0,0,0,0,0
379,3,5,11,4,7,13,2,1,1,1,0,1,0,0,0,0,0
380,3,5,12,4,7,14,2,1,1,1,0,1,0,0,0,0,0
381,3,5,13,4,7,15,2,1,1,1,0,1,0,0,0,0,0
382,3,5,14,4,7,16,2,1,1,1,0,1,0,0,0,0,0
383,3,5,15,4,7,17,2,1,1,1,0,1,0,0,0,0,0
384,3,5,16,4,7,18,0,0,0,3,0,1,0,0,0,0,0
385,3,5,17,4,7,19,0,0,0,3,0,1,0,0,0,0,0
386,3,6,7,4,8,9,2,1,1,1,0,1,0,0,0,0,0
387,3,6,8,4,8,10,0,0,0,3,0,1,0,0,0,0,0
388,3,6,9,4,8,11,0,0,0,3,0,1,0,0,0,0,0
389,3,6,10,4,8,12,0,0,0,3,0,1,0,0,0,0,0
390,3,6,11,4,8,13,2,1,1,1,0,1,0,0,0,0,0
391,3,6,12,4,8,14,2,1,1,1,0,1,0,0,0,0,0
392,3,6,13,4,8,15,2,1,1,1,0,1,0,0,0,0,0
393,3,6,14,4,8,16,2,1,1,1,0,1,0,0,0,0,0
394,3,6,15,4,8,17,2,1,1,1,0,1,0,0,0,0,0
395,3,6,16,4,8,18,0,0,0,3,0,1,0,0,0,0,0
396,3,6,17,4,8,19,2,1,1,1,0,1,0,0,0,0,0
397,3,7,8,4,9,10,2,1,1,1,0,1,0,0,0,0,0
398,3,7,9,4,9,11,0,0,0,3,0,1,0,0,0,0,0
399,3,7,10,4,9,12,0,0,0,3,0,1,0,0,0,0,0
400,3,7,11,4,9,13,2,1,1,1,0,1,0,0,0,0,0
401,3,7,12,4,9,14,0,0,0,3,0,1,0,0,0,0,0
402,3,7,13,4,9,15,2,1,1,1,0,1,0,0,0,0,0
403,3,7,14,4,9,16,2,1,1,1,0,1,0,0,0,0,0
404,3,7,15,4,9,17,0,0,0,3,0,1,0,0,0,0,0
405,3,7,16,4,9,18,0,0,0,3,0,1,0,0,0,0,0
406,3,7,17,4,9,19,2,1,1,1,0,1,0,0,0,0,0
407,3,8,9,4,10,11,2,1,1,1,0,1,0,0,0,0,0
408,3,8,10,4,10,12,2,1,1,1,0,1,0,0,0,0,0
409,3,8,11,4,10,13,2,1,1,1,0,1,0,0,0,0,0
410,3,8,12,4,10,14,0,0,0,3,0,1,0,0,0,0,0
411,3,8,13,4,10,15,2,1,1,1,0,1,0,0,0,0,0
412,3,8,14,4,10,16,2,1,1,1,0,1,0,0,0,0,0
413,3,8,15,4,10,17,0,0,0,3,0,1,0,0,0,0,0
414,3,8,16,4,10,18,0,0,0,3,0,1,0,0,0,0,0
415,3,8,17,4,10,19,0,0,0,3,0,1,0,0,0,0,0
416,3,9,10,4,11,12,0,0,0,3,0,1,0,0,0,0,0
417,3,9,11,4,11,13,2,1,1,1,0,1,0,0,0,0,0
418,3,9,12,4,11,14,0,0,0,3,0,1,0,0,0,0,0
419,3,9,13,4,11,15,2,1,1,1,0,1,0,0,0,0,0
420,3,9,14,4,11,16,2,1,1,1,0,1,0,0,0,0,0
421,3,9,15,4,11,17,0,0,0,3,0,1,0,0,0,0,0
422,3,9,16,4,11,18,0,0,0,3,0,1,0,0,0,0,0
423,3,9,17,4,11,19,0,0,0,3,0,1,0,0,0,0,0
424,3,10,11,4,12,13,2,1,1,1,0,1,0,0,0,0,0
425,3,10,12,4,12,14,0,0,0,3,0,1,0,0,0,0,0
426,3,10,13,4,12,15,2,1,1,1,0,1,0,0,0,0,0
427,3,10,14,4,12,16,2,1,1,1,0,1,0,0,0,0,0
428,3,10,15,4,12,17,0,0,0,3,0,1,0,0,0,0,0
429,3,10,16,4,12,18,0,0,0,3,0,1,0,0,0,0,0
430,3,10,17,4,12,19,0,0,0,3,0,1,0,0,0,0,0
