subform_id,a_restricted_index,b_restricted_index,c_restricted_index,a_source_atom,b_source_atom,c_source_atom,rank,inertia_positive,inertia_negative,inertia_zero,det_sign,det_abs_digit_count,det_abs_mod_1000000007,det_abs_mod_1000000009,nondegenerate_flag,definite_spatial_flag,max_abs_det_flag
97,0,8,15,1,10,17,0,0,0,3,0,1,0,0,0,0,0
98,0,8,16,1,10,18,2,1,1,1,0,1,0,0,0,0,0
99,0,8,17,1,10,19,0,0,0,3,0,1,0,0,0,0,0
100,0,9,10,1,11,12,0,0,0,3,0,1,0,0,0,0,0
101,0,9,11,1,11,13,2,1,1,1,0,1,0,0,0,0,0
102,0,9,12,1,11,14,0,0,0,3,0,1,0,0,0,0,0
103,0,9,13,1,11,15,0,0,0,3,0,1,0,0,0,0,0
104,0,9,14,1,11,16,0,0,0,3,0,1,0,0,0,0,0
105,0,9,15,1,11,17,0,0,0,3,0,1,0,0,0,0,0
106,0,9,16,1,11,18,2,1,1,1,0,1,0,0,0,0,0
107,0,9,17,1,11,19,0,0,0,3,0,1,0,0,0,0,0
108,0,10,11,1,12,13,2,1,1,1,0,1,0,0,0,0,0
109,0,10,12,1,12,14,0,0,0,3,0,1,0,0,0,0,0
110,0,10,13,1,12,15,0,0,0,3,0,1,0,0,0,0,0
111,0,10,14,1,12,16,0,0,0,3,0,1,0,0,0,0,0
112,0,10,15,1,12,17,0,0,0,3,0,1,0,0,0,0,0
113,0,10,16,1,12,18,2,1,1,1,0,1,0,0,0,0,0
114,0,10,17,1,12,19,0,0,0,3,0,1,0,0,0,0,0
115,0,11,12,1,13,14,2,1,1,1,0,1,0,0,0,0,0
116,0,11,13,1,13,15,2,1,1,1,0,1,0,0,0,0,0
117,0,11,14,1,13,16,2,1,1,1,0,1,0,0,0,0,0
118,0,11,15,1,13,17,2,1,1,1,0,1,0,0,0,0,0
119,0,11,16,1,13,18,3,2,1,0,-1,30,826986761,738949993,1,0,1
120,0,11,17,1,13,19,2,1,1,1,0,1,0,0,0,0,0
121,0,12,13,1,14,15,2,1,1,1,0,1,0,0,0,0,0
122,0,12,14,1,14,16,0,0,0,3,0,1,0,0,0,0,0
123,0,12,15,1,14,17,2,1,1,1,0,1,0,0,0,0,0
124,0,12,16,1,14,18,2,1,1,1,0,1,0,0,0,0,0
125,0,12,17,1,14,19,2,1,1,1,0,1,0,0,0,0,0
126,0,13,14,1,15,16,0,0,0,3,0,1,0,0,0,0,0
127,0,13,15,1,15,17,0,0,0,3,0,1,0,0,0,0,0
128,0,13,16,1,15,18,2,1,1,1,0,1,0,0,0,0,0
129,0,13,17,1,15,19,0,0,0,3,0,1,0,0,0,0,0
130,0,14,15,1,16,17,0,0,0,3,0,1,0,0,0,0,0
131,0,14,16,1,16,18,2,1,1,1,0,1,0,0,0,0,0
132,0,14,17,1,16,19,0,0,0,3,0,1,0,0,0,0,0
133,0,15,16,1,17,18,2,1,1,1,0,1,0,0,0,0,0
134,0,15,17,1,17,19,0,0,0,3,0,1,0,0,0,0,0
135,0,16,17,1,18,19,2,1,1,1,0,1,0,0,0,0,0
136,1,2,3,2,3,4,2,1,1,1,0,1,0,0,0,0,0
137,1,2,4,2,3,5,2,1,1,1,0,1,0,0,0,0,0
138,1,2,5,2,3,7,0,0,0,3,0,1,0,0,0,0,0
139,1,2,6,2,3,8,0,0,0,3,0,1,0,0,0,0,0
140,1,2,7,2,3,9,0,0,0,3,0,1,0,0,0,0,0
141,1,2,8,2,3,10,0,0,0,3,0,1,0,0,0,0,0
142,1,2,9,2,3,11,0,0,0,3,0,1,0,0,0,0,0
143,1,2,10,2,3,12,2,1,1,1,0,1,0,0,0,0,0
144,1,2,11,2,3,13,0,0,0,3,0,1,0,0,0,0,0
145,1,2,12,2,3,14,0,0,0,3,0,1,0,0,0,0,0
146,1,2,13,2,3,15,0,0,0,3,0,1,0,0,0,0,0
147,1,2,14,2,3,16,0,0,0,3,0,1,0,0,0,0,0
148,1,2,15,2,3,17,0,0,0,3,0,1,0,0,0,0,0
149,1,2,16,2,3,18,2,1,1,1,0,1,0,0,0,0,0
150,1,2,17,2,3,19,0,0,0,3,0,1,0,0,0,0,0
151,1,3,4,2,4,5,2,1,1,1,0,1,0,0,0,0,0
152,1,3,5,2,4,7,2,1,1,1,0,1,0,0,0,0,0
153,1,3,6,2,4,8,2,1,1,1,0,1,0,0,0,0,0
