observable_id,observable_code,value
0,0,3
1,1,3
2,2,18
3,3,816
4,4,11
5,5,426
6,6,0
7,7,379
8,8,0
9,9,0
10,10,0
11,11,8
12,12,3
13,13,1
14,14,119
15,15,2
16,16,1
17,17,30
18,18,826986761
19,19,0
20,20,0
21,21,0
22,22,0
23,23,0
24,24,0
25,25,0
26,26,1
