bridge_id,regime_count,induction_start,finite_start_sample_count,finite_end_sample_count,probe_start_sample_count,probe_end_sample_count,tail_start_sample_count,recurrence_factor,seed_state_count,finite_transition_count,formula_class_count,formula_count,probe_state_count,tail_formula_count,finite_gap_check_count,finite_gap_nonnegative_count,recind_certified_flag,formind_certified_flag,domind_certified_flag,seed_to_finite_seam_flag,finite_to_probe_seam_flag,probe_to_tail_seam_flag,formula_tail_match_flag,global_gapind_flag
0,4,16,17,127,128,256,257,12,33,16095,13,26,49665,26,131586,131586,1,1,1,1,1,1,1,1
