shell,profile_id,status,support_size,nnls_linf_unscaled,nnls_resnorm_unscaled,exact_residual_zero,all_coefficients_nonnegative,nonzero_exact_coefficients,min_coefficient
16,1,EXACT_RATIONAL_PASS,149,0.015625,0.003878035339574198,True,True,15,0
16,4610,EXACT_RATIONAL_PASS,143,0.015625,0.02096162213078051,True,True,15,0
16,3190,EXACT_RATIONAL_PASS,147,0.0234375,0.030109909169138537,True,True,15,0
12,1,EXACT_RATIONAL_PASS,53,3.0517578125e-05,1.8058264518391293e-05,True,True,11,0
12,3190,EXACT_RATIONAL_PASS,71,0.0001220703125,0.00015586984443410494,True,True,11,0
