weight_type,series,total_dimension_n,q_exponent,coefficient
gauge,grade3,30,288,3005040
gauge,grade3,30,290,2966220
gauge,grade3,30,292,3048480
gauge,grade3,30,294,1893165
gauge,grade3,30,296,2853960
gauge,grade3,30,298,2035080
gauge,grade3,30,300,2100660
gauge,grade3,30,302,1567170
gauge,grade3,30,304,2085120
gauge,grade3,30,306,956535
gauge,grade3,30,308,1323492
gauge,grade3,30,310,673740
gauge,grade3,30,312,847320
gauge,grade3,30,314,1356900
gauge,grade3,30,316,1370880
gauge,grade3,30,318,1680372
gauge,grade3,30,320,1739400
gauge,grade3,30,322,1491318
gauge,grade3,30,324,1497120
gauge,grade3,30,326,1120680
gauge,grade3,30,328,1341360
gauge,grade3,30,330,1022148
gauge,grade3,30,332,787680
gauge,grade3,30,334,663660
gauge,grade3,30,336,737280
gauge,grade3,30,338,353442
gauge,grade3,30,340,420660
gauge,grade3,30,342,216273
gauge,grade3,30,344,566760
gauge,grade3,30,346,725625
gauge,grade3,30,348,817860
gauge,grade3,30,350,833880
gauge,grade3,30,352,1071360
gauge,grade3,30,354,600750
gauge,grade3,30,356,831840
gauge,grade3,30,358,465588
gauge,grade3,30,360,702720
gauge,grade3,30,362,497130
gauge,grade3,30,364,380160
gauge,grade3,30,366,119490
gauge,grade3,30,368,330240
gauge,grade3,30,370,220320
gauge,grade3,30,372,122892
gauge,grade3,30,374,122850
gauge,grade3,30,376,92880
gauge,grade3,30,378,202458
gauge,grade3,30,380,379680
gauge,grade3,30,382,486954
gauge,grade3,30,384,467640
gauge,grade3,30,386,540240
gauge,grade3,30,388,483840
gauge,grade3,30,390,316380
gauge,grade3,30,392,407880
gauge,grade3,30,394,251055
gauge,grade3,30,396,266880
gauge,grade3,30,398,171960
gauge,grade3,30,400,92160
gauge,grade3,30,402,42408
gauge,grade3,30,404,159360
gauge,grade3,30,406,45900
gauge,grade3,30,408,61440
gauge,grade3,30,410,18492
gauge,grade3,30,412,17460
gauge,grade3,30,414,94290
gauge,grade3,30,416,196320
gauge,grade3,30,418,234990
gauge,grade3,30,420,334080
gauge,grade3,30,422,198480
gauge,grade3,30,424,322560
gauge,grade3,30,426,153510
gauge,grade3,30,428,138240
gauge,grade3,30,430,115848
gauge,grade3,30,432,107520
gauge,grade3,30,434,61710
gauge,grade3,30,436,46080
gauge,grade3,30,438,9180
gauge,grade3,30,440,26880
gauge,grade3,30,442,45900
gauge,grade3,30,444,5760
gauge,grade3,30,446,11220
gauge,grade3,30,450,1221
gauge,grade3,30,452,31200
gauge,grade3,30,454,92250
gauge,grade3,30,456,135240
gauge,grade3,30,458,188682
gauge,grade3,30,460,161280
gauge,grade3,30,462,101868
gauge,grade3,30,464,153600
gauge,grade3,30,466,41310
gauge,grade3,30,468,48000
gauge,grade3,30,470,36870
gauge,grade3,30,472,46080
gauge,grade3,30,474,9180
gauge,grade3,30,476,11520
gauge,grade3,30,480,15360
gauge,grade3,30,482,11322
gauge,grade3,30,486,1020
gauge,grade3,30,492,7740
gauge,grade3,30,494,28710
gauge,grade3,30,496,80640
gauge,grade3,30,498,76068
gauge,grade3,30,500,107520
gauge,grade3,30,502,36720
gauge,grade3,30,504,49920
gauge,grade3,30,506,42330
gauge,grade3,30,510,9180
gauge,grade3,30,512,15360
gauge,grade3,31,83,792
gauge,grade3,31,85,7482
gauge,grade3,31,87,35580
gauge,grade3,31,89,111870
gauge,grade3,31,91,273336
gauge,grade3,31,93,592740
gauge,grade3,31,95,1124880
gauge,grade3,31,97,1983450
gauge,grade3,31,99,3205620
gauge,grade3,31,101,4971510
gauge,grade3,31,103,7168992
gauge,grade3,31,105,10107828
gauge,grade3,31,107,13342680
gauge,grade3,31,109,17741040
gauge,grade3,31,111,21654768
gauge,grade3,31,113,27580956
gauge,grade3,31,115,31855824
gauge,grade3,31,117,38847330
gauge,grade3,31,119,43085160
gauge,grade3,31,121,51326832
gauge,grade3,31,123,53711784
gauge,grade3,31,125,63775326
gauge,grade3,31,127,64662600
gauge,grade3,31,129,73597170
gauge,grade3,31,131,74872944
gauge,grade3,31,133,84175500
gauge,grade3,31,135,79480944
gauge,grade3,31,137,92402490
gauge,grade3,31,139,86421240
gauge,grade3,31,141,96132228
gauge,grade3,31,143,90831132
gauge,grade3,31,145,99360744
gauge,grade3,31,147,89402760
gauge,grade3,31,149,103142970
gauge,grade3,31,151,90805428
gauge,grade3,31,153,97783278
gauge,grade3,31,155,91057284
gauge,grade3,31,157,97929960
gauge,grade3,31,159,84832260
gauge,grade3,31,161,96968730
gauge,grade3,31,163,82923480
gauge,grade3,31,165,88777872
gauge,grade3,31,167,78939180
gauge,grade3,31,169,85774050
gauge,grade3,31,171,73044768
gauge,grade3,31,173,82609956
gauge,grade3,31,175,66668604
gauge,grade3,31,177,72928740
gauge,grade3,31,179,68070120
gauge,grade3,31,181,69004116
gauge,grade3,31,183,59794260
gauge,grade3,31,185,64771212
gauge,grade3,31,187,52754880
gauge,grade3,31,189,58231710
gauge,grade3,31,191,50414064
gauge,grade3,31,193,53858940
gauge,grade3,31,195,46543560
gauge,grade3,31,197,51645480
gauge,grade3,31,199,41822160
gauge,grade3,31,201,43489662
gauge,grade3,31,203,39000564
gauge,grade3,31,205,39511392
gauge,grade3,31,207,33897600
gauge,grade3,31,209,39003780
gauge,grade3,31,211,31476300
gauge,grade3,31,213,32860200
gauge,grade3,31,215,28324320
gauge,grade3,31,217,28709400
gauge,grade3,31,219,27209400
gauge,grade3,31,221,29144670
gauge,grade3,31,223,22839504
gauge,grade3,31,225,25461432
gauge,grade3,31,227,22906260
gauge,grade3,31,229,21444450
gauge,grade3,31,231,19571952
gauge,grade3,31,233,19681800
gauge,grade3,31,235,15775692
gauge,grade3,31,237,17598900
gauge,grade3,31,239,16204560
gauge,grade3,31,241,16888392
gauge,grade3,31,243,15782892
gauge,grade3,31,245,17085294
gauge,grade3,31,247,12177000
gauge,grade3,31,249,13835370
gauge,grade3,31,251,11985924
gauge,grade3,31,253,11890362
gauge,grade3,31,255,9746232
gauge,grade3,31,257,9940620
gauge,grade3,31,259,8977080
gauge,grade3,31,261,9011700
gauge,grade3,31,263,9497040
gauge,grade3,31,265,9251022
gauge,grade3,31,267,9630720
gauge,grade3,31,269,8867610
gauge,grade3,31,271,7029636
gauge,grade3,31,273,7541160
gauge,grade3,31,275,6923880
gauge,grade3,31,277,6669060
gauge,grade3,31,279,5938200
gauge,grade3,31,281,6283224
gauge,grade3,31,283,4200660
gauge,grade3,31,285,5143620
gauge,grade3,31,287,4530240
gauge,grade3,31,289,4455390
gauge,grade3,31,291,5007012
gauge,grade3,31,293,5298090
gauge,grade3,31,295,4048200
gauge,grade3,31,297,4785240
gauge,grade3,31,299,4132080
gauge,grade3,31,301,4011564
gauge,grade3,31,303,3747600
gauge,grade3,31,305,3874020
gauge,grade3,31,307,2915280
gauge,grade3,31,309,2632350
gauge,grade3,31,311,2418000
gauge,grade3,31,313,1209930
gauge,grade3,31,315,2343912
gauge,grade3,31,317,2041920
gauge,grade3,31,319,2391480
gauge,grade3,31,321,2925000
gauge,grade3,31,323,2599320
gauge,grade3,31,325,2898852
gauge,grade3,31,327,2333880
gauge,grade3,31,329,2404980
gauge,grade3,31,331,2202720
gauge,grade3,31,333,2049180
gauge,grade3,31,335,1612440
gauge,grade3,31,337,1556940
gauge,grade3,31,339,1107120
gauge,grade3,31,341,1076700
gauge,grade3,31,343,645684
gauge,grade3,31,345,877002
gauge,grade3,31,347,1160640
gauge,grade3,31,349,1162080
gauge,grade3,31,351,1290744
gauge,grade3,31,353,1729182
gauge,grade3,31,355,1294680
gauge,grade3,31,357,1469670
gauge,grade3,31,359,1204200
gauge,grade3,31,361,1106982
gauge,grade3,31,363,1380120
gauge,grade3,31,365,949770
gauge,grade3,31,367,624240
gauge,grade3,31,369,553050
gauge,grade3,31,371,741000
gauge,grade3,31,373,295200
gauge,grade3,31,375,486996
gauge,grade3,31,377,197730
gauge,grade3,31,379,336480
gauge,grade3,31,381,476610
gauge,grade3,31,383,618840
gauge,grade3,31,385,741882
gauge,grade3,31,387,829680
gauge,grade3,31,389,914430
gauge,grade3,31,391,678600
gauge,grade3,31,393,867102
gauge,grade3,31,395,621120
gauge,grade3,31,397,630030
gauge,grade3,31,399,537120
gauge,grade3,31,401,348270
gauge,grade3,31,403,129720
gauge,grade3,31,405,334800
gauge,grade3,31,407,237600
gauge,grade3,31,409,147780
gauge,grade3,31,411,140412
gauge,grade3,31,413,44250
gauge,grade3,31,415,132624
gauge,grade3,31,417,231960
gauge,grade3,31,419,281280
gauge,grade3,31,421,477102
gauge,grade3,31,423,428400
gauge,grade3,31,425,509700
gauge,grade3,31,427,484200
gauge,grade3,31,429,309630
gauge,grade3,31,431,387720
gauge,grade3,31,433,192780
gauge,grade3,31,435,262200
gauge,grade3,31,437,142380
gauge,grade3,31,439,86400
gauge,grade3,31,441,36642
gauge,grade3,31,443,149400
gauge,grade3,31,445,45420
gauge,grade3,31,447,59400
gauge,grade3,31,449,6600
gauge,grade3,31,451,7332
gauge,grade3,31,453,40050
gauge,grade3,31,455,98640
gauge,grade3,31,457,156360
gauge,grade3,31,459,253920
gauge,grade3,31,461,333552
gauge,grade3,31,463,217080
gauge,grade3,31,465,331440
gauge,grade3,31,467,187200
gauge,grade3,31,469,140280
gauge,grade3,31,471,119664
gauge,grade3,31,473,110700
gauge,grade3,31,475,70200
gauge,grade3,31,477,50130
gauge,grade3,31,479,10800
gauge,grade3,31,481,27576
gauge,grade3,31,483,60600
gauge,grade3,31,485,3696
gauge,grade3,31,487,10800
gauge,grade3,31,491,600
gauge,grade3,31,493,17106
gauge,grade3,31,495,26640
gauge,grade3,31,497,82530
gauge,grade3,31,499,129720
gauge,grade3,31,501,179580
gauge,grade3,31,503,151200
gauge,grade3,31,505,96018
gauge,grade3,31,507,149400
gauge,grade3,31,509,24420
gauge,grade3,31,511,45000
gauge,grade3,32,88,495
gauge,grade3,32,90,6198
gauge,grade3,32,92,29346
gauge,grade3,32,94,100800
gauge,grade3,32,96,239700
gauge,grade3,32,98,557430
gauge,grade3,32,100,1012860
gauge,grade3,32,102,1911840
gauge,grade3,32,104,2964480
gauge,grade3,32,106,4912770
gauge,grade3,32,108,6818340
gauge,grade3,32,110,10231128
gauge,grade3,32,112,13026060
gauge,grade3,32,114,18305718
gauge,grade3,32,116,21954240
gauge,grade3,32,118,28931400
gauge,grade3,32,120,33104850
gauge,grade3,32,122,42037560
gauge,grade3,32,124,45835284
gauge,grade3,32,126,56180910
gauge,grade3,32,128,60028560
gauge,grade3,32,130,69996726
gauge,grade3,32,132,73810632
gauge,grade3,32,134,85006872
gauge,grade3,32,136,85449750
gauge,grade3,32,138,96808860
gauge,grade3,32,140,97939404
gauge,grade3,32,142,106076700
gauge,grade3,32,144,107385360
gauge,grade3,32,146,114808740
gauge,grade3,32,148,112528920
gauge,grade3,32,150,120524808
gauge,grade3,32,152,118989735
gauge,grade3,32,154,121254876
gauge,grade3,32,156,121406250
gauge,grade3,32,158,122933550
gauge,grade3,32,160,120490860
gauge,grade3,32,162,122723580
gauge,grade3,32,164,120254520
gauge,grade3,32,166,118516140
gauge,grade3,32,168,117097590
gauge,grade3,32,170,114262002
gauge,grade3,32,172,112807824
gauge,grade3,32,174,111822636
gauge,grade3,32,176,107358120
gauge,grade3,32,178,100368990
gauge,grade3,32,180,105768480
gauge,grade3,32,182,96358890
gauge,grade3,32,184,98666640
gauge,grade3,32,186,93348360
gauge,grade3,32,188,89035170
gauge,grade3,32,190,85112388
gauge,grade3,32,192,84794880
gauge,grade3,32,194,76483680
gauge,grade3,32,196,79816200
gauge,grade3,32,198,75059160
gauge,grade3,32,200,73780590
gauge,grade3,32,202,65579322
gauge,grade3,32,204,68674920
gauge,grade3,32,206,60012420
gauge,grade3,32,208,61736760
gauge,grade3,32,210,57019158
gauge,grade3,32,212,57121560
gauge,grade3,32,214,51168648
gauge,grade3,32,216,53594190
gauge,grade3,32,218,43165140
gauge,grade3,32,220,48060060
gauge,grade3,32,222,43998510
gauge,grade3,32,224,43124460
gauge,grade3,32,226,39210300
gauge,grade3,32,228,42520980
gauge,grade3,32,230,34259346
gauge,grade3,32,232,37539480
gauge,grade3,32,234,32348820
gauge,grade3,32,236,31074120
gauge,grade3,32,238,28496820
gauge,grade3,32,240,29764140
gauge,grade3,32,242,24878760
gauge,grade3,32,244,28235520
gauge,grade3,32,246,26944020
gauge,grade3,32,248,25509540
gauge,grade3,32,250,21721818
gauge,grade3,32,252,23986626
gauge,grade3,32,254,19441680
gauge,grade3,32,256,21786000
gauge,grade3,32,258,16220820
gauge,grade3,32,260,17915232
gauge,grade3,32,262,14748672
gauge,grade3,32,264,17306700
gauge,grade3,32,266,13594500
gauge,grade3,32,268,17553000
gauge,grade3,32,270,15026796
gauge,grade3,32,272,13873080
gauge,grade3,32,274,12540498
gauge,grade3,32,276,13623360
gauge,grade3,32,278,11578140
gauge,grade3,32,280,11845680
gauge,grade3,32,282,10857078
gauge,grade3,32,284,10013412
gauge,grade3,32,286,8911680
gauge,grade3,32,288,9633900
gauge,grade3,32,290,7021680
gauge,grade3,32,292,8893920
gauge,grade3,32,294,7881684
gauge,grade3,32,296,8399070
gauge,grade3,32,298,7358220
gauge,grade3,32,300,8126880
gauge,grade3,32,302,6455670
gauge,grade3,32,304,7968540
gauge,grade3,32,306,6561330
gauge,grade3,32,308,6844320
gauge,grade3,32,310,5160960
gauge,grade3,32,312,6034440
gauge,grade3,32,314,2717688
gauge,grade3,32,316,4647540
gauge,grade3,32,318,3583560
gauge,grade3,32,320,3650400
gauge,grade3,32,322,4240500
gauge,grade3,32,324,4508772
gauge,grade3,32,326,4609740
gauge,grade3,32,328,4937340
gauge,grade3,32,330,3775500
gauge,grade3,32,332,4275360
gauge,grade3,32,334,4005492
gauge,grade3,32,336,3830520
gauge,grade3,32,338,2999160
gauge,grade3,32,340,2898720
gauge,grade3,32,342,2278200
gauge,grade3,32,344,2080920
gauge,grade3,32,346,1498530
gauge,grade3,32,348,2247360
gauge,grade3,32,350,1800282
gauge,grade3,32,352,2138640
gauge,grade3,32,354,2360370
gauge,grade3,32,356,2568960
gauge,grade3,32,358,2295120
gauge,grade3,32,360,2551680
gauge,grade3,32,362,1650090
gauge,grade3,32,364,2781600
gauge,grade3,32,366,2038860
gauge,grade3,32,368,1925940
gauge,grade3,32,370,1114668
gauge,grade3,32,372,1655040
gauge,grade3,32,374,936828
gauge,grade3,32,376,1210440
gauge,grade3,32,378,644610
gauge,grade3,32,380,769092
gauge,grade3,32,382,803898
gauge,grade3,32,384,842160
gauge,grade3,32,386,972480
gauge,grade3,32,388,1317120
gauge,grade3,32,390,1331994
gauge,grade3,32,392,1263240
gauge,grade3,32,394,1451178
gauge,grade3,32,396,1426080
gauge,grade3,32,398,1182900
gauge,grade3,32,400,1379760
gauge,grade3,32,402,917520
gauge,grade3,32,404,553440
gauge,grade3,32,406,623370
gauge,grade3,32,408,691200
gauge,grade3,32,410,353388
gauge,grade3,32,412,522240
gauge,grade3,32,414,166842
gauge,grade3,32,416,325500
gauge,grade3,32,418,314640
gauge,grade3,32,420,360480
gauge,grade3,32,422,538410
gauge,grade3,32,424,752580
gauge,grade3,32,426,674010
gauge,grade3,32,428,981120
gauge,grade3,32,430,667128
gauge,grade3,32,432,876000
gauge,grade3,32,434,474690
gauge,grade3,32,436,641280
gauge,grade3,32,438,435420
gauge,grade3,32,440,322560
gauge,grade3,32,442,111330
gauge,grade3,32,444,314880
gauge,grade3,32,446,230670
gauge,grade3,32,448,168960
gauge,grade3,32,450,97410
gauge,grade3,32,452,37452
gauge,grade3,32,454,86568
gauge,grade3,32,456,131280
gauge,grade3,32,458,154440
gauge,grade3,32,460,297120
gauge,grade3,32,462,460434
gauge,grade3,32,464,436920
gauge,grade3,32,466,538200
gauge,grade3,32,468,510720
gauge,grade3,32,470,349530
gauge,grade3,32,472,365640
gauge,grade3,32,474,213060
gauge,grade3,32,476,261120
gauge,grade3,32,478,159720
gauge,grade3,32,480,92160
gauge,grade3,32,482,38838
gauge,grade3,32,484,180480
gauge,grade3,32,486,57120
gauge,grade3,32,488,46080
gauge,grade3,32,490,10200
gauge,grade3,32,492,5760
gauge,grade3,32,494,38022
gauge,grade3,32,496,52020
gauge,grade3,32,498,59970
gauge,grade3,32,500,161760
gauge,grade3,32,502,236010
gauge,grade3,32,504,322560
gauge,grade3,32,506,198480
gauge,grade3,32,508,337920
gauge,grade3,32,510,156060
gauge,grade3,32,512,122880
gauge,grade3,33,93,220
gauge,grade3,33,95,4092
gauge,grade3,33,97,22446
gauge,grade3,33,99,78456
gauge,grade3,33,101,207960
gauge,grade3,33,103,459540
gauge,grade3,33,105,929064
gauge,grade3,33,107,1642200
gauge,grade3,33,109,2783142
gauge,grade3,33,111,4421780
gauge,grade3,33,113,6604350
gauge,grade3,33,115,9364464
gauge,grade3,33,117,13225686
gauge,grade3,33,119,17161464
gauge,grade3,33,121,22656420
gauge,grade3,33,123,28233420
gauge,grade3,33,125,35319648
gauge,grade3,33,127,41190120
gauge,grade3,33,129,51164628
gauge,grade3,33,131,56423520
gauge,grade3,33,133,67382640
gauge,grade3,33,135,73551072
gauge,grade3,33,137,85047636
gauge,grade3,33,139,88981848
gauge,grade3,33,141,103257900
gauge,grade3,33,143,103280520
gauge,grade3,33,145,118964610
gauge,grade3,33,147,118179624
gauge,grade3,33,149,131776308
gauge,grade3,33,151,128379600
gauge,grade3,33,153,145025580
gauge,grade3,33,155,136002240
gauge,grade3,33,157,153131976
gauge,grade3,33,159,142667688
gauge,grade3,33,161,157284930
gauge,grade3,33,163,147243960
gauge,grade3,33,165,161204490
gauge,grade3,33,167,145989660
gauge,grade3,33,169,163746972
gauge,grade3,33,171,145439160
gauge,grade3,33,173,157976910
gauge,grade3,33,175,145525788
gauge,grade3,33,177,158347062
gauge,grade3,33,179,135184500
gauge,grade3,33,181,153338220
gauge,grade3,33,183,132150300
gauge,grade3,33,185,144819318
gauge,grade3,33,187,131757192
gauge,grade3,33,189,137494368
gauge,grade3,33,191,120491460
gauge,grade3,33,193,133525170
gauge,grade3,33,195,110938848
gauge,grade3,33,197,121694580
gauge,grade3,33,199,110240460
gauge,grade3,33,201,117384940
gauge,grade3,33,203,98370960
gauge,grade3,33,205,109190394
gauge,grade3,33,207,92610852
gauge,grade3,33,209,99684318
gauge,grade3,33,211,88266240
gauge,grade3,33,213,91775970
gauge,grade3,33,215,79276584
gauge,grade3,33,217,89580600
gauge,grade3,33,219,71949648
gauge,grade3,33,221,76355460
gauge,grade3,33,223,69274440
gauge,grade3,33,225,72270804
gauge,grade3,33,227,61494060
gauge,grade3,33,229,70207200
gauge,grade3,33,231,57334320
gauge,grade3,33,233,61739640
gauge,grade3,33,235,55122120
gauge,grade3,33,237,54097392
gauge,grade3,33,239,48932904
gauge,grade3,33,241,51256080
gauge,grade3,33,243,41586960
gauge,grade3,33,245,45139860
gauge,grade3,33,247,43016940
gauge,grade3,33,249,44766552
gauge,grade3,33,251,36781440
gauge,grade3,33,253,40800510
gauge,grade3,33,255,33676320
gauge,grade3,33,257,38229762
gauge,grade3,33,259,31278204
gauge,grade3,33,261,31179360
gauge,grade3,33,263,26975280
gauge,grade3,33,265,29373930
gauge,grade3,33,267,23833980
gauge,grade3,33,269,27169260
gauge,grade3,33,271,26669520
gauge,grade3,33,273,24458640
gauge,grade3,33,275,21816732
gauge,grade3,33,277,23101020
gauge,grade3,33,279,21152316
gauge,grade3,33,281,20752560
gauge,grade3,33,283,18946980
gauge,grade3,33,285,19072704
gauge,grade3,33,287,16400172
gauge,grade3,33,289,18259272
gauge,grade3,33,291,13956660
gauge,grade3,33,293,14909490
gauge,grade3,33,295,13638240
gauge,grade3,33,297,14176122
gauge,grade3,33,299,12828492
gauge,grade3,33,301,13662090
gauge,grade3,33,303,11231880
gauge,grade3,33,305,13571622
gauge,grade3,33,307,11978280
gauge,grade3,33,309,12138192
gauge,grade3,33,311,10806120
gauge,grade3,33,313,11232090
gauge,grade3,33,315,7753116
gauge,grade3,33,317,8121510
gauge,grade3,33,319,8169660
gauge,grade3,33,321,5999790
gauge,grade3,33,323,6965880
gauge,grade3,33,325,6969042
gauge,grade3,33,327,7335240
gauge,grade3,33,329,8567340
gauge,grade3,33,331,6896880
gauge,grade3,33,333,7047090
gauge,grade3,33,335,7121436
gauge,grade3,33,337,7250490
gauge,grade3,33,339,6127920
gauge,grade3,33,341,5901450
gauge,grade3,33,343,4923720
gauge,grade3,33,345,4772232
gauge,grade3,33,347,3476040
gauge,grade3,33,349,4069332
gauge,grade3,33,351,3693900
gauge,grade3,33,353,3533250
gauge,grade3,33,355,3692520
gauge,grade3,33,357,4233540
gauge,grade3,33,359,3879852
gauge,grade3,33,361,4381920
gauge,grade3,33,363,2984240
gauge,grade3,33,365,4157760
gauge,grade3,33,367,4200120
gauge,grade3,33,369,3829314
gauge,grade3,33,371,3025920
gauge,grade3,33,373,2895300
gauge,grade3,33,375,2669400
gauge,grade3,33,377,2285970
gauge,grade3,33,379,2182680
gauge,grade3,33,381,1461300
gauge,grade3,33,383,1973760
gauge,grade3,33,385,1410840
gauge,grade3,33,387,1483632
gauge,grade3,33,389,1923060
gauge,grade3,33,391,2029320
gauge,grade3,33,393,1923420
gauge,grade3,33,395,2221560
gauge,grade3,33,397,2468358
gauge,grade3,33,399,2178504
gauge,grade3,33,401,2693040
gauge,grade3,33,403,2149200
gauge,grade3,33,405,1578342
gauge,grade3,33,407,1338840
gauge,grade3,33,409,1483200
gauge,grade3,33,411,968040
gauge,grade3,33,413,1211400
gauge,grade3,33,415,710424
gauge,grade3,33,417,752220
gauge,grade3,33,419,724692
gauge,grade3,33,421,542610
gauge,grade3,33,423,685440
gauge,grade3,33,425,1070010
gauge,grade3,33,427,947160
gauge,grade3,33,429,1395714
gauge,grade3,33,431,1346400
gauge,grade3,33,433,1436310
gauge,grade3,33,435,1307280
gauge,grade3,33,437,1111110
gauge,grade3,33,439,1213920
gauge,grade3,33,441,767490
gauge,grade3,33,443,543240
gauge,grade3,33,445,524880
gauge,grade3,33,447,692064
gauge,grade3,33,449,391050
gauge,grade3,33,451,486000
gauge,grade3,33,453,136770
gauge,grade3,33,455,256452
gauge,grade3,33,457,227430
gauge,grade3,33,459,225360
gauge,grade3,33,461,326670
gauge,grade3,33,463,548640
gauge,grade3,33,465,647802
gauge,grade3,33,467,772080
gauge,grade3,33,469,949752
gauge,grade3,33,471,756000
gauge,grade3,33,473,832650
gauge,grade3,33,475,522720
gauge,grade3,33,477,588900
gauge,grade3,33,479,461520
gauge,grade3,33,481,347940
gauge,grade3,33,483,119520
gauge,grade3,33,485,366810
gauge,grade3,33,487,297000
gauge,grade3,33,489,123240
gauge,grade3,33,491,109200
gauge,grade3,33,493,23580
gauge,grade3,33,495,92676
gauge,grade3,33,497,118620
gauge,grade3,33,499,66960
gauge,grade3,33,501,163140
gauge,grade3,33,503,272880
gauge,grade3,33,505,435222
gauge,grade3,33,507,417600
gauge,grade3,33,509,537870
gauge,grade3,33,511,496800
gauge,grade3,34,98,66
gauge,grade3,34,100,1992
gauge,grade3,34,102,15165
gauge,grade3,34,104,54600
gauge,grade3,34,106,163740
gauge,grade3,34,108,361080
gauge,grade3,34,110,784572
gauge,grade3,34,112,1357200
gauge,grade3,34,114,2488665
gauge,grade3,34,116,3772500
gauge,grade3,34,118,6139158
gauge,grade3,34,120,8395440
gauge,grade3,34,122,12539805
gauge,grade3,34,124,15972000
gauge,grade3,34,126,22312443
gauge,grade3,34,128,26846760
gauge,grade3,34,130,35768961
gauge,grade3,34,132,40899840
gauge,grade3,34,134,52399575
gauge,grade3,34,136,57922680
gauge,grade3,34,138,71066271
gauge,grade3,34,140,77133564
gauge,grade3,34,142,91991670
gauge,grade3,34,144,95844600
gauge,grade3,34,146,113180814
gauge,grade3,34,148,116200632
gauge,grade3,34,150,131274417
gauge,grade3,34,152,135443760
gauge,grade3,34,154,150629820
gauge,grade3,34,156,149317824
gauge,grade3,34,158,167137125
gauge,grade3,34,160,165094200
gauge,grade3,34,162,175897425
gauge,grade3,34,164,178504680
gauge,grade3,34,166,186041640
gauge,grade3,34,168,182015040
gauge,grade3,34,170,196493160
gauge,grade3,34,172,189422460
gauge,grade3,34,174,191973495
gauge,grade3,34,176,194182680
gauge,grade3,34,178,198238740
gauge,grade3,34,180,188861424
gauge,grade3,34,182,195439485
gauge,grade3,34,184,189256920
gauge,grade3,34,186,185188404
gauge,grade3,34,188,190377600
gauge,grade3,34,190,181937547
gauge,grade3,34,192,179105280
gauge,grade3,34,194,181443765
gauge,grade3,34,196,170863440
gauge,grade3,34,198,163494159
gauge,grade3,34,200,169617000
gauge,grade3,34,202,160989480
gauge,grade3,34,204,156366840
gauge,grade3,34,206,152121426
gauge,grade3,34,208,148521240
gauge,grade3,34,210,140909244
gauge,grade3,34,212,144125040
gauge,grade3,34,214,129786795
gauge,grade3,34,216,130923720
gauge,grade3,34,218,127723488
gauge,grade3,34,220,124142904
gauge,grade3,34,222,111222615
gauge,grade3,34,224,117298800
gauge,grade3,34,226,104919618
gauge,grade3,34,228,104556480
gauge,grade3,34,230,101324121
gauge,grade3,34,232,100131120
gauge,grade3,34,234,90595560
gauge,grade3,34,236,96125880
gauge,grade3,34,238,80725788
gauge,grade3,34,240,87955560
gauge,grade3,34,242,79797480
gauge,grade3,34,244,75039600
gauge,grade3,34,246,68082672
gauge,grade3,34,248,73489560
gauge,grade3,34,250,66792372
gauge,grade3,34,252,66933300
gauge,grade3,34,254,61404735
gauge,grade3,34,256,60693720
gauge,grade3,34,258,57296760
gauge,grade3,34,260,60737040
gauge,grade3,34,262,48639255
gauge,grade3,34,264,52328760
gauge,grade3,34,266,46083696
gauge,grade3,34,268,45214920
gauge,grade3,34,270,39742380
gauge,grade3,34,272,47973840
gauge,grade3,34,274,38198160
gauge,grade3,34,276,41090940
gauge,grade3,34,278,35293410
gauge,grade3,34,280,38211480
gauge,grade3,34,282,33850320
gauge,grade3,34,284,34603740
gauge,grade3,34,286,30052578
gauge,grade3,34,288,31573920
gauge,grade3,34,290,30005133
gauge,grade3,34,292,28004760
gauge,grade3,34,294,24818820
gauge,grade3,34,296,26967720
gauge,grade3,34,298,21371421
gauge,grade3,34,300,24426132
gauge,grade3,34,302,20870250
gauge,grade3,34,304,21003240
gauge,grade3,34,306,20503782
gauge,grade3,34,308,22240380
gauge,grade3,34,310,18500757
gauge,grade3,34,312,21338280
gauge,grade3,34,314,18501975
gauge,grade3,34,316,17643372
gauge,grade3,34,318,13790118
gauge,grade3,34,320,17770440
gauge,grade3,34,322,10976790
gauge,grade3,34,324,13309020
gauge,grade3,34,326,10901034
gauge,grade3,34,328,12143040
gauge,grade3,34,330,12993252
gauge,grade3,34,332,13402800
gauge,grade3,34,334,10690080
gauge,grade3,34,336,12783960
gauge,grade3,34,338,11421063
gauge,grade3,34,340,11796480
gauge,grade3,34,342,10553130
gauge,grade3,34,344,10376640
gauge,grade3,34,346,8687130
gauge,grade3,34,348,8572872
gauge,grade3,34,350,6957753
gauge,grade3,34,352,7757760
gauge,grade3,34,354,6247470
gauge,grade3,34,356,6990180
gauge,grade3,34,358,6301224
gauge,grade3,34,360,7237800
gauge,grade3,34,362,6934500
gauge,grade3,34,364,5839680
gauge,grade3,34,366,5593140
gauge,grade3,34,368,7637040
gauge,grade3,34,370,6080535
gauge,grade3,34,372,6937800
gauge,grade3,34,374,5007300
gauge,grade3,34,376,5846400
gauge,grade3,34,378,4391280
gauge,grade3,34,380,5231280
gauge,grade3,34,382,2871570
gauge,grade3,34,384,4503720
gauge,grade3,34,386,3045048
gauge,grade3,34,388,2843220
gauge,grade3,34,390,2921610
gauge,grade3,34,392,3557040
