observable_id,observable_code,value_x1e12,aux_id
0,0,12000000000000,-1
1,1,24000000000000,-1
2,2,2000000000000000000,-1
3,3,6000000000000,-1
4,4,2000000000000,-1
5,5,4000000000000,-1
6,6,3000000000000,-1
7,7,6000000000000,-1
8,8,12000000000000,-1
9,9,2000000000000,-1
10,10,4000000000000,-1
11,11,4000000000000,-1
12,12,8000000000000,-1
13,13,1000000000000,-1
14,14,13000000000000,-1
15,15,0,-1
