candidate_unit_label,local_unit_column,relation_alpha,coefficient_mod_1000003,candidate_source
"v_legacy[5;0,0]",0,271,844600,SELF_CANDIDATE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_legacy[5;0,0]",0,274,844600,SELF_CANDIDATE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_legacy[5;0,0]",0,276,155403,SELF_CANDIDATE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_legacy[5;0,0]",0,279,155403,SELF_CANDIDATE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_legacy[5;0,0]",0,281,844600,SELF_CANDIDATE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_legacy[5;0,0]",0,283,155403,SELF_CANDIDATE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_legacy[5;0,0]",0,285,155403,SELF_CANDIDATE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_legacy[5;0,0]",0,290,844600,SELF_CANDIDATE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_legacy[5;0,0]",0,886,582033,SELF_CANDIDATE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_legacy[5;0,0]",0,890,582033,SELF_CANDIDATE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_legacy[5;0,0]",0,893,746096,SELF_CANDIDATE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_legacy[5;0,0]",0,895,253907,SELF_CANDIDATE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_legacy[5;0,0]",0,896,417970,SELF_CANDIDATE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_legacy[5;0,0]",0,897,582033,SELF_CANDIDATE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_legacy[5;0,0]",0,907,417970,SELF_CANDIDATE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
"v_legacy[5;0,0]",0,908,582033,SELF_CANDIDATE_FROM_CERTIFIED_SECTOR5_RAW_UNITS
