shell,starts,converged_equal_count,non_equal_count,monotone_count,best_final_psi,best_final_ratio,max_final_cv,max_iterations
12,251,215,36,251,4.440892098500626e-15,1.0000000000000044,1.0,28
16,251,211,40,251,4.440892098500626e-15,1.0000000000000044,0.7071067811865476,25
