epoch_id,epoch_code,real_epoch_flag,simulated_epoch_flag,third_party_epoch_flag,future_epoch_flag,manifest_present_flag,version_count,canonicality_required_flag,external_claim_flag
0,0,1,0,0,0,1,2,1,0
