observable_id,observable_code,value
0,0,6
1,1,6
2,2,3
3,3,1
4,4,1
5,5,0
6,6,0
7,7,2
8,8,0
9,9,6
10,10,5
11,11,5
12,12,5
13,13,3
14,14,1
15,15,0
16,16,1
17,17,1
18,18,56
19,19,12
20,20,56
21,21,200
22,22,0
23,23,112869680
24,24,56
25,25,1512
26,26,27
27,27,28
28,28,2
29,29,0
30,30,1
31,31,1
32,32,1
33,33,0
34,34,6
35,35,4
36,36,2
37,37,0
38,38,0
