trial,active_energy_share_vs_A6,Rhat_share_vs_Rhat
130,0.006911858549430891,3.751125924759645e-06
131,0.4199335788515997,3.3873959683369796
132,0.17077922951593963,0.06958141859304587
133,0.04030805096902844,0.07700493850794743
134,0.00828550001000761,0.0016932329572124044
135,0.00045246823237497075,1.3878594631300766e-06
136,0.21988087682162008,0.0004123880133729056
137,0.0580248679900801,1.798062449390731e-06
138,0.1673652010381447,0.29341092784689166
139,0.29113814184346454,0.3717963146378991
140,0.22260550113565442,0.5405075487529166
141,0.19699300049496998,0.12870608757202914
142,0.1466731867138621,0.002407358327714218
143,0.000156418846934162,8.718450494787065e-05
144,0.0002998915134674661,9.655592648500185e-07
145,0.04408798489429697,0.15577126198751368
146,0.18824637155469498,0.1358374816970627
147,0.14648563611690324,7.692819614871253e-05
148,0.5224166356636845,0.007046959825423314
149,0.01063404426837737,0.025737373758077525
150,0.02896953074656677,0.00017303413063541858
151,0.2177617740303989,0.01106510824642704
152,0.49139133947897734,0.2615741021807949
153,0.29905341525592694,0.684247161397219
154,0.0005784292254085528,2.5553783480647395e-06
155,0.12818043883886665,5.716883162306892e-07
156,0.1672796140412159,0.1577331789461613
157,0.5977641761150977,0.04632512076678653
158,0.03125734510766082,0.000479257039170146
159,0.0789420095981959,0.0009929342487263527
160,0.011336225510033389,1.1410859727090248e-07
161,0.0007491772730315076,0.0018132490901405986
162,0.010411636733949863,0.0008757355243935657
163,0.22046535967717054,1.3032977998282553
164,0.562701470419403,0.25671587643782146
165,0.25950852852212264,0.005779085443097971
166,0.11102027107534136,0.0013810367897683477
167,0.014967619001116424,3.946519847446728e-05
168,0.04933723844275175,0.4685396124999833
169,0.0696751510040777,0.03445296488818661
170,0.1390908450534389,0.19381765912610865
171,0.02696948162621838,0.050652244169389446
172,0.14647007054409508,0.014290226487116838
173,0.08282922492970685,0.00873428478656416
174,0.5897707109425715,0.8147694873315026
175,0.009714987708347078,6.040881752680652e-06
176,0.8400507635525304,1.480430567447362
177,0.06092475415272533,0.02045354331001682
178,2.1988664594055902e-05,2.386842616537479e-08
179,0.6287680568654301,0.022465508656153464
180,0.527775051880002,0.04341308348615659
181,0.05699045270393362,0.0001526806304970843
182,0.26047506778840335,0.058882733279083714
183,0.02234009900386679,1.1882820611892111e-07
184,0.07320993559907124,0.03966946445240249
185,0.34453258091955863,1.0592063367292377
186,0.02657090111853322,0.008677144368921894
187,0.06640755625069426,0.11376643826636496
188,0.00036158001512160467,2.3431116115294565e-06
189,0.0048801734965708814,0.006054734866830868
190,0.20899343251316624,0.30529934052399876
191,0.13739380918061578,0.000909765536332086
192,0.033111123063435347,0.18299341819178036
193,0.44957203626437325,0.061733347146116335
194,0.14727983570604186,3.265084959991595e-05
195,0.43594966787015715,0.020795911987846798
196,0.003757378670126168,1.8195248249039354e-08
197,0.21385903898042793,0.004475182488214532
198,0.0006446685468221331,4.3286956704628135e-07
199,9.789701482909195e-05,3.1765748803360838e-06
200,0.24649940707047546,0.6063031103269269
201,0.07823755058502166,0.17633084617437303
202,0.634091223627059,0.498601897174546
203,0.26385521811404816,0.6060715548729243
204,0.2925159090622609,0.0014787222965944443
205,0.003532380380043515,0.01095569983897929
206,0.1230910724436837,0.022717537126505302
207,0.00038595089559641824,8.085935516280825e-05
208,0.3011603115997134,2.400166586128219e-05
209,0.17445918670680616,0.00013521983526454908
210,0.08624051775412644,1.5157489121468111e-05
211,0.16928041355211731,0.2224687222116123
212,0.3850861918263584,0.5203048809717481
213,0.002877707992841819,0.0010002611797587666
214,0.19776832470310687,0.5896675269618544
215,0.02804063321332709,0.002857771089869771
216,0.7176478618343692,0.018344034551013504
217,0.00679007261150583,5.303270048857153e-07
218,0.07359254956874899,0.020337578366849438
219,0.005013869297869158,6.785050009096467e-06
220,0.008162623716576911,8.690772862076631e-05
221,0.01691215829290759,0.014472475336835858
222,0.03246094340905065,0.12487003447051341
223,0.018080738881060217,0.09639018848464197
224,0.08598994786120281,0.006763792742896522
225,0.008070535270066332,1.6720116085186537e-06
226,0.5048136930854364,0.8788866769434368
227,0.24641984499161332,0.9439660698173143
228,0.29118261148828445,1.0025729766713516
229,0.008760767788375354,0.000500262884882026
230,0.03894556378886368,4.791287569004835e-05
231,0.20118791628753427,0.004328431963065168
232,0.014594695602480322,0.0381032946913729
233,0.15835545621214794,0.06378091883795721
234,0.09715675454311479,0.0012043578166585423
235,0.03943280057890494,0.0025126896152446415
236,0.13310771650285813,0.00387691370753512
237,0.01707696361222637,0.0004312130315535935
238,0.12183213132180243,0.16197488305020194
239,0.0011931002693256918,0.00020625947811301565
240,0.28614587679525527,0.004804567061036546
241,0.2460311252190197,0.00014179948883603381
242,0.00023605443189196718,0.0003171036585797523
243,0.02676985725712243,0.0002006275275680548
244,0.30369924138205184,2.6853040732532625
245,0.5092886771127169,1.5293169522112928
246,0.006049798392061155,0.0017417395055378175
247,7.207807102921346e-05,2.171535705553632e-05
248,0.47703877710623865,3.3491848871472825
249,0.09701063705205301,0.0011356912541717126
250,0.15866483747271848,0.008273276318048955
251,0.5859048958707417,0.06984553663346782
252,0.2535698017166681,6.198749020696661e-05
253,0.016038120330646655,0.0791247381935177
254,0.0003050001172818192,1.4240457812753672e-05
255,0.307809631345907,0.00012853853446789977
256,8.836229082605399e-05,4.399974808872724e-08
257,0.044531446533590445,0.10457464648032072
258,0.001323863524823243,0.0009868480628853467
259,0.05534731765896865,6.343723582403449e-07
260,0.0993465118212586,0.0013722430936606432
261,0.13260587829744674,3.554649648262865e-05
262,0.1235361398940864,0.008078869850784277
263,0.00199448344462059,0.0002890343203525274
264,0.07399069109236288,7.634210728336776e-05
265,0.0009363830784405872,0.003127729388118802
266,0.02089446792503831,1.2439021908701468e-07
267,0.20513992042945733,2.0597933234659902e-05
268,0.3769568659563391,0.0178099351829873
269,0.013222810108775775,6.28166939469729e-08
270,0.14492923211234096,0.548806773667518
271,0.07442727382821765,0.009884759783865582
272,0.30905528036317886,0.14429408722418047
273,0.4210389189693966,0.18908712044217893
274,0.5329263910987418,0.009391981112030778
275,0.016131017023085982,1.238662663774281e-05
276,0.38628691004881144,2.0069123316403434
277,0.0518427929248892,0.0018080444815741217
278,0.38993754081130727,0.7664413966722853
279,0.013878466734178816,0.002896586914403937
280,0.15072804433345158,0.0007377837427129362
281,0.0006911272624382029,0.0008456379198565337
282,0.1155055004115495,1.8780511230852885e-05
283,0.40522672194356935,0.004419973754996653
284,0.4209442097215391,0.1294032789113644
285,0.00014840827186471934,0.00022586724399447676
286,0.007023107702928346,0.0008388467853424539
287,0.013555474385748289,0.062478691889774625
288,0.019270174790924615,0.0034974406582848876
289,0.010038400883058234,0.00029637288944246156
290,0.0058476539223921275,0.0001922618767511666
291,0.363359914573655,0.20820714277859417
292,0.00015029371667193693,0.00021978244319929626
293,0.509554475593216,2.8505733026575877
294,0.0021637343789216446,0.002520675140164868
295,0.1390045834698448,8.797800620016177e-06
296,0.3485263779746773,0.340531924650976
297,0.16356427189336414,0.00015217033064017483
298,0.1222455984747095,7.22396419912968e-05
299,0.0361207153751348,0.010287610023448465
300,0.18848894945737382,0.01398393601771525
301,0.17676568535374662,0.000379806164964336
302,0.25870466269107895,0.31525889449216543
303,0.06380201986439518,0.0003233942091270448
304,0.011343135682460483,1.7496121094792107e-06
305,0.06714750114230696,0.021288714273395352
306,0.4649058407789426,2.5849769192851
307,0.019530040014290265,0.0017688293686348318
308,0.36600312781588873,0.12963199474708129
309,0.1769782681878547,1.1755286111458185
310,0.007230786641910903,0.002164245060141346
311,0.06205149045208143,0.00191616974126764
312,0.005223397180583397,1.500323248843339e-07
313,0.15056591800540378,0.31760526868731503
314,0.4002976076618004,0.06940172722112645
315,0.6405784545028373,0.11869918961221952
316,0.13825604323246174,0.3332235235662985
317,0.4800055720512119,1.694629723267872
318,0.03132951145647664,0.040968639436728634
319,0.031328433619310404,0.003970129277692129
320,0.03671789613770579,0.00013484925131708285
321,0.466239383169398,0.0316766629048688
322,0.0020012835686572775,4.545373664966255e-05
323,0.8163984130177079,0.2230730825457052
324,0.07451844346261514,0.15200747565341957
325,0.0006049291075259851,3.10472124883986e-05
326,0.7614533033855508,0.37241696104246197
327,0.3124499340760309,1.16464668235655
328,0.03070080688417888,0.21003475730122656
329,0.11219910275320828,0.08692798989740373
330,0.19054599386007315,0.003597537996687585
331,0.004085801503455736,7.953994277609643e-05
332,0.05250840858600964,0.09234505488091392
333,0.047482160112493614,0.17439288992519436
334,0.2384499733947317,0.011928322447559406
335,0.5877205710708071,0.00845684402806916
336,0.04279361271833959,0.3086333199025005
337,0.014480399887128537,4.284453372884682e-05
338,0.14202497441983192,0.0003110034083285514
339,0.2781032498889398,0.2727519717606232
340,0.13843938401419076,0.000802917598660982
341,9.26270322966896e-05,1.5129752269493628e-05
342,0.029147536896524058,0.0002763807332186518
343,0.4404847773451442,0.21720630961674886
344,0.00031607761095998427,0.0006901161210939037
345,0.001997427309387647,0.0008287837866648472
346,0.22826791914040642,0.010211089665337065
347,0.21808771163092658,0.002210453229214221
348,0.3743723028622385,0.03877503522308044
349,0.3150517680891851,2.0276704612504224
350,0.2975879017154974,0.0625159770758543
351,0.18954049921529373,0.2488535674971094
352,0.07281092474942245,0.0006734261264555062
353,0.40212376890591184,0.0003018237366884578
354,0.12352127913369669,0.014716316238847406
355,0.18575121304830863,0.0018332979647137579
356,0.45174079050048865,0.49060493547751544
357,0.02419108891408342,0.0063561293651747215
358,0.1331585725556519,1.551568209026853
359,0.15689518458529159,0.08424732007292868
360,0.04715301541431341,0.007964957653045494
361,0.18412271346879044,0.006641660573213109
362,0.14426652485807798,0.5289572918513481
363,0.000580307941458253,0.00021259494631152928
364,0.007247166096184152,0.004540227126164772
365,0.04595125320893514,0.0003584364098557514
366,0.019604437708312418,8.090661904846722e-05
367,0.17265545537447183,0.010709693953401205
368,0.07192241777085064,0.00017025343576936128
369,0.5756796148373942,1.1665195235501
370,0.017610926098794326,0.0008166400760023173
371,0.0005001156430702922,0.0006290926291804773
372,0.009256840128722105,0.0085571537367756
373,0.07704652709830535,0.2008692570085916
374,0.31554992966067674,1.363745239511562
375,0.8533853499311082,0.2811931796663132
376,0.00025355416530970296,0.0008331619888933745
377,0.0005224514262764108,0.00023147872773131013
378,0.046087461962163886,0.0002103217715583675
379,0.08746624445107223,0.00014434318097453913
380,0.09902467395437364,4.571671504869938e-06
381,0.037533113798839085,0.00011645549363296772
382,0.0019777415571458658,0.0053059190118890254
383,0.5393230098744197,0.322048685384851
384,0.0034776458262307693,1.42002641182797e-06
385,0.24243698127666571,5.016393977256564e-05
386,0.008221220257862705,2.0867147618386392e-07
387,0.10089070993799516,0.0012813960061631216
388,0.6522985475202434,0.002453139633088368
389,0.22683516932206343,4.6931733699373037e-07
390,0.6014287445491893,0.14139674103039024
391,0.1787165652466273,2.750440483857753e-06
392,0.3626204708514747,1.0828337017782466
393,0.0010129553827257244,0.0022433908128521867
394,0.09008115872831185,0.28225895583763383
395,8.629127188624479e-05,1.5424313306770213e-05
396,0.002912555655518767,0.00014307552054897794
397,0.2762846354718099,0.0013840836029208213
398,0.11792857630253696,0.1697909998240931
399,0.004160107390461912,0.0009050868294109798
400,0.06820460314717725,0.43401379649340244
401,0.03638490276535925,0.009388086371874072
402,0.028269081531350538,5.56863402615437e-06
403,0.07143766140061136,0.00443602395345796
404,0.12676600898280502,1.3539219233181668e-05
405,0.39171063724902433,0.3361781248651931
406,0.0006957944805834971,7.188418896343182e-05
407,0.09279722098445532,0.6810017095537568
408,0.40731377332326124,0.006238057770573695
409,0.012599794671316434,0.00023263359582474931
410,0.30856534667021135,0.6324958830779677
411,0.09049265611869266,0.0007490264602097387
412,0.041691647040885266,0.0664544493912236
413,0.018002339506885588,0.004363623541154785
414,0.17916049755205574,0.0018583683611735154
415,0.42615342190250327,1.8507480616011847
416,0.012655267658126253,4.785533887232451e-05
417,0.015119663966481116,8.042986030022067e-05
418,0.5896174344724334,0.06268197399181152
419,9.663151688982972e-05,1.6297607613634046e-07
420,0.0003841310335464973,3.8877133018798145e-09
421,0.11782376174338309,0.006152904831065932
422,0.1728750230806018,0.7973483768377057
423,0.20065367807858514,0.002821928951596898
424,0.0014685184759245875,0.003128181768652055
425,0.19681921227107574,0.08241708577214708
426,0.010675453967904574,8.087831223537224e-07
427,0.00969779912289788,2.0598740402858315e-05
428,0.13865437589667295,7.94732313253496e-08
429,0.49106341260412445,0.04825760724987784
430,0.6902453166275935,1.974772552022876
431,0.02595073497672323,0.00458151259138168
432,0.2729049990108293,0.24267053184668663
433,0.3874807206610063,1.3277210457692425
434,0.015483424560466613,0.0008114978308656335
435,0.11267594698417832,0.0009396750650739446
436,0.34651540188037633,0.0001835569085910853
437,0.12462831791187054,0.010497901751161172
438,0.4823145781358243,0.29496141282895044
439,0.0005717248939386734,0.00011597593743298161
440,0.04101828758334583,0.12571388389152965
441,0.010775308643147529,0.014914934777654128
442,0.035429079066808096,0.0031814338179297283
443,0.6855756699399406,0.6767806530890977
444,0.00011085909923429923,2.677358014584998e-08
445,0.42072399724190035,4.2583246899888056e-05
446,0.030975894997496978,0.005137436182957116
447,0.028224597144830003,0.002307767019559568
448,0.002183255076964498,0.0002719681296790252
449,0.15125663411445225,0.01357697597437484
450,0.06874041206627823,0.014831100993555139
451,0.0631943510251864,0.00011518484804865195
452,0.017407749706087827,0.0447584072917344
453,0.15119559224542584,7.111648454371559e-06
454,0.45872048423506856,0.22462452073880249
455,0.08883812576847674,0.0006250206102203164
456,0.019863764705100543,0.003210837107513791
457,0.03198934906040994,0.0017746901773758887
458,0.17770988276754499,0.16820244377428076
459,0.0805427591192105,0.0044240615942948164
460,0.703071654025789,1.8477339139627929
461,0.028730983403853234,0.0036439155233213543
462,0.013976916362339024,0.007866903099732281
463,0.367686086524407,1.0854858252418655
464,0.05184263441796812,0.0011035400762276092
465,0.08960312885995739,0.07130255003906141
466,0.099864230780058,0.17454294192231967
467,0.43932386511408084,1.2682484109960308
468,0.10453007736236959,0.013976184098648483
469,0.05397876868381816,0.026155771651754936
470,0.02526524787940927,0.007518709226798603
471,0.434476771246335,1.5871216201349791
472,0.5300944649983054,0.012927592227085708
473,0.11109959188111461,0.0035499070151908197
474,0.5626744893031577,0.01232826884387712
475,0.10948010440678259,0.05476473385983547
476,0.09753617717892166,0.03719593803797995
477,0.007638079867222977,5.839668833864828e-07
478,0.006522953039088724,0.0008408624117893657
479,0.06476174753484995,0.007881765835084547
480,0.004025314781126502,1.6088986423553577e-05
481,0.3736882588101593,0.5883433168184868
482,0.06656836735283514,1.9411386771635926e-05
483,0.14697090354983738,0.011083013110942282
484,0.26301047983609194,0.5391645412055581
485,0.3130204371403947,0.25864906085815903
486,0.03749667835979319,8.482859508799022e-05
487,0.005600195658940732,0.004100272424081892
488,0.0019832086077035704,9.561915376599177e-09
489,0.7994617088011859,2.907579764063361
490,0.8481483618364873,1.6545680531908395
491,0.13790814008051847,0.03264447786710094
492,0.1644013679544888,0.007322420078787559
493,0.014054821898931617,0.03629482213133756
494,0.0005593145471498718,1.9066299126823087e-06
495,0.2606233875836776,0.37824979638573736
496,0.1948846028183083,0.0016900825092421431
497,0.6473692762011956,2.4227298590768997
498,0.17443363335273188,0.4323296546868274
499,0.009840026185153896,1.292219752787133e-05
500,0.20252241698442697,0.002128465563898875
501,0.8826144853416579,1.1284300818327886
502,0.06997294028220101,0.0010487802196819781
503,0.4286951262524354,0.166631376934824
504,0.0093437477745831,0.0021994432298113108
505,0.007959247729839454,0.0003138264125293134
506,0.13001438907972,0.006280652309139891
507,0.0009432768109431559,6.5535416619596286e-09
508,0.2898668482637872,0.2913764541022202
509,0.2516503328617184,0.09380272696684072
510,2.695742310222479e-05,5.652369426454356e-05
511,0.13919453749959762,6.692116530551532e-05
512,0.024266838148055418,2.97285782396315e-05
513,0.004887420107957186,0.0013361609661723833
514,0.1823554765294369,0.13019675755101268
515,0.41359639129971354,0.0004677112734492829
516,0.31540455897130665,0.011324919399320016
517,0.22847056143938485,0.003066156535247096
518,0.15393174695144426,0.0007584184182345243
519,0.6389968926840082,2.4769655941831474
520,0.1908648286385706,0.062257528282388196
521,0.27853979104806625,0.002467159792961447
522,0.0005209198502508221,2.872239897404159e-06
523,0.0028181490757613705,0.0019101260244151425
524,0.25238671028706183,0.002299164748772318
525,0.019730039507850704,0.013235296633246916
526,0.19131932969489365,0.4045836559811801
527,0.6669522572985388,2.722885599252535
528,0.2148474507038906,0.3895995547309609
529,0.09519851728063636,0.0802779542469692
530,0.4153495161224983,1.1408780164897883
531,0.09050997733985737,0.13454622831902255
532,0.09932575231539294,0.0009377319121864399
533,0.0064443849259865,2.1934757817289027e-05
534,0.05106688675553142,0.005331538667928156
535,0.04969825948087068,0.004781476881041736
536,0.1487077383299307,5.824670422700702e-06
537,0.0011505083374777985,1.1146353649893571e-05
538,0.16250471444484255,1.024725594595384
539,0.03840890153341171,0.022804202490321175
540,0.03974933300035638,0.0003354855501683468
541,0.41312388082262336,0.7299822582339736
542,0.025286597702225782,0.0010310058505804158
543,0.009763566945135142,0.06812275937144156
544,0.2690938124212651,0.006354800092427005
545,0.41169667303250335,0.30916197422877295
546,0.0024339313495068903,0.00015626117131441333
547,0.16978138582704233,0.000965719915616059
548,0.006694162953275491,0.00015426543438325308
549,0.09281673347979201,0.4508027558439175
550,0.061883136727698844,3.109048750462206e-06
551,0.5414297138912344,0.020290751164918006
552,0.11138052504515356,3.5692195480490367e-06
553,0.0921398018407701,6.28650421765121e-05
554,0.10793820851717227,0.0008481499246804266
555,0.093537403393185,0.0029737199360964288
556,0.16243827285114193,0.17688442777955732
557,0.001296083639552123,0.0014422732358648628
558,0.10647630993787162,0.0010642207774106199
559,4.5049879549977835e-05,3.541238081313431e-08
560,0.2984193667295342,0.0007012404309470637
561,0.1653893909042016,1.1372417058127782
562,0.09332413599219203,9.022956355963473e-05
563,0.007186826258981331,2.8604401833671296e-07
564,0.0008702930852243612,0.003217693458545798
565,0.3268801305419262,0.053311463156425765
566,0.02237547336710948,3.156240058569211e-06
567,0.1762223934198444,0.06917926836332294
568,0.001266798592072247,0.000158503525409496
569,0.2644764364780963,0.4909280639316063
570,0.011940687128179117,0.0014980611505771902
571,0.06593578221870158,0.6101160868681487
572,0.09606598936852123,0.01324753968255839
573,0.00028906339394500687,1.1328083651598022e-06
574,0.01312434721944058,0.003044873909102271
575,0.021420163181514934,0.015585978966494617
576,0.1382575134320475,0.2902401128866687
577,0.008289311002958846,0.003131112525238869
578,0.019583109191542394,0.002522603750993461
579,0.007110797395123539,6.797785939686764e-05
580,0.058992477090465144,1.5609056234211593e-06
581,0.013030520347149088,0.00029922747759892856
582,0.006291852028721093,0.010580462319162001
583,0.7811375395930306,0.12899933977098246
584,0.2664664115094833,0.8305749511908026
585,0.3124077327681841,0.06820267142151866
586,0.3045666166645643,2.190327974005379
587,0.2849718884948452,0.7236542187279995
588,0.7052811334835655,0.2991289290315886
589,0.007850628770534602,0.0016600284316706957
590,0.16395845527207314,0.001084134046540368
591,0.021852458644264612,0.05582218666858306
592,0.12976357702154723,1.405563124571072e-06
593,0.04520370010803703,0.00038773920098938595
594,0.39915304795374645,0.9111649684795413
595,0.03616088664050712,0.012812939873601206
596,0.2243001068055335,0.0031612656335013034
597,0.0006188242323593634,0.0001160121856852671
598,0.008497759037276835,2.5841191859093102e-05
599,0.7654743465394133,0.30561787550626995
600,0.10004423965033854,5.256412420193228e-06
601,0.14269501421719077,1.6752459166354123
602,0.03902352630528195,1.3179870549997509e-05
603,0.35376767581682866,0.7636796735816235
604,0.09541154598816569,0.008657666209765574
605,0.10939293368663106,1.937102129175177e-05
606,0.10898676584181202,0.04554856635981723
607,0.1598021854100986,0.0016779752348628127
608,0.015370046147718681,0.0006911570096306719
609,0.01606627448185581,0.001911129897587538
610,0.00048392275967911385,0.0008037257440396636
611,0.04170396846683953,0.00016011173290921932
612,0.42914413848059013,0.08467186736965424
613,0.002358433998056575,4.17739404147748e-07
614,0.0001752570938974249,0.0003141447815829297
615,0.5244060200445859,4.2221632255119825
616,0.6153825532225783,0.17286992355980021
617,0.0011229289563836338,0.0016177633365065738
618,0.04661454508545557,1.2277937620985269e-05
619,0.0010749094736595265,6.15226733336984e-05
620,0.26297221971559526,0.0010513729608197639
621,0.003488444358095718,0.029716130367403955
622,0.1855208876974275,0.009679626573607507
623,0.026557551184118396,0.006117594545219879
624,0.000606986704977048,0.00019725826682531736
625,0.018863054328933506,0.0017864411292531164
626,0.046702460549421794,0.014423300222368861
627,0.024937826502333366,0.02474227299801068
628,0.43071304919974274,0.5976559047292239
629,0.0006097908231144629,2.6549404388671044e-06
630,0.5150784026045655,0.05512821299501876
631,0.37767751536140004,0.993644068488232
632,0.00279611326703363,1.9996542580350416e-05
633,0.32176663209813167,1.146093450692985
634,0.36896654537527673,0.09458070234722175
635,0.565335812460736,0.03574955631556374
636,0.05253168069185727,0.21730531407639075
637,0.409691210030101,0.0986095873931564
638,0.19658130846689162,0.023574290251387915
639,0.147945923933976,0.8464615118555182
640,0.044386188775646075,0.00026093255092601993
641,0.12200596187241608,0.04002010282929959
642,0.34064603697356716,1.090561656456122
643,0.03547049940858935,0.0024978070976433087
644,0.22425045188359496,1.1936477853059646e-05
645,0.041240002948925165,0.0005302552961186858
646,0.0617844646391448,0.04503595229679743
647,0.4530102725812271,0.15037156197003015
648,0.018084072720158734,0.0005988602312778188
649,0.030746268204168557,0.13966022024720973
650,0.18726755960919453,0.0031309416714169927
651,0.19905117424797528,0.9796737604935546
652,0.0015846096465818335,2.3041943389092555e-05
653,3.8074216643539515e-05,1.167755860025846e-06
654,0.050011901480619986,0.2312665353626922
655,0.007195542439869194,0.0014965911052035388
656,0.011147463130054944,6.758664965601784e-05
657,0.074497421650379,0.0044369715596161785
658,0.6658648936658539,0.010996088000607225
659,0.36756059897498844,2.24841269307663
660,0.2995759347344766,9.20573535777058e-06
661,0.3680517481852469,2.7735085742243073
662,0.656958605045218,0.10915988444398003
663,0.00020499446001022925,1.1772985761608434e-09
664,0.5630721546323537,0.010621992780762106
665,0.6495946064034599,0.11177353558201542
666,0.40906748274467786,1.3790745367958361
667,0.00038256703370289155,3.1175527802746007e-06
668,0.5897823075675146,1.758740987289686
669,0.3188412698157544,3.3635058536027027
670,0.022028451312908617,5.5993722859554446e-08
